,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
3094,NINE,3.5,-0.33,-0.71,-0.31,0.65,7.06,0.08
3095,NTCO,,0.02,0.34,38.16,0.04,2.52,
3096,NYC,,,,,,,
3097,OLP,,,,,,,
3098,PAM,1.33,-0.2,4.26,2694.5,0.15,2.03,
3099,PBF,2.78,-0.04,0,13.84,0.71,2.69,0.2
3100,PBFX,1.7,0.42,2.2,3.31,0.22,5.53,0.05
3101,PGRE,,,,,,,
3102,PHI,,,,,,,
3103,PKG,0.94,0.1,9.34,36.52,0.92,3.03,0.03
3104,PLTR,,-0.95,0.21,1.07,0.25,1.41,0.05
3105,PNM,,,,,,,
3106,PNW,0.31,0.16,4.47,50.7,0.92,1.94,0.03
3107,PRTY,3.76,0.07,0.9,0.97,0.75,3.7,0.09
3108,PRU,1.64,0.11,12.86,163.01,0.59,3.56,0.02
3109,PSB,,,,,,,
3110,QS,,0,-0.5,3.92,0.27,3.1,0.16
3111,RES,1.94,-0.06,0.14,2.93,0.28,12.16,0.12
3112,REV,,,,,,,
3113,RGR,0.34,0.2,6.24,18.14,0.7,8.87,0.07
3114,RIG,3.53,0.04,-0.71,17.82,0.53,2.74,0.09
3115,RKT,,0.02,1.51,4.6,0.54,3.09,0.09
3116,RNR,,,,,,,
3117,RPAI,1.76,0.04,0.09,7.38,0.92,3.32,0.03
3118,RSF,,,,,,,
3119,RYI,1.65,0.02,2.75,7.45,0.94,3.94,0.04
3120,RYN,,,,,,,
3121,SCU,1.52,0.23,3.82,-1.81,0.48,3.33,0.03
3122,SFBS,,,,,,,
3123,SHO,,,,,,,
3124,SII,,,,,,,
3125,SJM,0.32,0.1,8.88,75.4,0.9,10.91,0.09
3126,SJW,,,,,,,
3127,SKT,1.91,0.05,0.47,4.83,0.82,25.54,0.28
3128,SKY,,,,,,,
3129,SMLP,3.23,0.3,5.97,110.22,0.4,0.81,0.01
3130,SNR,,,,,,,
3131,SON,,,,,,,
3132,SPNT,,,,,,,
3133,SRLP,0.82,0.01,1.65,1.15,0.02,0.63,0.0
3134,TAL,0.07,-0.03,0.55,8.07,0.76,2.08,
3135,TEVA,1.37,0.04,2.65,9.49,0.51,2.16,
3136,TISI,2.02,-0.09,-0.63,5.42,0.78,0.51,0.04
3137,TTC,0.82,0.11,3.89,11.62,0.85,3.18,0.02
3138,TWI,2.56,-0.01,0.79,2.92,0.75,6.69,0.03
3139,UE,,,,,,,
3140,UL,0.2,0.11,2.44,6.53,0.1,1.02,
3141,UNF,,0.08,8.63,99.17,0.98,1.72,0.01
3142,UNFI,1.06,0.01,4.41,26.86,0.9,2.66,0.08
3143,USAC,2.09,0.01,0.14,2.23,0.23,3.15,0.02
3144,USNA,,,,,,,
3145,UVE,1.06,0.02,2.47,15.38,0.68,3.48,0.02
3146,VER,1.19,0.22,1.47,29.29,0.95,4.88,0.06
3147,VET,3.59,0.67,1.29,11.5,0.22,1.85,
3148,VIV,,,,,,,
3149,VNE,2.51,-0.26,-1.94,9.28,0.55,4.93,0.04
3150,VNO,1.32,-0.03,0.76,26.62,0.79,9.1,0.1
3151,WBT,,,,,,,
3152,WIT,0.63,0.17,0.32,113.79,0.03,3.95,
3153,WLKP,,,,,,,
3154,WOR,1.07,0.07,4.2,28.81,0.49,7.82,0.05
3155,WPG,1.46,-0.55,-7.08,9.76,0.16,0.93,0.14
3156,WRE,,,,,,,
3157,WTM,,,,,,,
3158,WTS,,,,,,,
3159,XL,,0.5,-0.39,2.7,0.17,6.03,0.1
3160,YELP,1.87,0.02,0.45,10.79,0.93,9.08,0.07
3161,YSG,,-0.46,-0.11,10.05,0.31,6.63,
3162,AAON,,,,,,,
3163,ABTX,,,,,,,
3164,ADMP,1.35,-2.99,-0.15,0.04,0.11,4.53,0.06
3165,ADP,0.75,0.18,7.4,12.68,0.81,2.79,0.01
3166,AESE,,,,,,,
3167,ALOT,,,,,,,
3168,ALRS,,,,,,,
3169,ALTA,,,,,,,
3170,ALTM,4.27,0.69,5.9,-135.11,0.42,3.03,0.06
3171,ALYA,,,,,,,
3172,AOSL,2.55,0.09,3.72,14.16,0.59,2.52,0.03
3173,APPF,1.03,0.43,0.43,8.3,0.87,8.68,0.06
3174,APRE,-0.12,0,-1.63,2.88,0.43,0.29,0.04
3175,ARCT,2.81,0,2.95,11.61,0.75,4.42,0.13
3176,AROW,,,,,,,
3177,ASLE,,0.16,0.81,8.81,0.8,9.24,0.16
3178,ATXI,,,,,,,
3179,AXDX,1.88,0,-1.18,-1.13,0.4,30.54,0.18
3180,BANF,,,,,,,
3181,BBBY,1.99,-0.02,1.45,9.3,1.11,3.65,0.59
3182,BCBP,,,,,,,
3183,BFC,,,,,,,
3184,BHF,1.56,-1.5,13.95,191.34,0.83,3.3,0.04
3185,BKCC,1.76,0.59,0.39,4.68,0.35,1.25,0.01
3186,BKEP,2.32,0.64,0,9.27,0.31,0.78,0.0
3187,BLBD,,,,,,,
3188,BLCM,,,,,,,
3189,BLCT,,,,,,,
3190,BOCH,,,,,,,
3191,BSBK,,,,,,,
3192,CACC,1.22,0.57,36.8,146.1,0.72,10.28,0.26
3193,CBFV,,,,,,,
3194,CBRL,1.45,0.09,9.06,28.24,0.83,6.09,0.09
3195,CBSH,,,,,,,
3196,CBTX,,,,,,,
3197,CCBG,,,,,,,
3198,CFBK,,,,,,,
3199,CFFN,,,,,,,
3200,CHCO,,,,,,,
3201,CLBK,,,,,,,
3202,CLNE,1.88,-0.41,0.03,3.35,0.4,3.28,0.1
3203,CLVS,1.76,-1.98,-1.36,-1.75,0.5,9.61,0.22
3204,CNDT,,,,,,,
3205,CNFR,,,,,,,
3206,CNXN,,,,,,,
3207,COHR,,,,,,,
3208,COLB,0.85,0.35,2.38,32.92,0.85,4.16,0.04
3209,CRON,1.54,-2.59,-0.25,4.39,0.18,10.15,0.09
3210,CRTX,0.92,0,-3.03,4.79,0.63,9.76,0.15
3211,CRWS,,,,,,,
3212,CVAC,,-2.64,5.68,3.94,0.23,5.8,0.06
3213,DFFN,1.54,0,-0.16,0.49,0.1,0.84,0.01
3214,DFH,,,,,,,
3215,DHC,,,,,,,
3216,DISCK,1.4,0.12,3.24,17.6,0.87,3.61,0.05
3217,DSPG,,,,,,,
3218,EBSB,,,,,,,
3219,EGBN,,,,,,,
3220,ENDP,1.1,0.02,2.24,-2.64,0.82,2.51,0.12
3221,ESGR,,,,,,,
3222,ESLT,0.36,0.05,8.7,54.07,0.19,9.88,0.01
3223,ESSA,,,,,,,
3224,ESXB,,,,,,,
3225,EXPD,0.79,0.08,5.54,18.2,0.96,3.58,0.03
3226,FANH,,,,,,,
3227,FARO,1.33,0.06,2,19.66,1.04,4.69,0.02
3228,FBRX,,0,-0.75,3.54,0.53,0.74,0.12
3229,FCEL,4.83,-1.32,-0.14,1.82,0.39,2.06,0.15
3230,FCRD,1.74,1.09,0.45,6.52,0.42,1.29,0.0
3231,FFBC,,,,,,,
3232,FFIN,,,,,,,
3233,FHB,,,,,,,
3234,FLNT,,,,,,,
3235,FMAO,,,,,,,
3236,FNWB,,,,,,,
3237,FRBK,,,,,,,
3238,FTEK,5.73,0.02,0.1,1.52,0.19,1.77,0.03
3239,FULT,,0.28,1.26,16.61,0.65,3.44,0.03
3240,GABC,,,,,,,
3241,GAIN,1.54,1.4,0.88,12.66,0.14,3.66,0.01
3242,GBDC,0.7,1.22,1.19,15.06,0.46,2.13,0.01
3243,GBLI,,,,,,,
3244,GECC,,,,,,,
3245,GLAD,1.42,1.19,0.79,8.52,0.12,1.94,0.01
3246,GRPN,2.68,0.01,2.85,1.88,0.75,5.35,0.19
3247,GSKY,1.42,0.06,0.61,0.24,0.65,0.72,0.06
3248,HA,2.26,-0.17,0.26,12.26,0.81,3.43,0.09
3249,HHR,0.76,0.29,1.77,68.78,0.61,0.1,
3250,HMHC,1.38,0.06,-0.19,2.12,0.91,7.35,0.04
3251,HOPE,,,,,,,
3252,HRZN,1.07,0.24,1.38,11.2,0.1,5.29,0.02
3253,HTBI,,,,,,,
3254,ICMB,,,,,,,
3255,IDRA,1.82,0,-0.52,0.72,0.12,1.2,0.01
3256,INFN,1.19,-0.1,0.31,1.81,0.97,13.8,0.15
3257,INGN,,,,,,,
3258,INOV,,,,,,,
3259,INTC,0.59,0.27,3.69,22.15,0.65,2.96,0.02
3260,INTZ,,,,,,,
3261,IRBT,,0.05,3.95,27.01,0.92,19.31,0.43
3262,ITRM,1.27,0,-0.23,0.26,0.11,0.57,0.02
3263,ITRN,1.33,0.13,2.06,6.36,0.53,2.38,0.0
3264,JAKK,2.87,-0.03,1.39,-1.04,0.36,1.92,0.04
3265,JOBS,,,,,,,
3266,KLXE,3.37,-0.36,-4.92,-3.17,0.3,6.88,0.18
3267,KRMD,,,,,,,
3268,LAZY,,,,,,,
3269,LGIH,,,,,,,
3270,LHDX,,0,-1.46,5.58,0.58,4.12,0.06
3271,LILA,,,,,,,
3272,LILAK,,,,,,,
3273,LJPC,,,,,,,
3274,LKFN,,,,,,,
3275,LMNL,,,,,,,
3276,LMRK,,,,,,,
3277,LSTR,0.99,0.06,8.83,21.69,1.03,4.15,0.04
3278,MCBS,,,,,,,
3279,MGEE,,,,,,,
3280,MGI,1.73,-0.01,0.45,-1.86,0.67,2.59,0.04
3281,MGLN,,,,,,,
3282,MGPI,,,,,,,
3283,MILE,,0,-0.44,1.86,0.61,4.41,0.11
3284,MLVF,,,,,,,
3285,MMLP,2.87,-0.02,-0.06,0.05,0.34,1.74,0.01
3286,MMYT,1.18,-0.14,0.24,8.28,0.7,6.06,0.05
3287,MNRO,,,,,,,
3288,MSON,,,,,,,
3289,MVBF,,,,,,,
3290,MVIS,3.97,0,-0.11,0.79,0.26,7.4,0.19
3291,MYGN,,,,,,,
3292,NATI,1.08,0.02,1.16,9.29,0.91,6.24,0.03
3293,NEWT,1.16,0.62,2.29,16.38,0.13,2.71,0.03
3294,NOVT,,,,,,,
3295,NRIM,,,,,,,
3296,NTCT,,,,,,,
3297,NTUS,,,,,,,
3298,NWBI,,,,,,,
3299,ODP,,,,,,,
3300,ODT,,,,,,,
3301,OMP,2.53,0.38,3,6.5,0.12,2,0.01
3302,OPI,,,,,,,
3303,OXSQ,,2.22,0.37,5.03,0.08,0.77,0.0
3304,OZON,,-0.27,-2.83,288.29,0.25,5.99,
3305,PBCT,1.13,0.15,1.06,17.84,0.73,3.82,0.04
3306,PBIP,,,,,,,
3307,PBPB,,,,,,,
3308,PBYI,1.14,-0.14,-0.47,0.72,0.89,5.68,0.07
3309,PETS,0.54,0.09,1.58,6.81,0.87,16.32,0.32
3310,PFX,,,,,,,
3311,PROG,,0,-1.01,-1.78,1.2,0.29,0.24
3312,PROV,,,,,,,
3313,PXS,-0.46,-0.4,-0.15,1.32,0.1,0.26,0.01
3314,QADA,,,,,,,
3315,QLYS,,,,,,,
3316,RAIL,2.48,-0.61,-0.17,-0.61,0.23,2.16,0.11
3317,RAVN,,,,,,,
3318,RDI,,,,,,,
3319,RDUS,0.94,-0.24,0.82,-4.8,1.07,9.44,0.13
3320,RIDE,,0,-1.46,3.39,0.3,2.74,0.17
3321,RNST,,,,,,,
3322,SABR,2.14,-0.84,-0.45,-0.52,1.13,9.72,0.18
3323,SAFM,,,,,,,
3324,SBSI,,,,,,,
3325,SCR,2.84,0,,4.64,0.17,0.51,
3326,SCWX,1.1,-0.06,-0.1,7.82,0.73,1.76,0.05
3327,SDC,2.47,-0.09,-0.3,1.79,0.63,1.18,0.31
3328,SEAC,,,,,,,
3329,SFNC,,,,,,,
3330,SIGI,,,,,,,
3331,SMMT,,,,,,,
3332,SND,1.95,0.02,-0.33,6.19,0.41,19.18,0.07
3333,SNDL,5.96,0,0,0.66,0.09,3.68,0.14
3334,SOLY,,,,,,,
3335,SPTN,0.83,0.01,1.94,21.04,0.84,12.41,0.11
3336,SPWH,,,,,,,
3337,SPWR,1.7,0.39,0.53,2.56,0.33,3.37,0.2
3338,STKS,,,,,,,
3339,STMP,0.46,0.15,8.64,52.58,0.86,4.57,0.09
3340,SUNW,1.46,-0.27,-0.5,2.87,0.38,3.09,0.22
3341,TBNK,,,,,,,
3342,TC,,,,,,,
3343,TCDA,1.22,0,-2.35,0.69,0.86,11.53,0.06
3344,THFF,,,,,,,
3345,THRM,1.48,0.11,3.85,19.47,1.04,3.77,0.03
3346,THTX,,,,,,,
3347,TIGO,,,,,,,
3348,TRMK,,,,,,,
3349,TROW,1.22,0.42,13.21,34.78,0.74,6.59,0.04
3350,TRST,,,,,,,
3351,TRVG,1.76,-0.09,0.04,1.85,0.47,2.05,
3352,UIHC,0.72,-0.19,0.52,7.92,0.3,2.67,0.03
3353,USAP,1.54,-0.15,0.02,24.6,0.67,0.49,0.0
3354,USWS,1.65,-0.33,-0.07,-4.62,0.96,0.36,0.04
3355,VCNX,,,,,,,
3356,VIOT,1.35,0.04,0.91,24.06,0.4,4.96,
3357,WAFD,,,,,,,
3358,WDFC,-0.22,0.14,6.11,14.62,0.89,19.28,0.13
3359,WRLD,1.59,0.16,9.42,68.69,0.84,45.63,0.26
3360,WSBF,,,,,,,
3361,WTBA,,,,,,,
3362,XENT,,,,,,,
3363,XONE,1.4,-0.28,-0.55,7.32,0.42,3.2,0.06
3364,YJ,1.54,-0.03,0.1,6.27,0.02,1.07,
3365,Z,1.29,0.04,1.04,22.68,1.08,6.35,0.13
3366,ZEUS,1.61,0.03,1.83,31.94,0.72,5,0.05
3367,ZY,,0,-1.46,5.57,0.59,7.81,0.1
3368,A,1.04,0.16,4.13,16.33,0.9,2.8,0.01
3369,AA,2.58,0.07,6.65,20.73,0.8,1.08,0.05
3370,ABBV,0.83,0.12,13.92,7.11,0.69,1.68,0.01
3371,ABM,1.41,0.02,3.47,23.5,0.95,3.5,0.03
3372,ABR,1.87,0.53,1.92,11.36,0.46,5.37,0.05
3373,ABT,0.67,0.17,4.73,19.07,0.75,1.97,0.01
3374,ACA,,,,,,,
3375,ACC,,,,,,,
3376,ACCO,,0.04,1.59,8.21,0.9,8.84,0.03
3377,ACH,2.37,0.02,-0.01,84.42,0.02,0.47,
3378,ACM,1.57,-0.01,3.29,18.69,0.88,3.03,0.02
3379,ACN,1.12,0.12,9.72,30.9,0.74,1.59,0.01
3380,ADC,0.39,0.33,1.95,45.38,1.18,11.06,0.09
3381,ADCT,,0,-3.16,3.18,0.44,24.51,0.2
3382,ADM,0.85,0.03,4.68,39.3,0.8,1.97,0.01
3383,ADS,2.47,0.17,13.02,41.2,1.01,5.24,0.07
3384,AER,2.31,-0.08,6.49,73.24,0.98,5.11,0.03
3385,AES,0.81,-0.01,1.67,3.33,1.01,1.72,0.02
3386,AEVA,,0,-0.41,2.37,0.36,5.98,
3387,AG,0.86,0.17,0.61,5.48,0.35,3.55,
3388,AGCO,1.36,0.07,10.64,41.63,0.82,2.62,0.02
3389,AGL,,-0.23,-0.07,2.94,0.78,5.11,0.04
3390,AGRO,1.31,0.11,-0.15,8.18,0.77,3.07,0.04
3391,AGS,3.41,-0.18,-0.19,1.26,0.83,2.61,0.02
3392,AGTI,0.81,-0.01,0.73,6.61,1.0,6.03,0.04
3393,AGX,,,,,,,
3394,AHH,,,,,,,
3395,AIF,,,,,,,
3396,AIR,,,,,,,
3397,AIT,,,,,,,
3398,AIZ,,,,,,,
3399,AJG,0.67,0.12,5.84,40.21,0.86,2.02,0.01
3400,AJX,,,,,,,
3401,AL,2.08,0.21,4.93,56.96,1.03,6.83,0.05
3402,ALEX,,,,,,,
3403,ALG,,,,,,,
3404,ALIT,,0,0.75,0.04,0.64,1.85,
3405,ALK,1.7,0.0,4.66,28.18,0.79,1.54,0.03
3406,ALLY,1.57,0.36,7.22,42.81,0.96,4.65,0.04
3407,ALTG,,,,,,,
3408,AMAM,,,,,,,
3409,AMBP,,0.02,0.45,-1.5,0.09,6.84,
3410,AME,,,,,,,
3411,AMG,,,,,,,
3412,AMH,,,,,,,
3413,AMN,0.37,0.06,4.52,20.45,0.97,2.79,0.03
3414,AMP,1.66,0.17,24.12,50.77,0.85,4.18,0.02
3415,AMRC,0.52,0.06,1.54,12.56,0.84,3.95,0.04
3416,AMT,0.28,0.26,5.53,12.65,0.93,2.38,0.01
3417,AMX,,,,,,,
3418,ANET,1.17,0.28,11.88,48.23,0.65,2.98,0.03
3419,ANF,1.77,0.08,3.73,16.02,1.0,3.5,0.14
3420,ANTM,1.02,0.04,28.53,147.16,0.92,2.13,0.01
3421,AOMR,,,,,,,
3422,APD,0.78,0.2,10.68,59.1,0.84,2.28,0.01
3423,APG,,,,,,,
3424,APH,,0.14,2.67,9.95,0.97,2.63,0.01
3425,APLE,,,,,,,
3426,APO,1.56,0.35,4.29,7.83,0.82,8.86,0.11
3427,APTV,2.07,0.07,4.78,30.76,0.97,2.79,0.02
3428,AR,,-0.3,3.24,15.45,0.76,3.22,0.08
3429,ARCO,,,,,,,
3430,ARD,,,,,,,
3431,ARE,,0.47,3.28,97.41,0.98,5.1,0.03
3432,ARES,1.03,0.11,3.19,9.74,0.73,1.89,0.01
3433,ASAI,,0.04,0.18,7.13,0.06,1.15,
3434,ASAN,,-0.9,-0.98,1.52,0.74,1.72,0.07
3435,ASC,0.89,-0.24,0.15,9.27,0.67,1.39,0.01
3436,ASGN,,,,,,,
3437,ASH,1.26,0.08,5.41,52.72,0.95,11.02,0.1
3438,ASIX,1.73,0.07,4.53,18.59,0.86,3.28,0.03
3439,ASPN,,-0.24,-0.78,4.38,0.87,2.85,0.02
3440,ASX,1.23,0.07,0.8,110.89,0.05,1.53,
3441,ATEN,0.93,0.1,0.68,1.63,0.87,2.84,0.03
3442,ATI,1.8,-0.48,0.72,3.72,1.07,8.82,0.15
3443,ATKR,2.5,0.18,7.29,14.69,0.98,2.26,0.03
3444,ATO,0.44,0.21,5.43,59.44,0.87,3.31,0.03
3445,AUY,1.45,0.1,0.3,4.53,0.51,1.1,
3446,AVD,,,,,,,
3447,AVLR,,,,,,,
3448,AVNT,,,,,,,
3449,AVTR,,0.07,1.51,5.27,0.91,3.53,0.03
3450,AVYA,1.61,0.01,3.2,3.94,1.09,9.65,0.14
3451,AWR,0.08,0.18,2.6,17.98,0.75,2.85,0.02
3452,AX,,,,,,,
3453,AZEK,,-0.01,1.16,8.93,0.96,2.35,0.03
3454,AZO,0.87,0.15,109.37,-85.04,0.93,1.69,0.02
3455,AZRE,0.71,-0.23,0.53,512.82,1.07,7.34,0.1
3456,AZZ,,0.09,3.28,25.7,0.92,4.32,0.02
3457,BA,1.57,-0.14,5.27,-24.58,0.54,1.03,0.02
3458,BABA,0.84,0.19,10.77,358.74,0.26,2.93,
3459,BAC,1.51,0.33,3.15,30.22,0.75,1.64,0.01
3460,BAH,0.71,0.07,4.66,7.56,0.93,1.72,0.01
3461,BALY,2.46,0.12,2.65,30.66,0.77,3.65,0.06
3462,BAM,1.35,0.04,2.93,22.0,0.68,3.72,
3463,BANC,,,,,,,
3464,BARK,,-0.14,-0.25,1.45,0.47,7.02,0.1
3465,BAX,0.61,0.09,3.96,16.99,0.87,2.54,0.01
3466,BBD,1.19,0.23,0.57,15.09,0.18,1.55,
3467,BBDC,0.66,1.18,0.95,11.39,0.7,1.6,0.01
3468,BBL,0.89,0.18,2.36,20.27,0.05,1.77,
3469,BBU,,,,,,,
3470,BBVA,1.92,0.25,0.71,5.87,0.03,0.79,
3471,BBW,1.99,0.08,1.82,5.51,0.6,4,0.05
3472,BBWI,1.73,0.13,3.81,-4.49,0.84,5.15,0.07
3473,BC,,0.11,9.09,23.81,0.97,4.84,0.03
3474,BCEI,1.97,0.11,9.1,44.91,1.07,5.96,0.21
3475,BCO,1.6,0.01,5.82,3.49,1.01,9.93,0.1
3476,BCS,1.4,0.29,1.11,16.25,0.03,3.3,
3477,BDC,,,,,,,
3478,BERY,1.34,0.05,6.36,21.81,0.98,3.8,0.02
3479,BFLY,,0,-0.8,2.3,0.48,7.87,
3480,BGSF,,,,,,,
3481,BHC,1.67,-0.15,6.02,-1.92,0.74,8.47,0.04
3482,BHE,,,,,,,
3483,BHG,,-0.11,-0.51,3.44,0.69,4.52,0.02
3484,BHP,0.89,0.18,2.04,20.27,0.07,6.04,
3485,BHR,,,,,,,
3486,BHVN,0.99,0,-6.68,-6.96,1.12,8.57,0.05
3487,BILL,,-0.41,-0.69,26.77,0.87,4.53,0.08
3488,BIO,0.89,1.4,13.6,389.45,0.8,3.23,0.02
3489,BIP,0.78,0.04,0.65,14.46,0.57,7.82,
3490,BIPC,,-0.41,,-42.78,0.69,5.6,
3491,BJ,0.46,0.03,3.11,3.58,1.08,7.85,0.11
3492,BK,1.08,0.23,4.47,47.3,0.89,1.86,0.01
3493,BKH,,,,,,,
3494,BKI,0.72,0.2,2.58,17.14,0.94,4.46,0.02
3495,BKR,1.63,0.01,1.2,16.46,0.92,5.01,0.1
3496,BKSY,,0,-0.63,-0.89,0.33,2.74,
3497,BLD,1.52,0.1,13.11,45.03,0.99,3.04,0.03
3498,BLDR,2.36,0.06,4.55,26.46,1.01,5.63,0.06
3499,BLK,1.19,0.31,41.99,236.59,0.86,2.66,0.01
3500,BLND,,-0.43,-0.75,-3.6,0.44,7.14,0.02
3501,BMO,1.18,0.28,10.16,82.94,0.5,3.45,
3502,BMY,0.63,-0.11,7.85,16.56,0.75,1.76,0.01
3503,BNL,,,,,,,
3504,BODY,,-0.05,-0.32,1.81,0.36,4.44,
3505,BOOT,2.87,0.1,4.05,14.9,1.06,6.29,0.09
3506,BQ,,-0.17,-0.19,1.29,0.18,4,
3507,BRBR,,,,,,,
3508,BRDG,,0.5,1,,0.35,0.27,0.0
3509,BRSP,,,,,,,
3510,BSAC,0.47,0.38,2.12,10.8,0.11,2.96,
3511,BSM,,,,,,,
3512,BSMX,1.17,0.28,0.78,118,0.01,1.02,
3513,BSX,0.88,0.1,1.86,11.21,0.94,3.79,0.02
3514,BURL,,,,,,,
3515,BVH,,,,,,,
3516,BW,2.75,0.04,0.38,-0.2,0.81,2.81,0.05
3517,BWA,1.47,0.05,4.75,27.73,0.99,5.95,0.06
3518,BWXT,,,,,,,
3519,BX,1.35,0.26,4.96,12.55,0.64,1.79,0.01
3520,BXC,1.93,0.06,9.04,24.02,0.83,2.81,0.05
3521,BXS,1.21,0.28,2.55,26.73,0.69,7.96,0.08
3522,BYD,2.12,0.14,4.67,12.1,0.66,2.66,0.04
3523,C,1.87,0.3,7.87,92.16,0.78,1.82,0.02
3524,CACI,1.0,0.07,18.23,116.94,0.92,2.35,0.02
3525,CANO,,-0.04,0,2.07,0.99,5.76,
3526,CARS,,,,,,,
3527,CB,0.75,0.21,14.22,136.26,0.91,2.04,0.01
3528,CBRE,,0.06,5.15,23.74,0.98,5.18,0.02
3529,CBT,,,,,,,
3530,CBZ,,,,,,,
3531,CCI,0.44,0.2,3.28,19.71,0.92,3.09,0.01
3532,CCK,,0.05,7.76,19.09,0.92,2.63,0.02
3533,CCS,1.99,0.11,15.21,47.42,0.88,7.27,0.08
3534,CE,1.23,0.36,15.29,35.9,0.97,1.54,0.01
3535,CEA,,,,,,,
3536,CEIX,2.63,0.03,1.79,17.19,0.78,1.79,0.05
3537,CF,1.09,0.1,5.83,15.09,0.95,1,0.02
3538,CFG,1.65,0.33,4.11,50.23,0.95,2.09,0.03
3539,CFX,,,,,,,
3540,CHCT,,,,,,,
3541,CHE,0.46,0.14,19.3,55.59,0.91,2.36,0.02
3542,CHGG,0.93,-0.06,1.79,9.25,1.02,6.35,0.09
3543,CHMI,1.28,0.37,1.38,9.87,0.32,2.32,0.03
3544,CHPT,,-0.77,-0.42,1.66,0.65,1.84,0.09
3545,CHWY,0.32,0.0,0.31,0.18,0.81,6.02,0.23
3546,CI,0.89,0.05,22.47,142.51,0.91,2.45,0.01
3547,CIR,2.61,-0.12,2.83,9.04,0.97,6.75,0.03
3548,CLDT,,,,,,,
3549,CLH,,,,,,,
3550,CLVT,0.53,-0.16,0.8,15.74,0.84,6.28,0.06
3551,CM,,,,,,,
3552,CMG,1.35,0.1,33.19,82.08,0.93,2.61,0.02
3553,CMO,1.54,0.87,0.69,6.42,,6.46,0.04
3554,CMRE,1.58,0.48,3.94,12.78,0.27,1.19,0.02
3555,CMS,0.21,0.13,2.88,20.01,0.93,2.21,0.01
3556,CNC,0.46,0.01,5.47,45.36,0.95,2.91,0.02
3557,CNF,0.41,0.25,0.03,56.85,0.03,0.67,
3558,CNHI,1.67,0.01,1.15,4.38,0.46,1.92,0.01
3559,CNMD,,,,,,,
3560,CNNE,,,,,,,
3561,CNO,,,,,,,
3562,CNQ,2.26,0.18,4.79,28.85,0.76,3.31,
3563,CNR,,,,,,,
3564,CNVY,,,,,,,
3565,CODI,1.75,0.02,2.59,11.37,0.35,1.03,0.01
3566,COF,1.74,0.4,18.66,133.9,0.91,1.74,0.01
3567,COO,0.85,1.02,14.64,137.91,1.02,5.47,0.04
3568,COOK,,0.05,0.67,4.71,0.75,2.59,0.1
3569,COP,1.62,0.06,6.61,33.06,0.8,1.84,0.02
3570,COUR,,-0.29,-0.37,5.62,0.63,2.68,0.1
3571,CPF,,,,,,,
3572,CPG,3.38,1.02,1.12,9.01,0.39,1.97,
3573,CPRI,2.52,0.07,5.34,16.14,0.92,3.49,0.06
3574,CPS,3.15,-0.05,1,30.49,1.0,8.32,0.06
3575,CPT,,,,,,,
3576,CR,1.68,0.13,7.24,30.84,0.74,1.88,0.01
3577,CRC,,1.83,-6.67,10.91,0.85,2.6,0.16
3578,CRH,,,,,,,
3579,CRI,1.41,0.1,7.87,24.94,1.08,3.3,0.05
3580,CRL,1.15,0.12,11.51,46.01,0.97,1.53,0.02
3581,CRM,1.04,0.1,4.65,56.77,0.76,2.6,0.02
3582,CRY,,,,,,,
3583,CSL,1.04,0.08,12.45,46.74,0.91,2.65,0.02
3584,CSPR,,-0.16,-0.89,-0.53,0.62,5.01,0.1
3585,CSR,,,,,,,
3586,CSTM,2.67,0.04,1.55,0.9,0.98,4.14,0.04
3587,CSV,0.85,0.08,3.46,11.0,0.77,2.61,0.02
3588,CTAC,,,,,,,
3589,CTLT,,,,,,,
3590,CTO,,,,,,,
3591,CTOS,,,,,,,
3592,CTVA,0.83,0.08,2.51,34.56,0.81,4.29,0.02
3593,CUBI,1.53,0.34,6.75,31.94,0.84,3.38,0.03
3594,CURO,,,,,,,
3595,CURV,,0.04,1.19,-1.43,0.04,6.58,0.23
3596,CUZ,,,,,,,
3597,CVE,3.71,0.0,1.5,11.45,0.46,0.97,
3598,CVEO,,,,,,,
3599,CVNA,2.39,-0.01,-0.14,4.85,1.13,14.01,0.18
3600,CVS,0.8,0.03,8.2,55.57,0.79,2.58,0.01
3601,CVX,1.24,0.03,8.75,68.87,0.68,1.74,0.01
3602,CW,,,,,,,
3603,CWEN,0.68,0.04,,15.42,0.91,3.67,0.04
3604,CWH,3.26,0.04,5.87,3.67,0.84,8.06,0.2
3605,CX,1.01,-0.04,0.77,6.79,0.39,0.6,
3606,CXM,,-0.19,-0.22,2.22,0.55,8.07,0.12
3607,CYD,,,,,,,
3608,CZOO,,-0.47,-22.12,2.0,0.76,4.79,
3609,D,0.39,0.17,4.13,29.94,0.68,1.62,0.01
3610,DAC,1.67,1.46,19.49,83.17,0.23,3.44,0.11
3611,DAL,1.35,-0.0,3.47,4.09,0.65,1.78,0.04
3612,DAN,2.48,0.02,2.89,12.87,0.98,3.19,0.03
3613,DAR,1.03,0.12,5.67,19.24,1.0,2.03,0.02
3614,DAVA,0.88,0.1,206.83,5.4,0.72,0.59,
3615,DBD,3.26,-0.05,2.03,-10.87,0.85,14.09,0.1
3616,DBRG,2.0,-0.4,-0.28,2.25,0.94,16.11,0.16
3617,DCO,,,,,,,
