,Symbol,Name,Buy,Analyst,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
2489,CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,1,Buy,1.813878,0.0,-0.42,0.732,0.44624,5.97,0.056900002
2490,CRCT,Cricut Inc. Class A Common Stock,1,Buy,,0.16763,,,0.88848,0.97,0.0392
2491,CRDL,Cardiol Therapeutics Inc. Class A Common Shares,1,Buy,,,,,,,
2492,CREE,Cree Inc. Common Stock,1,Buy,1.591285,-0.45126998,-0.67,19.467,1.05834,7.7,0.1104
2493,CRMT,America's Car-Mart Inc Common Stock,1,Buy,1.421194,0.11367,14.21,61.35,0.74957,4.96,0.0419
2494,CSGS,CSG Systems International Inc. Common Stock,1,Buy,0.920305,0.06495,3.32,13.471,0.94615,11.97,0.062800005
2495,CSII,Cardiovascular Systems Inc. Common Stock,1,Buy,0.873587,-0.051820002,-0.12,6.734,0.97643,6.22,0.0625
2496,CSOD,Cornerstone OnDemand Inc. Common Stock,1,Buy,1.289673,-0.04832,2.54,4.141,0.9004,4.38,0.028299998
2497,CSTE,Caesarstone Ltd. Ordinary Shares,1,Buy,0.895652,0.037019998,1.07,14.573,0.46995997,1.66,0.0184
2498,CTBI,Community Trust Bancorp Inc. Common Stock,1,Buy,0.898369,0.36613998,3.49,37.141,0.60363,5.53,0.012200001
2499,CTKB,Cytek Biosciences Inc. Common Stock,1,Buy,,,,,,,
2500,CTXS,Citrix Systems Inc. Common Stock,1,Buy,0.062772,0.11474,6.88,2.024,0.93984,2.35,0.0468
2501,CVBF,CVB Financial Corporation Common Stock,1,Buy,0.505984,0.43066,1.42,14.867,0.72398,5.29,0.0247
2502,CVCO,Cavco Industries Inc. Common Stock When Issued,1,Buy,1.125543,0.06917,10.78,74.03,0.9446,4.1,0.028800001
2503,CVGW,Calavo Growers Inc. Common Stock,1,Buy,0.843464,0.0047,2.76,15.288,0.78389,8.71,0.0538
2504,CWCO,Consolidated Water Co. Ltd. Ordinary Shares,1,Buy,0.193688,0.02625,0.64,10.624,0.56187,0.98,0.014199999
2505,CYBE,CyberOptics Corporation Common Stock,1,Buy,1.583152,0.08876,1.17,9.2,0.6381,4.89,0.0592
2506,CZWI,Citizens Community Bancorp Inc. Common Stock,1,Buy,1.223776,0.26689,1.16,14.748,0.51701,1.64,0.002
2507,DBVT,DBV Technologies S.A. American Depositary Shares,1,Buy,2.224466,0.0,-2.58,1.874,0.33862,29.24,
2508,DGICA,Donegal Group Inc. Class A Common Stock,1,Buy,0.042934,0.07538,1.32,17.292,0.80224997,2.12,0.0077
2509,DISCA,Discovery Inc. Series A Common Stock,1,Buy,1.381521,0.09109,3.26,16.5,1.25046,2.05,0.1834
2510,DISH,DISH Network Corporation Class A Common Stock,1,Buy,2.156147,0.1383,2.72,25.908,0.87141997,13.01,0.13430001
2511,DLO,DLocal Limited Class A Common Shares,1,Buy,,,,,,,
2512,DLTR,Dollar Tree Inc. Common Stock,1,Buy,0.855298,0.057150003,6.83,31.973,0.90481,2.73,0.0239
2513,DORM,Dorman Products Inc. Common Stock,1,Buy,0.763313,0.11209,5.0,27.692,0.78296995,5.3,0.0235
2514,DOYU,DouYu International Holdings Limited ADS,1,Buy,0.739587,-0.03439,2.92,,0.3007,1.23,
2515,DRTT,DIRTT Environmental Solutions Ltd. Common Shares,1,Buy,2.147,-0.115439996,,,0.68646,16.8,0.0128999995
2516,DSGX,Descartes Systems Group Inc. (The) Common Stock,1,Buy,1.070533,0.16348,0.98,11.16,0.92189,3.38,
2517,DSP,Viant Technology Inc. Class A Common Stock,1,Buy,,0.10288,,,1.08019,3.35,0.090100005
2518,DUOL,Duolingo Inc. Class A Common Stock,1,Buy,,,,,,,
2519,EBAY,eBay Inc. Common Stock,1,Buy,1.10262,1.12829,4.52,5.536,0.94305,3.88,0.0463
2520,ECHO,Echo Global Logistics Inc. Common Stock,1,Buy,1.137708,0.014579999,2.16,15.726,0.94261,4.29,0.038900003
2521,ECOL,US Ecology Inc Common Stock,1,Buy,1.190962,-0.095979996,1.24,19.616,0.94351,4.1,0.023599999
2522,EDIT,Editas Medicine Inc. Common Stock,1,Buy,1.929347,-1.47506,-3.74,9.456,0.75794,10.05,0.17989999
2523,EGAN,eGain Corporation Common Stock,1,Buy,0.291304,0.091630004,0.13,1.314,0.53819,5.63,0.047399998
2524,EGRX,Eagle Pharmaceuticals Inc. Common Stock,1,Buy,0.807314,0.09675,4.16,14.536,0.95791,10.73,0.1172
2525,EHTH,eHealth Inc. Common Stock,1,Buy,-0.148913,0.06747,3.89,32.358,0.96711,5.41,0.096099995
2526,ENTA,Enanta Pharmaceuticals Inc. Common Stock,1,Buy,0.405978,-0.78568,-4.99,21.602,0.97760004,18.32,0.119799994
2527,ENTG,Entegris Inc. Common Stock,1,Buy,1.224314,0.16294001,3.78,10.565,0.98415,2.14,0.0135
2528,EPAY,Bottomline Technologies Inc. Common Stock,1,Buy,1.317374,-0.03455,1.22,10.224,0.92112,6.37,0.0838
2529,ERIC,Ericsson American Depositary Shares,1,Buy,0.136539,0.07966,0.87,3.251,0.096599996,0.85,
2530,ERIE,Erie Indemnity Company Class A Common Stock,1,Buy,0.396739,0.12061,6.16,23.105,0.37238,12.78,0.0414
2531,ERII,Energy Recovery Inc. Common Stock,1,Buy,1.2625,0.2582,0.38,3.245,0.56305003,4.03,0.0535
2532,ESPR,Esperion Therapeutics Inc. Common Stock,1,Buy,1.09844,0.0,-5.23,-10.289,1.0845,14.35,0.4977
2533,EVOP,EVO Payments Inc. Class A Common Stock,1,Buy,1.750539,0.00527,0.99,-14.875,1.06619,4.06,0.028199999
2534,EXLS,ExlService Holdings Inc. Common Stock,1,Buy,0.961389,0.10165,4.41,21.661,0.97262,4.79,0.0387
2535,EXPE,Expedia Group Inc. Common Stock,1,Buy,1.770652,-0.44594002,5.9,10.516,0.99367,7.14,0.1091
2536,EXPO,Exponent Inc. Common Stock,1,Buy,0.367358,0.23292999,1.86,7.245,0.92240995,5.11,0.0231
2537,EXTR,Extreme Networks Inc. Common Stock,1,Buy,2.043478,-0.03127,0.75,0.279,0.8518,7.45,0.0691
2538,EYE,National Vision Holdings Inc. Common Stock,1,Buy,1.737884,0.07329,1.2,10.905,1.16608,15.0,0.078600004
2539,EZPW,EZCORP Inc. Class A Non Voting Common Stock,1,Buy,1.478764,-0.08401,0.35,11.952,0.90791,13.79,0.1424
2540,FAST,Fastenal Company Common Stock,1,Buy,1.259279,0.15237,1.71,4.851,0.79684997,5.39,0.0298
2541,FCCO,First Community Corporation Common Stock,1,Buy,0.723369,0.22131,1.81,17.633,0.57241,14.11,0.037
2542,FCFS,FirstCash Inc. Common Stock,1,Buy,0.78268,0.06827,3.58,31.469,1.0083001,4.81,0.035099998
2543,FELE,Franklin Electric Co. Inc. Common Stock,1,Buy,0.973103,0.091630004,3.23,18.56,0.79826,4.97,0.0201
2544,FEYE,FireEye Inc. Common Stock,1,Buy,1.145063,-0.18877001,0.47,3.022,0.9224,4.94,0.0842
2545,FFIC,Flushing Financial Corporation Common Stock,1,Buy,0.890283,0.25118,2.35,20.225,0.71762,4.99,0.0146
2546,FGBI,First Guaranty Bancshares Inc. Common Stock,1,Buy,0.479803,0.25408,1.86,18.098,0.09036,2.95,0.0027
2547,FGEN,FibroGen Inc Common Stock,1,Buy,0.921943,-1.34657,-1.94,4.029,0.7476,4.31,0.0736
2548,FIBK,First Interstate BancSystem Inc. Class A Common Stock,1,Buy,1.144701,0.29770002,2.84,31.068,0.77531,4.14,0.0837
2549,FIVN,Five9 Inc. Common Stock,1,Buy,0.487486,-0.09105,1.18,2.151,0.99477,4.55,0.0471
2550,FLGT,Fulgent Genetics Inc. Common Stock,1,Buy,1.505635,0.53913,3.5,27.651,0.35812,5.99,0.2816
2551,FLIC,First of Long Island Corporation (The) Common Stock,1,Buy,0.594565,0.3675,1.83,17.16,0.58921003,3.07,0.0095999995
2552,FMBI,First Midwest Bancorp Inc. Common Stock,1,Buy,1.259817,0.23488002,1.45,21.216,0.83273005,3.29,0.0313
2553,FNHC,FedNat Holding Company Common Stock,1,Buy,0.926086,-0.27018,0.62,11.529,0.50251,3.83,0.0253
2554,FOLD,Amicus Therapeutics Inc. Common Stock,1,Buy,1.077461,-0.89525,-0.53,0.943,1.05488,11.89,0.10520001
2555,FORR,Forrester Research Inc. Common Stock,1,Buy,1.070652,0.03168,1.98,10.052,0.58969,17.4,0.0469
2556,FOXF,Fox Factory Holding Corp. Common Stock,1,Buy,1.805434,0.12195,4.61,18.165,1.0498,7.07,0.050300002
2557,FREQ,Frequency Therapeutics Inc. Common Stock,1,Buy,,-1.22117,-0.43,-25.04,0.60437,14.0,0.24370001
2558,FROG,JFrog Ltd. Ordinary Shares,1,Buy,,-0.09305,,,0.60085,4.03,0.083500005
2559,FRTA,Forterra Inc. Common Stock,1,Buy,2.439402,0.06252,1.82,3.226,0.96812,10.28,0.0563
2560,FSBW,FS Bancorp Inc. Common Stock,1,Buy,1.299085,0.34919,6.28,57.788,0.62883997,1.23,0.0068
2561,FSLR,First Solar Inc. Common Stock,1,Buy,1.306855,0.17345,3.31,53.567,0.83337,3.41,0.0797
2562,FSV,FirstService Corporation Common Shares,1,Buy,0.907843,0.03708,2.85,15.754,0.69518995,4.22,
2563,FTNT,Fortinet Inc. Common Stock,1,Buy,1.105434,0.18009001,4.35,6.006,0.74167,2.83,0.0167
2564,FUNC,First United Corporation Common Stock,1,Buy,1.018827,0.25454,2.35,18.459,0.42556,0.52,0.0057
2565,FUV,Arcimoto Inc. Common Stock,1,Buy,2.47134,0.0,-0.43,2.016,0.24423,4.54,0.37849998
2566,FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,1,Buy,1.294565,-0.52052,0.04,28.255,0.95417,11.08,0.0427
2567,FWRD,Forward Air Corporation Common Stock,1,Buy,1.139737,0.0369,4.49,19.94,1.00276,5.37,0.0297
2568,GBCI,Glacier Bancorp Inc. Common Stock,1,Buy,1.002176,0.3973,2.67,24.035,0.75819,4.09,0.0228
2569,GFED,Guaranty Federal Bancshares Inc. Common Stock,1,Buy,0.70729,0.18014999,1.34,20.552,0.45673,0.68,0.0008
2570,GIII,G-III Apparel Group LTD. Common Stock,1,Buy,3.006618,0.011460001,2.81,27.621,0.99094003,7.77,0.13069999
2571,GLPG,Galapagos NV American Depositary Shares,1,Buy,0.344556,-0.32994998,-4.36,41.236,0.09988,1.49,
2572,GMAB,Genmab A/S ADS,1,Buy,0.588723,0.51713,2.45,,0.07035,2.08,
2573,GNFT,GENFIT S.A. American Depositary Shares,1,Buy,1.135689,0.0,,-0.417,0.01641,1.05,
2574,GNOG,Golden Nugget Online Gaming Inc. Class A Common Stock,1,Buy,,0.95855004,,,0.19926001,2.51,0.0684
2575,GNTY,Guaranty Bancshares Inc. Common Stock,1,Buy,0.496191,0.30264,2.71,23.238,0.22312,9.28,0.017
2576,GO,Grocery Outlet Holding Corp. Common Stock,1,Buy,-0.351736,0.03613,0.83,8.27,0.99507004,5.85,0.09060001
2577,GOEV,Canoo Inc. Class A Common Stock,1,Buy,,0.0,,,0.09949,11.57,0.27969998
2578,GOGL,Golden Ocean Group Limited Common Stock,1,Buy,1.816593,0.24299999,1.27,8.742,0.33630002,2.13,0.0135
2579,GOGO,Gogo Inc. Common Stock,1,Buy,1.222282,-0.63428,0.48,-6.859,0.64005,7.53,0.2132
2580,GPRO,GoPro Inc. Class A Common Stock,1,Buy,1.222826,-0.01375,0.8,1.379,0.74726,4.57,0.1594
2581,GRAY,Graybug Vision Inc. Common Stock,1,Buy,,0.0,,,0.70681,0.61,0.1727
2582,GRFS,Grifols S.A. American Depositary Shares,1,Buy,0.096738,0.10745,1.51,3.965,0.42999,7.76,
2583,GRMN,Garmin Ltd. Common Stock (Switzerland),1,Buy,1.007641,0.24363,5.94,29.748,0.54849,3.96,0.0147
2584,GSBC,Great Southern Bancorp Inc. Common Stock,1,Buy,0.977149,0.31347,4.58,44.653,0.4695,7.73,0.0148
2585,GSHD,Goosehead Insurance Inc. Class A Common Stock,1,Buy,0.553564,0.05297,1.26,-0.127,1.01987,4.44,0.0539
2586,GT,The Goodyear Tire & Rubber Company Common Stock,1,Buy,2.20163,-0.04876,2.15,13.218,0.72679,2.95,0.0572
2587,GTX,Garrett Motion Inc. Common Stock,1,Buy,2.268087,-0.02343,-0.79,-30.236,0.6026,0.53,
2588,HAFC,Hanmi Financial Corporation Common Stock,1,Buy,1.327595,0.31889,1.83,19.114,0.90072995,3.95,0.0212
2589,HALL,Hallmark Financial Services Inc. Common Stock,1,Buy,,-0.03658,0.67,9.421,0.52054,0.74,0.0082
2590,HAYN,Haynes International Inc. Common Stock,1,Buy,1.457969,-0.052600004,0.92,23.483,0.97262,6.09,0.0292
2591,HBCP,Home Bancorp Inc. Common Stock,1,Buy,0.786956,0.32207,3.67,37.729,0.40387002,6.28,0.013200001
2592,HBMD,Howard Bancorp Inc. Common Stock,1,Buy,0.932065,-0.17792,1.15,15.582,0.58268,12.4,0.0173
2593,HBT,HBT Financial Inc. Common Stock,1,Buy,,0.32492,1.8,19.356,0.29716998,3.97,0.0109
2594,HCSG,Healthcare Services Group Inc. Common Stock,1,Buy,0.427401,0.05382,1.26,6.599,1.1267099,16.73,0.1141
2595,HDSN,Hudson Technologies Inc. Common Stock,1,Buy,1.399465,-0.023440002,0.03,0.937,0.34465998,0.68,0.0147
2596,HELE,Helen of Troy Limited Common Stock,1,Buy,0.8375,0.12100001,12.43,50.781,1.13833,14.69,0.1325
2597,HEPS,D-Market Electronic Services & Trading American Depositary Shares,1,Buy,,,,,,,
2598,HEXO,HEXO Corp. Common Shares,1,Buy,2.121317,-1.91097,,4.277,0.15622,5.71,
2599,HFWA,Heritage Financial Corporation Common Stock,1,Buy,0.791847,0.27459,1.6,23.002,0.83299005,17.1,0.048600003
2600,HLBZ,Helbiz Inc. Class A Common stock,1,Buy,,,,,,,
2601,HLIO,Helios Technologies Inc. Common Stock,1,Buy,1.150543,0.09029,2.14,17.434,0.92228997,4.46,0.0149
2602,HLIT,Harmonic Inc. Common Stock,1,Buy,0.766847,-0.03262,0.41,2.572,0.94345003,13.14,0.1401
2603,HLNE,Hamilton Lane Incorporated Class A Common Stock,1,Buy,0.807597,0.35037997,2.93,6.562,2.01511,7.37,0.0476
2604,HMPT,Home Point Capital Inc Common Stock,1,Buy,,0.42194,,,0.95655,3.25,0.0734
2605,HMST,HomeStreet Inc. Common Stock,1,Buy,0.989779,0.30038,4.29,32.839,0.90559995,2.98,0.024300002
2606,HONE,HarborOne Bancorp Inc. Common Stock,1,Buy,0.802401,0.24957001,1.07,13.25,0.60667,2.99,0.0128999995
2607,HOOD,Robinhood Markets Inc. Class A Common Stock,1,Buy,,,,,,,
2608,HSIC,Henry Schein Inc. Common Stock,1,Buy,0.860869,0.04141,4.36,23.765,0.98302,3.5,0.0315
2609,HSII,Heidrick & Struggles International Inc. Common Stock,1,Buy,0.904347,-0.04899,3.24,14.288,0.92148,2.21,0.0201
2610,HST,Host Hotels & Resorts Inc. Common Stock,1,Buy,1.430978,-0.93524003,0.18,8.703,0.9924,6.52,0.119399995
2611,HSTM,HealthStream Inc. Common Stock,1,Buy,0.310326,0.03765,0.14,10.674,0.75999,14.5,0.0661
2612,HTLD,Heartland Express Inc. Common Stock,1,Buy,0.552941,0.11294,1.07,9.041,0.59766,6.0,0.0458
2613,HTLF,Heartland Financial USA Inc. Common Stock,1,Buy,1.328073,0.29066,4.47,46.131,0.59606,3.29,0.013099999
2614,HWKN,Hawkins Inc. Common Stock,1,Buy,0.867132,0.07216,2.02,12.649,0.6278,3.4,0.0095
2615,IART,Integra LifeSciences Holdings Corporation Common Stock,1,Buy,1.22663,0.12347999,3.36,18.097,0.89834,11.61,0.0646
2616,IBCP,Independent Bank Corporation Common Stock,1,Buy,1.131253,0.32786998,2.11,17.789,0.81039,3.12,0.024400001
2617,ICBK,County Bancorp Inc. Common Stock,1,Buy,1.011462,0.30538,2.08,25.981,0.24866,8.93,0.0185
2618,ICPT,Intercept Pharmaceuticals Inc. Common Stock,1,Buy,1.533695,-0.69107,-4.94,-6.032,0.76368,5.65,0.2375
2619,IFRX,InflaRx N.V. Common Stock,1,Buy,0.476904,0.0,-0.94,3.142,0.33035,0.15,0.0011999999
2620,IGIC,International General Insurance Holdings Ltd. Ordinary Share,1,Buy,,0.14222,,,0.51312,10.8,0.0256
2621,ILMN,Illumina Inc. Common Stock,1,Buy,0.971318,0.1814,7.2,33.712,0.93788004,2.27,0.023
2622,ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,1,Buy,0.977117,0.39631,1.16,15.332,0.90389,2.8,0.019299999
2623,IMAC,IMAC Holdings Inc. Common Stock,1,Buy,-2.012384,-0.41821,-0.35,1.07,0.1481,0.26,0.0054
2624,IMGN,ImmunoGen Inc. Common Stock,1,Buy,1.35163,-0.36620998,-0.81,0.471,0.92584,9.5,0.1172
2625,IMMR,Immersion Corporation Common Stock,1,Buy,1.805978,0.39113,0.84,3.41,0.71103996,1.85,0.0494
2626,IMRA,IMARA Inc. Common Stock,1,Buy,,0.0,,,0.87725997,9.39,0.1752
2627,IMV,IMV Inc. Common Shares,1,Buy,1.846811,0.0,,0.393,0.24088,1.73,
2628,INCY,Incyte Corp. Common Stock,1,Buy,0.797062,0.124110006,4.5,12.406,0.93847,4.63,0.038
2629,INDP,Indaptus Therapeutics Inc. Common Stock,1,Buy,,,,,,,
2630,INO,Inovio Pharmaceuticals Inc. Common Stock,1,Buy,0.654891,0.0,-0.44,2.778,0.36556998,8.1,0.22690001
2631,INSG,Inseego Corp. Common Stock,1,Buy,1.569021,-0.35027,-0.04,-0.28,0.56012,10.69,0.2476
2632,IONS,Ionis Pharmaceuticals Inc. Common Stock,1,Buy,1.079891,-0.70887,-1.82,4.829,0.88473,4.83,0.0912
2633,IOSP,Innospec Inc. Common Stock,1,Buy,1.361279,0.02405,4.97,38.397,0.97947,3.09,0.0179
2634,IPAR,Inter Parfums Inc. Common Stock,1,Buy,0.920851,0.10868,2.0,17.064,0.56484,3.02,0.015
2635,IQ,iQIYI Inc. American Depositary Shares,1,Buy,0.825938,-0.18091999,-0.66,11.396,0.80648005,2.95,
2636,IRDM,Iridium Communications Inc Common Stock,1,Buy,1.100591,-0.02234,0.0,10.217,0.84706,10.47,0.0654
2637,IRTC,iRhythm Technologies Inc. Common Stock,1,Buy,1.452947,-0.22666,-2.05,11.772,1.00537,4.14,0.091400005
2638,IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,1,Buy,1.325543,0.35830003,1.18,0.68,1.08583,11.04,0.2174
2639,ISBC,Investors Bancorp Inc. Common Stock,1,Buy,1.170987,0.32072,1.36,11.696,0.75832003,6.4,0.078
2640,ISRG,Intuitive Surgical Inc. Common Stock,1,Buy,0.997793,0.25783002,15.8,85.756,0.89067,2.69,0.010299999
2641,ITMR,Itamar Medical Ltd. American Depository Shares,1,Buy,0.619378,-0.32407,-0.47,5.55,0.57813,7.73,
2642,IVA,Inventiva S.A. American Depository Shares,1,Buy,0.912998,0.0,,,0.0623,24.38,
2643,JBHT,J.B. Hunt Transport Services Inc. Common Stock,1,Buy,1.016137,0.05572,7.63,25.76,0.77261,2.16,0.0186
2644,JJSF,J & J Snack Foods Corp. Common Stock,1,Buy,0.590859,0.00184,4.41,42.713,0.76422995,12.38,0.076
2645,JKHY,Jack Henry & Associates Inc. Common Stock,1,Buy,0.598253,0.17715,4.54,17.711,0.93009,5.83,0.0381
2646,JNCE,Jounce Therapeutics Inc. Common Stock,1,Buy,1.108795,-0.22384001,-2.02,5.458,0.78523004,7.84,0.0557
2647,KALU,Kaiser Aluminum Corporation Common Stock,1,Buy,1.282065,0.0037200002,6.86,46.612,1.0369,3.0,0.0318
2648,KDMN,Kadmon Holdings Inc. Common Stock,1,Buy,1.553146,0.0,-0.5,0.082,0.99566,25.51,0.2442
2649,KFRC,Kforce Inc. Common Stock,1,Buy,1.328056,0.0481,3.33,8.259,0.88098997,3.36,0.019199999
2650,KHC,The Kraft Heinz Company Common Stock,1,Buy,1.133187,0.082040004,2.66,41.119,0.80428004,5.37,0.0417
2651,KLDO,Kaleido Biosciences Inc. Common Stock,1,Buy,-0.317409,0.0,-2.18,1.689,0.80883,21.05,0.1612
2652,KMPH,KemPharm Inc. Common Stock,1,Buy,3.358695,-0.74207,0.03,2.958,0.16028,6.11,0.1252
2653,KNSL,Kinsale Capital Group Inc. Common Stock,1,Buy,0.787663,0.21837,4.95,25.757,0.83463997,6.72,0.0335
2654,KOD,Kodiak Sciences Inc Common Stock,1,Buy,1.38363,0.0,-6.07,16.96,0.8889,11.77,0.1391
2655,KOPN,Kopin Corporation Common Stock,1,Buy,2.236413,-0.112959996,-0.03,0.491,0.18308,1.65,0.052800003
2656,KOR,Corvus Gold Inc. Common Shares,1,Buy,,,,,,,
2657,KPTI,Karyopharm Therapeutics Inc. Common Stock,1,Buy,0.19596,-2.03249,-1.64,-0.528,0.79496,7.98,0.19569999
2658,KTOS,Kratos Defense & Security Solutions Inc. Common Stock,1,Buy,0.743478,0.10569,0.54,7.508,0.88727,5.33,0.0309
2659,KVHI,KVH Industries Inc. Common Stock,1,Buy,0.800543,-0.120120004,-0.03,6.97,0.59706,3.87,0.0164
2660,LAMR,Lamar Advertising Company Class A Common Stock,1,Buy,1.509825,0.20201999,3.89,11.685,0.95148003,4.03,0.0212
2661,LANC,Lancaster Colony Corporation Common Stock,1,Buy,0.174126,0.09702,6.29,30.173,0.59979,9.26,0.0429
2662,LAND,Gladstone Land Corporation Common Stock,1,Buy,0.641204,0.027509999,-0.06,14.638,0.40118998,3.87,0.0229
2663,LAWS,Lawson Products Inc. Common Stock,1,Buy,0.991847,0.01696,3.13,14.014,0.08773,5.84,0.014099999
2664,LAZR,Luminar Technologies Inc.  Class A Common Stock,1,Buy,,0.0,,,0.25245002,7.49,0.16430001
2665,LBTYA,Liberty Global plc Class A Ordinary Shares,1,Buy,1.29203,0.79834,1.33,23.536,0.9321,2.29,0.0215
2666,LE,Lands' End Inc. Common Stock,1,Buy,2.55,0.02227,1.23,11.225,0.42247,4.01,0.061
2667,LECO,Lincoln Electric Holdings Inc. Common Shares,1,Buy,1.185869,0.08291,6.32,13.496,0.75568,3.9,0.014400001
2668,LEVL,Level One Bancorp Inc. Common Stock,1,Buy,0.982169,0.27534,2.98,25.401,0.43198,12.35,0.0661
2669,LIQT,LiqTech International Inc. Common Stock,1,Buy,0.917112,-0.77399004,0.76,1.146,0.54309,15.53,0.056700002
2670,LLNW,Limelight Networks Inc. Common Stock,1,Buy,0.516304,-0.17626,0.05,1.113,0.55333,5.91,0.08180001
2671,LMAT,LeMaitre Vascular Inc. Common Stock,1,Buy,1.321506,0.19117,1.4,8.622,0.83095,11.15,0.0653
2672,LMST,Limestone Bancorp Inc. Common Stock,1,Buy,0.816104,0.23173,1.46,16.019,0.40712002,0.08,0.00059999997
2673,LNT,Alliant Energy Corporation Common Stock,1,Buy,0.338955,0.18083,2.74,23.052,0.78052,3.19,0.0164
2674,LOB,Live Oak Bancshares Inc. Common Stock,1,Buy,1.390283,0.43206,2.64,13.745,0.58967,11.03,0.075100005
2675,LOCO,El Pollo Loco Holdings Inc. Common Stock,1,Buy,1.532608,0.05795,0.91,7.754,0.94606,8.02,0.0868
2676,LOGI,Logitech International S.A. Ordinary Shares,1,Buy,0.633979,0.18398,4.75,13.438,0.72359,17.74,0.0998
2677,LOOP,Loop Industries Inc. Common Stock,1,Buy,0.957065,0.0,-0.41,0.774,0.15276,7.75,0.0987
2678,LOTZ,CarLotz Inc. Class A Common Stock,1,Buy,,-0.13392,,,0.48134,1.15,0.1
2679,LQDT,Liquidity Services Inc. Common Stock,1,Buy,1.075543,0.06979,0.73,3.19,0.69482005,1.91,0.0646
2680,LSEA,Landsea Homes Corporation Common Stock,1,Buy,,-0.01778,,,0.21152,2.35,0.0183
2681,LTRN,Lantern Pharma Inc. Common Stock,1,Buy,,0.0,,,0.34667,5.67,0.048600003
2682,LUNA,Luna Innovations Incorporated Common Stock,1,Buy,1.039673,0.04452,0.39,2.438,0.54569,6.28,0.036199998
2683,LXRX,Lexicon Pharmaceuticals Inc. Common Stock,1,Buy,1.477717,-0.8064,-0.45,1.057,0.84953004,6.0,0.0541
2684,LZ,LegalZoom.com Inc. Common Stock,1,Buy,,0.00991,,,0.34048,,
2685,MANT,ManTech International Corporation Common Stock $0.01 Par Value,1,Buy,0.713973,0.051170003,3.73,39.422,1.00919,3.12,0.0178
2686,MAR,Marriott International Class A Common Stock,1,Buy,1.8875,-0.17448,4.74,0.719,0.61569,2.53,0.0178
2687,MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,1,Buy,,-0.19128,,,0.33224,3.52,0.1184
2688,MBII,Marrone Bio Innovations Inc. Common Stock,1,Buy,0.194868,-0.41237,-0.02,0.202,0.87172997,2.95,0.0233
2689,MBWM,Mercantile Bank Corporation Common Stock,1,Buy,1.183951,0.32718,2.33,27.205,0.54713,4.84,0.0098
2690,MCFE,McAfee Corp. Class A Common Stock,1,Buy,,-0.0324,,,0.97102,4.31,0.0589
2691,MCFT,MasterCraft Boat Holdings Inc. Common Stock,1,Buy,2.266272,0.08733,3.09,3.8,0.88178,3.75,0.0346
2692,MDRX,Allscripts Healthcare Solutions Inc. Common Stock,1,Buy,1.047337,0.50823003,0.83,11.937,1.13984,13.16,0.2559
2693,MDWT,Midwest Holding Inc. Common Stock,1,Buy,0.342934,0.0,7.1,22.911,0.40445998,4.71,0.016900001
2694,MEDP,Medpace Holdings Inc. Common Stock,1,Buy,1.337816,0.17073,5.07,24.032,0.79511,3.96,0.026700001
2695,MEOH,Methanex Corporation Common Stock,1,Buy,2.375166,0.02777,1.86,16.705,0.80746,6.38,
2696,MERC,Mercer International Inc. Common Stock,1,Buy,1.963959,0.01418,2.16,8.611,0.49513,3.61,0.0198
2697,MESO,Mesoblast Limited American Depositary Shares,1,Buy,2.614064,0.0,-0.7,4.42,0.02464,8.12,
2698,METC,Ramaco Resources Inc. Common Stock,1,Buy,1.040456,-0.01599,0.61,3.941,0.64629996,0.56,0.0055
2699,MF,Missfresh Limited American Depositary Shares,1,Buy,,,,,,,
2700,MIME,Mimecast Limited Ordinary Shares,1,Buy,1.352877,0.06937,1.19,5.376,0.86504,3.09,0.0255
2701,MKTX,MarketAxess Holdings Inc. Common Stock,1,Buy,0.360946,0.40791,8.97,26.016,0.94334,4.57,0.0345
2702,MLAB,Mesa Laboratories Inc. Common Stock,1,Buy,0.384279,0.02917,2.93,79.024,0.93119,8.88,0.0462
2703,MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,1,Buy,1.789673,-0.78873,0.5,1.805,0.40036,2.23,
2704,MMMB,MamaMancini's Holdings Inc. Common Stock,1,Buy,1.473913,0.09425,0.16,0.253,0.05331,,
2705,MOFG,MidWestOne Financial Gp Common Stock,1,Buy,1.040938,0.17802,2.88,31.995,0.64589,3.46,0.006
2706,MRAC,Marquee Raine Acquisition Corp. Class A Ordinary Shares,1,Buy,,0.0,,,0.15946999,0.23,
2707,MRCC,Monroe Capital Corporation Common Stock,1,Buy,1.473913,0.76182,1.0,11.086,0.25171,2.21,0.0088
2708,MRCY,Mercury Systems Inc Common Stock,1,Buy,0.982608,0.08011,2.6,26.358,0.95726997,1.62,0.0247
2709,MRNA,Moderna Inc. Common Stock,1,Buy,1.489551,0.4979,18.54,9.571,0.57873,0.97,0.0636
2710,MRTN,Marten Transport Ltd. Common Stock,1,Buy,1.005978,0.08397,1.12,7.671,0.72043,4.34,0.0507
