,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
2556,FOXF,1.81,0.12,4.61,18.16,1.05,7.07,0.05
2557,FREQ,,-1.22,-0.43,-25.04,0.6,14,0.24
2558,FROG,,-0.09,,,0.6,4.03,0.08
2559,FRTA,2.44,0.06,1.82,3.23,0.97,10.28,0.06
2560,FSBW,1.26,0.35,6.28,57.79,0.64,5.8,0.02
2561,FSLR,1.31,0.17,3.31,53.57,0.83,3.41,0.08
2562,FSV,0.91,0.04,2.85,15.75,0.7,4.22,
2563,FTNT,1.12,0.18,4.35,6.01,0.72,2.24,0.02
2564,FUNC,1.02,0.25,2.35,18.46,0.43,0.52,0.01
2565,FUV,2.47,0,-0.43,2.02,0.24,4.54,0.38
2566,FWONA,1.26,-0.02,0.04,28.25,0.93,5.06,0.04
2567,FWRD,1.14,0.04,4.49,19.94,1.0,5.37,0.03
2568,GBCI,1.0,0.4,2.67,24.04,0.76,4.09,0.02
2569,GFED,0.71,0.18,1.34,20.55,0.46,0.68,0.0
2570,GIII,3.01,0.01,2.81,27.62,0.99,7.77,0.13
2571,GLPG,0.34,-0.33,-4.36,41.24,0.1,1.49,
2572,GMAB,0.59,0.52,2.45,,0.07,2.08,
2573,GNFT,1.14,0,,-0.42,0.02,1.05,
2574,GNOG,,0.96,,,0.2,2.51,0.07
2575,GNTY,0.5,0.3,2.71,23.24,0.22,9.28,0.02
2576,GO,-0.35,0.04,0.83,8.27,1.0,5.85,0.09
2577,GOEV,,0,,,0.1,11.57,0.28
2578,GOGL,1.82,0.24,1.27,8.74,0.34,2.13,0.01
2579,GOGO,1.22,-0.63,0.48,-6.86,0.64,7.53,0.21
2580,GPRO,1.22,0.05,0.8,1.38,0.76,8.15,0.15
2581,GRAY,,0,,,0.63,3.67,0.06
2582,GRFS,0.1,0.11,1.51,3.96,0.43,7.76,
2583,GRMN,1.01,0.24,5.94,29.75,0.55,3.59,0.01
2584,GSBC,0.98,0.33,4.58,44.65,0.49,3.65,0.01
2585,GSHD,0.55,0.05,1.26,-0.13,0.99,7.47,0.05
2586,GT,2.2,-0.05,2.15,13.22,0.73,2.95,0.06
2587,GTX,2.14,0.09,-0.79,-30.24,0.81,6.79,
2588,HAFC,1.33,0.32,1.83,19.11,0.9,3.95,0.02
2589,HALL,,-0.04,0.67,9.42,0.52,0.74,0.01
2590,HAYN,1.46,-0.05,0.92,23.48,0.97,6.42,0.03
2591,HBCP,0.78,0.36,3.67,37.73,0.4,3.83,0.01
2592,HBMD,0.93,-0.18,1.15,15.58,0.58,12.4,0.02
2593,HBT,,0.32,1.8,19.36,0.3,3.97,0.01
2594,HCSG,0.43,0.05,1.26,6.6,1.13,12.5,0.12
2595,HDSN,1.4,-0.02,0.03,0.94,0.34,0.68,0.01
2596,HELE,0.85,0.11,12.43,50.78,1.1,22.66,0.11
2597,HEPS,,-0.14,,,0.03,0.49,
2598,HEXO,2.15,-1.91,,4.28,0.15,2.56,
2599,HFWA,0.79,0.27,1.6,23.0,0.83,17.1,0.05
2600,HLBZ,,0,,,0.05,0.29,
2601,HLIO,1.14,0.1,2.14,17.43,0.92,5.98,0.02
2602,HLIT,0.77,-0.03,0.41,2.57,0.94,13.14,0.14
2603,HLNE,0.81,0.35,2.93,6.56,2.02,7.37,0.05
2604,HMPT,,0.42,,,0.96,3.25,0.07
2605,HMST,0.99,0.3,4.29,32.84,0.91,2.98,0.02
2606,HONE,0.8,0.25,1.07,13.25,0.61,2.99,0.01
2607,HOOD,,,,,,,
2608,HSIC,0.86,0.04,4.36,23.77,0.98,3.5,0.03
2609,HSII,0.9,-0.05,3.24,14.29,0.92,2.21,0.02
2610,HST,1.43,-0.94,0.18,8.7,0.99,6.52,0.12
2611,HSTM,0.31,0.04,0.14,10.67,0.76,14.5,0.07
2612,HTLD,0.53,0.12,1.07,9.04,0.58,4.79,0.03
2613,HTLF,1.33,0.29,4.47,46.13,0.6,3.29,0.01
2614,HWKN,0.87,0.07,2.02,12.65,0.63,3.4,0.01
2615,IART,1.24,0.14,3.36,18.1,0.91,11.21,0.07
2616,IBCP,1.13,0.33,2.11,17.79,0.81,3.12,0.02
2617,ICBK,1.01,0.31,2.08,25.98,0.25,8.93,0.02
2618,ICPT,1.53,-0.69,-4.94,-6.03,0.76,5.65,0.24
2619,IFRX,0.46,0,-0.94,3.14,0.26,0.81,0.01
2620,IGIC,,0.12,,,0.51,83.36,0.03
2621,ILMN,0.97,0.18,7.2,33.71,0.94,2.27,0.02
2622,ILPT,0.98,0.4,1.16,15.33,0.9,2.8,0.02
2623,IMAC,-2.02,-0.39,-0.35,1.07,0.18,0.36,0.0
2624,IMGN,1.35,-0.37,-0.81,0.47,0.93,9.5,0.12
2625,IMMR,1.81,0.39,0.84,3.41,0.71,1.85,0.05
2626,IMRA,,0,,,0.88,9.39,0.18
2627,IMV,1.85,0,,0.39,0.24,1.73,
2628,INCY,0.8,0.12,4.5,12.41,0.94,4.63,0.04
2629,INDP,,0,,,0.04,0.01,
2630,INO,0.65,0,-0.44,2.78,0.37,8.1,0.23
2631,INSG,1.57,-0.35,-0.04,-0.28,0.56,10.69,0.25
2632,IONS,1.08,-0.71,-1.82,4.83,0.88,4.83,0.09
2633,IOSP,1.36,0.02,4.97,38.4,0.98,3.09,0.02
2634,IPAR,0.92,0.11,2,17.06,0.56,3.02,0.01
2635,IQ,0.78,-0.18,-0.66,11.4,0.73,5.96,
2636,IRDM,1.1,-0.02,0,10.22,0.85,10.47,0.07
2637,IRTC,1.45,-0.23,-2.05,11.77,1.01,4.14,0.09
2638,IRWD,1.33,0.36,1.18,0.68,1.09,11.04,0.22
2639,ISBC,1.17,0.32,1.36,11.7,0.76,6.4,0.08
2640,ISRG,1.0,0.26,15.8,85.76,0.89,2.69,0.01
2641,ITMR,0.62,-0.32,-0.47,5.55,0.58,7.73,
2642,IVA,0.88,0,,,0.06,1.78,
2643,JBHT,1.02,0.06,7.63,25.76,0.76,2.9,0.02
2644,JJSF,0.6,0.04,4.41,42.71,0.76,17.62,0.08
2645,JKHY,0.62,0.18,4.54,17.71,0.93,5.47,0.04
2646,JNCE,1.11,-0.22,-2.02,5.46,0.79,7.84,0.06
2647,KALU,1.35,-0.01,6.86,46.61,1.04,7.29,0.04
2648,KDMN,1.55,0,-0.5,0.08,1.0,25.51,0.24
2649,KFRC,1.33,0.05,3.33,8.26,0.88,3.36,0.02
2650,KHC,1.13,0.08,2.66,41.12,0.8,5.37,0.04
2651,KLDO,-0.32,0,-2.18,1.69,0.81,21.05,0.16
2652,KMPH,3.21,-0.42,0.03,2.96,0.29,9.01,0.11
2653,KNSL,0.79,0.22,4.95,25.76,0.83,6.72,0.03
2654,KOD,1.38,0,-6.07,16.96,0.89,11.77,0.14
2655,KOPN,2.24,-0.11,-0.03,0.49,0.18,1.65,0.05
2656,KOR,,,,,,,
2657,KPTI,0.2,-2.03,-1.64,-0.53,0.79,7.98,0.2
2658,KTOS,0.79,0.1,0.54,7.51,0.9,3.36,0.03
2659,KVHI,0.8,-0.12,-0.03,6.97,0.6,3.87,0.02
2660,LAMR,1.51,0.2,3.89,11.69,0.95,4.03,0.02
2661,LANC,0.17,0.1,6.29,30.17,0.6,9.26,0.04
2662,LAND,0.64,0.03,-0.06,14.64,0.4,3.87,0.02
2663,LAWS,0.99,0.02,3.13,14.01,0.09,5.84,0.01
2664,LAZR,,0,,,0.32,6.75,0.1
2665,LBTYA,1.29,0.8,1.33,23.54,0.93,2.29,0.02
2666,LE,2.63,0.03,1.23,11.22,0.44,4.93,0.09
2667,LECO,1.19,0.08,6.32,13.5,0.76,3.9,0.01
2668,LEVL,0.98,0.28,2.98,25.4,0.43,12.35,0.07
2669,LIQT,0.7,-0.84,0.76,1.15,0.48,18.51,0.06
2670,LLNW,0.48,-0.24,0.05,1.11,0.56,6.38,0.06
2671,LMAT,1.32,0.19,1.4,8.62,0.83,11.9,0.07
2672,LMST,0.82,0.23,1.46,16.02,0.41,0.08,0.0
2673,LNT,0.37,0.18,2.74,23.05,0.78,3.03,0.01
2674,LOB,1.39,0.43,2.64,13.74,0.59,11.03,0.08
2675,LOCO,1.53,0.06,0.91,7.75,0.95,8.02,0.09
2676,LOGI,0.63,0.18,4.75,13.44,0.72,17.74,0.1
2677,LOOP,0.96,0,-0.41,0.77,0.15,7.75,0.1
2678,LOTZ,,-0.13,,,0.48,1.15,0.1
2679,LQDT,1.13,0.1,0.73,3.19,0.71,10.82,0.08
2680,LSEA,,0.02,,,0.2,4.18,0.02
2681,LTRN,,0,,,0.35,5.67,0.05
2682,LUNA,1.04,0.04,0.39,2.44,0.55,6.28,0.04
2683,LXRX,1.48,-0.81,-0.45,1.06,0.85,6,0.05
2684,LZ,,0.01,,,0.34,,
2685,MANT,0.71,0.05,3.73,39.42,1.01,3.12,0.02
2686,MAR,1.89,-0.17,4.74,0.72,0.62,2.53,0.02
2687,MAXN,,-0.23,,,0.4,7.43,0.11
2688,MBII,0.19,-0.41,-0.02,0.2,0.87,2.95,0.02
2689,MBWM,1.18,0.33,2.33,27.2,0.55,4.84,0.01
2690,MCFE,,-0.03,,,0.95,1.65,0.05
2691,MCFT,2.27,0.09,3.09,3.8,0.88,3.75,0.03
2692,MDRX,1.07,0.51,0.83,11.94,1.14,8.01,0.22
2693,MDWT,0.34,0,7.1,22.91,0.4,4.71,0.02
2694,MEDP,1.34,0.17,5.07,24.03,0.8,3.96,0.03
2695,MEOH,2.38,0.03,1.86,16.7,0.81,6.38,
2696,MERC,1.89,0.01,2.16,8.61,0.5,2.07,0.01
2697,MESO,2.61,0,-0.7,4.42,0.02,8.12,
2698,METC,0.88,0.02,0.61,3.94,0.65,0.64,0.01
2699,MF,,,,,,,
2700,MIME,1.35,0.07,1.19,5.38,0.87,3.09,0.03
2701,MKTX,0.36,0.41,8.97,26.02,0.94,4.57,0.03
2702,MLAB,0.38,0.03,2.93,79.02,0.93,5.96,0.05
2703,MLCO,1.79,-0.79,0.5,1.8,0.4,2.23,
2704,MMMB,1.47,0.09,0.16,0.25,0.05,,
2705,MOFG,1.04,0.18,2.88,32.0,0.65,3.46,0.01
2706,MRAC,,0,,,0.75,1.04,
2707,MRCC,1.47,0.76,1,11.09,0.25,2.21,0.01
2708,MRCY,0.98,0.08,2.6,26.36,0.96,1.62,0.02
2709,MRNA,1.49,0.5,18.54,9.57,0.58,0.97,0.06
2710,MRTN,0.98,0.09,1.12,7.67,0.69,5.91,0.05
2711,MRTX,1.37,0,-10.54,24.51,1.04,10.02,0.09
2712,MSBI,1.08,0.19,3.07,28.43,0.6,4.27,0.02
2713,MSEX,0.29,0.27,2.42,19.81,0.66,8.59,0.04
2714,MSTR,1.45,-0.83,6.71,37.45,0.91,2.77,0.33
2715,MYRG,1.08,0.03,4.48,26.67,0.94,3.45,0.03
2716,NBRV,1.69,0,-0.7,1.55,0.09,1.93,0.03
2717,NBTB,0.69,0.32,2.79,27.2,0.56,6.43,0.02
2718,NCMI,1.84,-2.19,0.26,-6.1,0.71,4.38,0.06
2719,NDSN,0.98,0.14,8.36,33.55,0.71,1.94,0.01
2720,NEOG,0.48,0.14,0.68,7.55,0.95,9.43,0.05
2721,NEPT,2.02,-2.77,-0.03,0.92,0.27,2.17,0.04
2722,NERV,1.11,0.13,-0.94,1.06,0.74,0.92,0.13
2723,NEXT,0.09,0,-0.46,0.42,0.82,4.89,0.04
2724,NFE,1.61,-0.12,1.65,1.63,0.45,9.25,0.07
2725,NIU,0.7,0.07,1.06,13.14,0.36,3.46,
2726,NKLA,,0,,,0.21,4.51,0.17
2727,NKTR,1.51,0,-2.27,5.46,0.94,19.92,0.2
2728,NNBR,3.28,0.33,0.55,5.45,0.87,6.47,0.03
2729,NOTV,2.11,-0.07,,,0.45,6.2,0.03
2730,NTGR,0.58,0.06,3.39,23.55,1.04,13.65,0.18
2731,NTRS,1.1,0.21,7.34,50.8,0.84,3.01,0.01
2732,NUAN,1.26,0.0,0.85,3.93,1.07,7.07,0.15
2733,NUVA,1.3,-0.04,2.73,17.89,1.06,6.03,0.1
2734,NVCR,1.07,0.02,0.31,3.61,0.76,6.84,0.05
2735,NWL,0.94,0.07,1.9,9.02,0.89,6.86,0.04
2736,NXGN,1.14,0.02,1,6.44,0.8,6.37,0.04
2737,NXTC,-0.52,0,-2.69,10.11,0.64,4.27,0.04
2738,NYMT,1.98,0.85,0.52,4.76,0.54,2.15,0.02
2739,OCGN,,0,,,0.13,0.54,0.22
2740,ODFL,0.99,0.19,8.8,27.4,0.73,4.84,0.02
2741,OFS,1.91,1.26,0.79,11.96,0.12,0.79,0.0
2742,OGI,1.17,-1.92,,1.14,0.18,2.86,
2743,OLLI,1.2,0.11,3.28,21.16,1.15,7,0.18
2744,OMAB,1.01,0.11,3.28,226.92,0.12,3.15,
2745,OMQS,1.07,-0.2,,,0,,
2746,ONB,0.95,0.36,1.58,17.98,0.75,5.8,0.05
2747,ONTX,1.75,0,-0.12,0.03,0.19,2.91,0.05
2748,ORGN,,,,,,,
2749,ORRF,1,0.3,2.04,22.62,0.46,5.24,0.01
2750,OSUR,-0.28,0.02,0.72,5.56,0.92,7.44,0.06
2751,OTRK,2.23,-0.17,,,0.33,8.02,0.18
2752,OVID,1.88,0,-0.68,0.66,0.58,4.07,0.08
2753,OZK,1.74,0.48,3.43,33.79,0.86,6.21,0.02
2754,PACB,1.06,-0.73,-0.82,1.44,0.91,8.16,0.08
2755,PAE,,0.01,,,0.9,4.09,0.04
2756,PAX,,0.58,,,1.05,0.72,0.01
2757,PAYX,0.91,0.27,3.21,8.26,0.74,7.28,0.03
2758,PCAR,0.99,0.08,7.08,30.89,0.67,2.51,0.02
2759,PCH,1.31,0.34,2.26,22.04,0.86,3.21,0.02
2760,PDCO,1.57,0.03,2.1,9.74,0.88,4.55,0.11
2761,PEBO,0.94,0.26,2.92,29.98,0.58,4.91,0.03
2762,PENN,2.58,0.01,2.9,17.53,0.88,2.68,0.11
2763,PEP,0.61,0.11,6.57,10.09,0.73,1.9,0.01
2764,PFBC,1.48,0.47,6.29,36.16,0.79,6.78,0.03
2765,PFC,1.52,0.4,,,0.68,3.48,0.01
2766,PFG,1.63,0.11,6.86,56.53,0.73,3.61,0.01
2767,PFHD,0.28,0.26,1.25,16.11,0.62,2.88,0.01
2768,PFIE,1.31,-0.1,0.02,0.94,0.48,1.4,0.0
2769,PFLT,2.02,0.84,1.12,12.71,0.29,1.6,0.01
2770,PFSW,1.84,-0.03,0.63,2.49,0.61,5.5,0.03
2771,PINC,0.25,0.17,2.46,18.11,0.71,3.05,0.02
2772,PKOH,1.38,-0.0,3.06,29.16,0.54,1.61,0.01
2773,PLAY,2.1,-0.27,2.56,3.73,0.96,7.95,0.19
2774,PLUG,1.39,0,-0.17,8.69,0.53,1.53,0.08
2775,PLXP,5.08,0,-0.65,1.96,0.42,1.74,0.06
2776,PLXS,1.19,0.04,5.72,35.38,0.99,8.19,0.04
2777,PMBC,0.96,0.25,0.65,6.78,0.72,0.47,0.0
2778,PNNT,2.05,1.59,0.61,9.24,0.35,0.71,0.0
2779,PNTG,,0.03,,,0.92,9.71,0.05
2780,PODD,0.67,0.01,1.66,9.14,1.07,3.26,0.04
2781,PPD,,0.04,1.68,-1.82,0.8,17.72,0.1
2782,PRAA,1.38,0.17,3.22,30.05,1.04,13.65,0.11
2783,PTCT,1.0,-1.05,-3.9,4.16,1.07,7.23,0.1
2784,PTEN,3.2,-0.52,-1.34,10.18,0.95,6.79,0.1
2785,PTVE,,-0.03,,,0.24,7.23,0.02
2786,PXLW,2.33,-0.66,-0.1,0.91,0.29,0.37,0.04
2787,QDEL,-0.07,0.49,11.49,31.51,0.93,7.2,0.13
2788,QRTEA,1.87,0.1,2.37,8.83,0.9,5.8,0.07
2789,QTT,0.72,-0.14,0.32,-4.59,0.06,5.94,
2790,QUMU,1.52,-0.38,-0.58,1.29,0.6,1.41,0.01
2791,RBB,0.93,0.34,2.72,22.31,0.34,4.39,0.02
2792,RCMT,1.95,0.0,0.38,2.0,0.22,0.55,0.02
2793,RDFN,1.84,-0.01,0.4,5.73,0.91,9.5,0.13
2794,REAL,3.17,-0.6,-1.18,2.31,1.06,5.7,0.23
2795,REG,1.11,0.21,1.5,35.25,1.05,6.44,0.04
2796,RGLD,0.67,0.5,3.69,37.03,0.82,5.65,0.04
2797,RKLB,,-1.15,,,0.27,1.03,
2798,RMR,1.7,0.17,1.91,18.25,0.82,1.71,0.01
2799,ROIC,1.53,0.14,0.28,10.1,0.97,4.55,0.04
2800,ROLL,1.38,0.15,4.39,48.46,1.01,3.02,0.01
2801,ROOT,,-1.91,,,0.55,2.08,0.26
2802,RRGB,3.04,-0.32,0.64,7.76,0.96,3.86,0.15
2803,RTLR,4.28,0.07,1.4,16.95,0.83,2.22,0.01
2804,RUBY,2.57,0,-2.11,3.38,0.98,9.27,0.14
2805,RUTH,2.45,-0.05,1.41,3.39,0.84,3.13,0.04
2806,RVSB,0.85,0.21,0.76,6.78,0.69,1.07,0.01
2807,RYTM,1.43,0,-2.68,7.59,0.98,15.98,0.12
2808,SAGE,2.02,0.57,-5.58,34.3,0.92,4.59,0.1
2809,SAIA,1.23,0.09,8.5,38.02,1.1,1.94,0.05
2810,SANM,1.12,0.03,4.1,26.66,0.98,6.8,0.05
2811,SATS,0.71,0.05,0.11,37.88,0.95,10.61,0.19
2812,SBBP,1.59,-1.16,-0.12,0.83,0.67,1.42,0.01
2813,SBCF,1.35,0.35,2.05,21.06,0.92,6.68,0.02
2814,SBGI,1.67,-0.51,0.17,-16.98,0.87,9.35,0.13
2815,SBRA,1.53,0.23,0.77,16.23,0.91,2.2,0.02
2816,SBT,0.81,-0.08,0.43,6.44,0.23,8.2,0.01
2817,SCHN,1.4,0.05,5.5,26.57,0.88,1.66,0.03
2818,SCOR,1.2,-0.22,-0.45,2.71,0.67,12.39,0.14
2819,SCPL,0.38,0.03,1.02,3.4,0.81,1.77,0.09
2820,SEER,,0,,,0.83,7.53,0.16
2821,SEIC,1.08,0.27,4,12.82,0.71,3.65,0.02
2822,SESN,0.5,0,0.04,0.05,0.34,0.41,0.08
2823,SFIX,2.03,-0.04,-0.46,4.01,0.85,8.25,0.17
2824,SFM,0.24,0.04,2.12,8.18,1.1,9.84,0.19
2825,SGEN,0.82,0.25,0.13,18.89,0.96,4.28,0.04
2826,SHBI,1.01,0.25,1.62,16.69,0.75,28.47,0.06
2827,SHEN,0.27,0.81,0.39,12.69,0.57,2.74,0.03
2828,SHOO,1.29,0.05,2.16,9.52,0.96,5.64,0.07
2829,SIC,2.54,-0.01,0.78,6.0,0.57,0.55,0.0
2830,SILC,0.75,0.06,2.5,22.81,0.54,0.31,0.0
2831,SILK,1.49,-0.61,-0.86,2.94,1.08,6.2,0.05
2832,SIVB,2.07,0.35,25.7,163.25,0.94,2.54,0.02
2833,SLAB,0.99,0.05,4.27,26.97,0.98,4.48,0.09
2834,SLDB,0.96,0,-0.93,2.29,0.74,18.8,0.11
2835,SLP,-0.11,0.25,0.64,8.05,0.74,25.29,0.13
2836,SMMF,0.49,0.35,2.74,22.66,0.35,5.34,0.0
2837,SMPL,0.99,0.08,1.17,13.35,0.96,5.6,0.04
2838,SNBR,1.86,0.09,7.09,-13.6,1.0,12.45,0.24
2839,SNSE,,0,,,0.19,0.99,0.01
2840,SNY,0.4,0.15,4.39,25.19,0.08,2.71,
2841,SOHO,2.38,-0.69,-0.3,-3.64,0.2,0.69,0.01
2842,SOHU,2.17,0.18,1.02,9.9,0.46,0.99,
2843,SOTK,-0.11,0.08,0.08,0.71,0.45,,
2844,SPNS,1.39,0.09,1.25,7.07,0.26,3.01,0.01
2845,SQFT,,-0.3,,,0.05,0.09,0.0
2846,SRCE,1.19,0.33,3.63,35.27,0.76,6.49,0.02
2847,SRCL,1.38,-0.0,2.87,26.64,1.01,3.69,0.01
2848,SSB,1.09,0.21,6.11,66.43,0.82,4.39,0.02
2849,SSNC,1.58,0.15,4.96,22.31,0.83,2.17,0.01
2850,SSYS,1.18,-0.79,0.25,13.41,0.74,4.97,0.1
2851,STBA,0.69,0.33,2.51,29.75,0.62,6.8,0.02
2852,STEP,,0.23,,,1.04,3.4,0.03
2853,STFC,0.41,0.06,1.38,22.09,0.93,2,0.03
2854,STNE,2.28,0.26,1.57,48.11,0.8,2.56,0.04
2855,STRA,0.44,0.04,6.24,71.13,1.04,8.5,0.08
2856,SUMO,,-0.47,,,0.69,4.44,0.05
2857,SVC,2.46,-0.45,,,0.8,2.98,0.04
2858,SWBI,0.75,0.25,,,0.65,2.81,0.09
2859,SWIR,1.93,-0.12,0.08,8.98,0.6,3.48,0.01
2860,SYBT,0.83,0.3,3.01,19.46,0.49,10.16,0.03
2861,TBK,1.09,0.28,3.96,29.14,0.82,8.28,0.05
2862,TBPH,0.82,0,-2.38,-5.72,0.85,7.11,0.06
2863,TCBI,1.85,0.27,4.48,53.59,0.96,5.53,0.06
2864,TCBK,0.72,0.32,3.31,31.71,0.66,5.16,0.02
2865,TELL,2.57,-1.73,-0.14,0.45,0.27,3.89,0.1
2866,TIG,,0.41,,,0.81,1.63,0.02
2867,TILE,1.96,0.04,1.15,5.33,0.96,5.27,0.03
2868,TLC,0.79,0,-0.58,5.6,0.02,0.19,
2869,TLIS,,0,,,0.77,5.38,0.13
2870,TLRY,,-0.72,-0.22,3.02,0.12,1.54,
2871,TMDX,1.91,-1.0,-0.6,3.82,0.7,4.56,0.05
2872,TNDM,0.25,0.01,0.63,5.01,0.97,5.22,0.07
2873,TOWN,1.12,0.3,2.12,25.08,0.52,2.19,
2874,TRHC,0.9,-0.3,0.45,3.61,0.94,10.06,0.12
2875,TRIP,1.32,-0.38,1.27,6.58,0.82,6.52,0.12
2876,TRIT,,0.69,,,0.11,8.21,0.23
2877,TRMB,1.57,0.15,2.79,14.64,1.01,1.79,0.01
2878,TRS,0.75,-0.1,2.41,13.8,1.02,5.17,0.01
2879,TRUE,1.07,0.3,0.05,3.77,0.87,10.22,0.1
2880,TRUP,1.9,-0.05,-0.31,8.39,0.94,14.25,0.12
2881,TSC,2.1,0.27,1.93,17.97,0.79,5.05,0.02
2882,TSLA,2.0,0.03,6.22,23.9,0.43,1.28,0.05
2883,TTCF,,0.0,,,0.17,8.52,0.27
2884,TUEM,,0.0,,,0.81,0.96,
2885,TVTY,2.4,-0.06,1.68,0.53,1.01,14.37,0.14
2886,TW,0.79,0.22,1.74,22.42,1.02,5.59,0.02
2887,TWIN,1.63,-0.14,0.01,10.27,0.6,2.23,0.0
2888,TWST,0.71,-1.07,-3.16,12.57,0.98,7.86,0.07
2889,TXRH,1.11,0.06,3.96,14.25,0.93,3.93,0.05
2890,UAL,1.58,-0.38,2.37,16.09,0.61,1.57,0.05
2891,UBSI,1.33,0.36,2.38,33.54,0.69,12.43,0.04
2892,UFCS,0.18,-0.01,1.34,32.79,0.64,4.72,0.02
2893,UMBF,1.09,0.31,6.02,61.24,0.99,3.62,0.02
2894,UNIT,0.97,0.0,0.48,-9.26,0.84,8.57,0.07
2895,URBN,1.58,0.05,2.79,15.62,0.71,2.15,0.07
2896,USAK,2.22,0.02,2.22,10.53,0.57,1.54,0.02
2897,UVSP,1.13,0.35,2.4,24.59,0.73,5.34,0.01
2898,VC,2.0,0.01,5.83,13.71,1.06,7.82,0.05
2899,VCTR,1.09,0.3,4.85,11.27,0.78,17.44,0.12
2900,VCYT,0.77,-0.4,-0.64,14.49,1.0,5.85,0.06
2901,VG,0.71,-0.02,0.25,2.38,0.96,8.89,0.1
2902,VIAC,1.67,0.11,,,0.86,2.47,0.08
2903,VIAV,0.73,0.04,0.85,3.54,1.01,4.65,0.05
2904,VICR,0.64,0.15,2.21,8.51,0.54,10.33,0.04
2905,VIEW,,0,,,0.74,11.09,
2906,VLDR,,-2.91,,,0.16,6.39,0.25
2907,VLY,1.31,0.35,1.16,10.97,0.65,3.67,0.02
2908,VRA,1.84,0.04,1.08,9.19,0.61,3.08,0.03
2909,VREX,0.98,-0.02,1.24,11.57,1.13,16.05,0.14
2910,VSTA,,-0.09,,,1.21,11.96,0.04
2911,VTRS,1.48,-0.13,,,0.76,3.21,0.02
2912,VTSI,1.03,0.16,0.25,1.58,0.28,0.89,0.01
2913,VUZI,2.47,-1.72,-0.28,2.36,0.43,8.02,0.21
2914,VYGR,0.97,0.14,-2.8,3.63,0.61,4.2,0.03
2915,WABC,0.69,0.4,2.98,30.23,0.77,9.55,0.05
2916,WASH,0.77,0.33,3.74,30.83,0.74,10.5,0.03
2917,WBA,0.46,-0.0,5.18,24.42,0.58,2.61,0.02
2918,WERN,0.85,0.09,3.52,18.08,0.84,5.34,0.05
2919,WETF,1.8,0.07,0.36,1.88,0.74,11.12,0.13
2920,WHF,1.58,0.93,1.47,15.27,0.43,0.49,0.0
2921,WIRE,1.04,0.14,5.12,42.75,0.94,5.45,0.03
2922,WISH,,-0.28,-0.22,1.5,0.93,1.96,0.16
2923,WKHS,2.69,10.96,-0.38,2.24,0.4,5.69,0.36
2924,WLTW,0.82,0.15,13.63,89.37,1.0,5.53,0.05
2925,WOOF,,0.01,0.82,7.9,0.64,7.26,0.3
2926,WPRT,2.9,0.06,0.08,0.77,0.34,1.51,0.01
2927,WSBC,1.08,0.37,2.44,39.25,0.64,3.35,0.01
2928,WSFS,1.34,0.37,3.86,37.27,0.93,7.21,0.05
2929,WTRH,-2.4,-0.01,0.2,0.79,0.4,6.74,0.23
2930,WVE,0.32,0,-2.22,1.06,0.78,3.06,0.08
2931,WW,1.61,0.04,2.51,-8.02,0.96,3.51,0.09
2932,WWD,1.71,0.1,4.53,33.71,0.82,6.13,0.02
2933,WYNN,2.44,-0.52,1.48,2.04,0.7,1.25,0.06
2934,XEL,0.3,0.13,3.17,27.32,0.77,2.45,0.01
2935,XLNX,1.0,0.23,3.83,11.74,0.81,7.28,0.06
2936,XOG,,-0.0,4.18,-7.61,1.04,2.14,0.02
2937,XOMA,0.93,0.41,-0.8,7.25,0.6,13.09,0.05
2938,XP,,0.28,2.43,,0.5,3.93,0.03
2939,YELL,3.19,-0.02,,,0.57,4.99,0.09
2940,YORW,0.23,0.3,1.34,11.09,0.44,7.96,0.02
2941,ZBRA,1.65,0.15,18.4,45.06,0.89,2.21,0.01
2942,ZEAL,0.85,0,-3.64,38.52,0.04,2.22,
2943,ZENV,,-0.1,,,0.15,0.4,0.01
2944,ZION,1.49,0.35,4.34,44.98,0.85,3.92,0.03
2945,ZIOP,1.88,0,-0.44,0.49,0.57,5.76,0.16
2946,ZM,-1.48,0.27,4.68,14.24,0.54,3.04,0.04
2947,ACB,3.24,0,,11.0,0.2,7.69,
2948,AMCX,1.26,0.09,7.8,15.95,1.07,15.96,0.37
2949,CLOV,,-0.52,,,0.55,0.98,
2950,FIZZ,1.09,0.16,1.92,3.44,0.27,18.2,0.25
2951,GGAL,2.58,0.1,2.4,1392.94,0.09,1.4,
2952,INVA,0.6,0.74,1.64,6.26,0.71,13.05,0.34
2953,MVST,,-0.34,,,0.09,1.49,
2954,ORPH,0.63,0,,,0.02,0.14,
2955,PAHC,0.51,0.07,1.24,5.27,1.08,8.71,0.08
2956,QIWI,0.64,0.23,1.68,516.17,3.46,2.15,
2957,YQ,,-0.97,-1,7.64,0.11,0.55,
2958,AAIC,1.8,0.2,,,0.44,1.94,0.01
2959,ABEV,0.93,0.21,0.15,5.21,0.1,2.65,
2960,ADT,2.28,-0.07,0.95,3.72,0.95,2.42,0.07
2961,AEG,1.47,-0.01,1.35,11.96,0.08,0.9,
2962,AGM,1.12,0.56,11.08,66.39,0.78,2.97,
2963,AGR,0.24,0.1,2.44,49.21,0.12,6.74,0.03
