,Recent headlines and conversations for MDT,Polarity
671,"With fundamentals intact, MedTech to outperform in 2021 as vaccines drive recoveryDec. 26, 2020 11:12 PM ETMedtronic plc (MDT)By: Dulan Lokuwithana, SA News Editor1 CommentReversing the contraction this year, MedTech could outperform in 2021, J.P. Morgan Securities predict, citing the sector’s potential to combine the ‘strong vaccine-driven recovery trade’ with ‘positive underlying sector fundamentals.’ Despite a less bullish timeline for recovery, the analysts from SVB Leerink shared a similar view adding that the pandemic-driven in telehealth could benefit ‘all medtech subsectors.’According to JPM forecasts, in 2021, the industry top-line and bottom-line will expand at 10.1% and 24.8% YoY, compared to an estimated decline of 0.5% and 12.7% YoY in 2020, respectively.The analysts at JPM led by Robbie Marcus term the upcoming year as ‘a tale of two cities,’: a strong back half, benefited from the vaccine rollout, easy comps, and the deferred procedures, contrasting the first half likely impacted from the pandemic headwinds amid the ongoing surge in cases and another post-holiday COVID-19 wave.Despite the near-term uncertainty, they view the ‘underlying fundamentals of MedTech as healthy,’ with ‘meaningful innovation and undertreated end-markets’ supporting ‘a return to normalized growth in the mid-single digits’ in the future.The report from JPM name Medtronic (NYSE:MDT) and Dexcom (NASDAQ:DXCM) as top large-cap picks and Insulet (NASDAQ:PODD) and AtriCure (NASDAQ:ATRC) as top small-cap picks.For Medtronic, the proven track record of execution, reinforced by the new management and improving fundamentals, should ‘shine-through’ in a post-pandemic scenario, the analysts point out, expecting the company, with a valuation gap to peers, to outperform the broader group with multiple expansion along the way.With pharmacy channel headwinds behind, Dexcom is ‘well-positioned ahead of a G7 launch’ as the company focuses on deeper penetration and new market opportunities to ensure long-term success, the report suggests.Having demonstrated resilience amid pandemic headwinds, both Insulet and AtriCure have a 'long runway for growth,’ the researchers write, citing their upcoming product launches.",0.998
672,MDT is down 6.31% to 92.81,-0.2462
673,MDT will be trading over $100 soon based upon the new FDA approved products they have his year. It is definitely a winner.,0.9108
674,heres the study about the implant 'scandal'https://www.icij.org/investigations/implant-files/,0.1463
675,This company needs some help. I wish an activist would get involved and see what measures need to be taken.,0.7635
676,More notable AH volume - about 1.1 mil shares traded with two trades of about 500k shares aqt $97.50. This is institutional buying. Good sign for LT holders.,0.9321
677,this looks like it will be ok,0.5425
678,What's everyones opinion at buying at these levels?,0.2682
679,I see significant institutional buying (large blocks) at end of recent trading days. Watch for it again.,0.6752
680,"I hope the market receives Q3 results well -- a beat on EPS & slight rev beat -- I liked it -- from SA:""Medtronic beats by $0.05, beats on revenueFeb. 19, 2019 6:47 AM ET|About: Medtronic plc (MDT)|By: Mamta Mayani, SA News Editor Medtronic (NYSE:MDT): Q3 Non-GAAP EPS of $1.29 beats by $0.05; GAAP EPS of $0.94 beats by $0.03.Revenue of $7.55B (+2.4% Y/Y) beats by $20M.""",0.937
681,Not enough ventilators?,0.0831
682,ABBV better buy and much better divvyMU best stock in entire world,0.9086
683,"MSource: FactSt You can see that three sectors known for stocks with attractive dividends and relatively low price volatility -- consumer staples, telecommunications and utilities -- have fared well this year, as investors have chased higher yields as interest rates have sunk ever lower. The energy and materials sectors have been recovering, following dramatic declines in energy and commodity prices. There will always be recessions and commodity market disruptions, so you will see these patterns again, although we cannot predict when they will happen. But even though the political climate is negative for the health-care sector, with Obamacare failing (http://www.marketwatch.com/story/why-obamacare-is-in-political-purgatory-2016-10-25) and both major presidential candidates bashing drug companies, the sector is likely to continue to be a steady and strong long-term performer. That is because it's a safe bet that the aging of populations in developed countries will continue, with the trend being followed by emerging economies. Supply and demand continually disrupts the sectors that rely on commodity prices. But demand for health-related services, including pharmaceuticals, biotechnology development, hospitals, and nursing and assisted-living facilities, should continue to increase for decades to come. In light of this year's weakness for the sectors, we decided to list S&P 500 health-care stocks that met the following criteria: Eleven companies made the list. Here they are, ranked by implied 12-month upside potential, based on consensus price targets: Company Ticker Industry Closing price - Oct. 26 Consensus price target Implied 12-month upside potential Total return - 2016 through Oct. 25 Celgene Corp. US:CELG Biotechnology $97.63 $136.38 40% -18% Amgen Inc. US:AMGN Biotechnology $157.90 $189.67 20% -1% Cerner Corp. US:CERN Health industry services $58.90 $68.91 17% -2% AbbVie Inc. US:ABBV Pharmaceuticals $61.55 $71.39 16% 8% Hologic Inc. US:HOLX Medical Specialties $37.67 $43.18 15% -3% Medtronic PLC US:MDT Medical Specialties $82.47 $94.15 14% 9% DT is loved by analysts:",0.9935
684,Great company! I’m hopeful this epidemic will soon pass and the country and get back to work! MDT is a solid investment.,0.9221
685,"From MedlineThe company will host a live audio webcast of the RAS Investor Update to provide access to all interested stakeholders. The webcast and slides can be accessed by clicking on the Investor Events link at http://investorrelations.medtronic.com on Sept. 24.Want More on Surgical Robotics? Join Us for the Session Developing & Manufacturing a State-of-the-Art Robotic Radio-Surgical System: Supplier Partnership Strategies for a Successful Launch, to Be Held at MD&M Minneapolis Oct. 23 - 24, at the Minneapolis Convention Center.Last month during an earnings call, the medtech giant said investors and analysts would get their first look at the technology – and noted details would come at a later time. Up until the last few months, there had been some secrecy surrounding Medtronic’s surgical platform. The company had been quiet about the device that was originally expected to launch in 2018. However, delays pushed the timeline for the device back and gave Medtronic’s competitor Intuitive Surgical, a longer runway.In June, Medtronic shocked the surgical robotics space when it revealed a 4-year-partnership with Karl Storz. It was revealed in the collaboration that El Segunda, CA-based Karl Storz would incorporate its 3D visualization components into Medtronic’s surgical robotics platform.About a month after the collaboration announcement, Sunnyvale, CA-based Intuitive Surgical acquired the robotic endoscope portion of Schölly Fiberoptic’s business for an undisclosed sum. Schölly Fiberoptic is a player in the field of visualization systems for minimally invasive diagnostic and surgical applications, headquartered in Germany — and one of Intuitive’s strategic suppliers.Medtronic’s reveal next week will allow Intuitive to get a clearer picture of one of its top competitors. But questions remain about Verb Surgical another one of the surgical robotic pioneer’s competitors. Recall that Verb is a joint venture involving Johnson & Johnson’s Ethicon and Verily Life Sciences, an Alphabet company. Verb has been pretty quiet about its technology offering a demo to senior leadership from Verily, J&J, and Alphabet in 2017.",0.985
686,MDT needs some analyst commentary. JP Morgan upgraded MDT to Overweight 12/19/18 a couple of weeks before this conference where per Omar the CFO gave an update on tax issues that others are calling a coming weakness in CVG and a ratchet down of 2020 outlook. Inquiring minds wanna know...,0.1755
