,Recent headlines and conversations for NFLX,Polarity
3275,"The usual. Driven up during after and pre hours and then sold off after those who can't trade during those hours buy in thinking the stock is moving up. Why are people allowed to manipulate stocks like this? This is a pattern especially with Netflix that should be regulated somehow.Stock closed at 309, opens at 317 and drops to 312 with a few hours. makes absolutely no sense. no stock consistently trades like this.",0.914
3276,I'd like to see 350 but might not get there.,0.4884
3277,HUGE AMOUTN OF SHORTS TIME SQUEEZE,0.4928
3278,Think we will see just shy of $400 by next Friday,-0.1182
3279,"tomorrow a higher low and higher high, as we just put a inside day in today! Then watch to see if it takes off in next 3 candles",0.634
3280,If nothing else they will have to run out of buyers eventually LOL,0.7415
3281,Logical that the higher the stock goes the more it becomes a buy.Fast subscriber growth not only leads to higher stock prices but also higher chances Disney Time Warner and Fox will lose their grip on the TV and movie industry.,0.7625
3282,"""Netflix Earnings: Analysts expect the FANG stock to deliver a whopping 433% increase in EPS growth in the second quarter. That would mark the third time in the last four reports that Netflix has generated a triple-digit earnings gain. The stock has continued to stream higher since breaking out of a long cup-with-handle base in January 2017. Netflix has seen its stock more than triple in price since that breakout.""https://www.investors.com/research/q2-earnings-netflix-grub-twitter-momo-urban-outfitters-micron/?src=A00220&yptr=yahoo",0.9542
3283,Netflix tests a bypass of iTunes billing in 33 marketshttps://techcrunch.com/2018/08/21/netflix-itunes-2/?yptr=yahoo,-0.0475
3284,very nice faanmg are doing great in a down day. No nflx on hand but very glad to see you guys got profit.,0.9181
3285,First time this will go hard !!! 10%,-0.3631
3286,hits keep on coming.... Princess Diana musical premieres on Netflix before Broadway debuthttps://seekingalpha.com/news/3604990-princess-diana-musical-premieres-on-netflix-broadway-debut?utm_medium=email&utm_source=seeking_alpha&mail_subject=nflx-princess-diana-musical-premieres-on-netflix-before-broadway-debut&utm_campaign=rta-stock-news&utm_content=link-3,0.1956
3287,"I have posted a few times on this board and yahoo does not show them, wonder why? Anyone know?",0.5517
3288,"Ive got a good percentage of my portfolio in NFLX. Its been the main stock that has drug it down since last October. If this happens to shoot up even close to my net cost, im dumping it. Ughhh.. My luck though, it will tank after earnings... hope not, we'll see...",0.7604
3289,I really hope Netflix perseveres. FANG without it would be awkward...,0.4822
3290,are we finally breaking out?,-0.0009
3291,"BO OY, oh bo y, you LOVED THIS AT $420",0.8992
3292,Netflix depended o. Short sellers toPush stock higher and now short seller are smart and algo unable to capture,-0.4522
3293,What's your price average on Netflix mines $296 anyone going to but Airbnb stock on Thursday?,0.4438
3294,"Sell in this small fake rally......markets are going through a controlled correction. Before you know it the air will come out of NFLX.....$350 and below coming. Current stock price is unsustainable.....P/E ratio of 270 is toxic. Yes, AMZN has a P/E of 200 and that's also not good. Look at AAPL P/E ratio 18....ideal P/E ratio.",-0.8007
3295,free money,0.5172
3296,bought more,0.0
3297,Bubble has formed in the market again. Some stocks have gone up substantially due to short covering. Time to short now.,-0.6941
3298,Netflix to 250,-0.0046
3299,Obvious...weather is nice out...why watch Netflix,0.5375
3300,"Ai, i already thought it would be hard to get past the 350 this week. It almost touched it today. But still, a 340/345 ending at this week would be very nice. I hope we can make it. Don't forget, we came from 315 at the beginning of the week!",0.8723
3301,Nothing that anyone says here today matters until AAPL reports.,0.1561
3302,How you going to bring up Netflix to all time highs when it didn’t even hit earnings estimates,0.3168
3303,Believe it or not: NFLX may try to hit $300 mark next week!,0.262
3304,"We tested the $362.75 level and got a little bounce, next will be $361.20 support, this will be a major hurdle., if support fails then $358.01 is the next level to test, then $352.61, all bets are off if it falls below $344.40.",0.4582
3305,Someone’s poking the bear .,-0.3057
3306,Unbelievable Microsoft just secured a 10 billion contract from the government and Netflix is up 20.00 for Tiger queen! Go figure!,0.7979
3307,"The nasdaq will bust through 14,000 very, very soon!!",-0.3153
3308,This is going to split,0.165
3309,"By history and quarterly trends, NFLX has always increased stock price after a good earning. Believe me!",0.7534
3310,Fun facts - number of movie tickets sold in India is 2x the number of movie tickets sold in US. The total box office revenue in Asia Pacific is 1.5x the box office revenue in US & Canada. Those markets are huge and streaming services are in nascent stages. Huge upside potential for NFLX if they play their cards right. They do have one advantage - they are a leader in US and investments they make in creating international content helps them grow internationally and helps strengthen their base in US even further.,0.9875
3311,"When FB dropped to $150, I panicked and sold...didn't do that with NFLX. Not making that mistake twice.",-0.7762
3312,"Cover all my short. Overall it's just break even since I cover 30% by selling 225 put last week (I thought it wont go below that but I was wrong just like I was wrong about won't go above 220.My intent was as hedge but I will stick to stock that really overvalue like $AMZN, $NFLX. No reason to short quality stock that only slightly overpriced compare to overall market. Risk/Benefit does not justify.",-0.8921
3313,subs all that matters Netflix so cheap they can keep raising prices as long as content is getting better,0.8435
3314,"Take from a thousand families, give to one family. Thats how the US Stock market works.",0.5649
3315,Buying opportunity,0.5993
3316,"wish you could buy nflx @ $31.00?? well here is your chance ! Buy IQ stock today , a Chinese co. that is 93% owned buy BUIDU. IPO was in March @ $18.00 and has already gone to $46.00 is just a few months. Well thanks to Trump hammering the Chinese market w trade war threats, the whole Chinese market has gone down and you can get IQ for $31.00 now. It is a fast growing co. similar to nflx in some ways and is not affected by tariffs, other than just being Chinese in general. CHECK IT OUT !!!!!!",0.9571
3317,335 calls would be worth by close,0.2235
3318,"Made good fortunes today, thank you Netflix ",0.7188
3319,NFLX next 3 month revenue per subscriber = $31.1 (8% higher). Reason Most of subscriber yet to see price increase.They somehow hide this detail and market celebrating too fast I think.,0.4651
3320,Based on their current trajectory...they hit 200 subs in about 26 months. Z,0.0033
3321,news of the year announcement Apple buying Netflix WOW GOING UP 10%,0.8877
3322,Where Netflix is going,-0.0046
3323,"So the squid has an opinion, funny how they announce after a quarter close but prior to earnings. Then we find out there was a change to capital structure like bonds issued. What does the squid have in store this quarter? Around 12/24 it was $243, vs pre-market of $279, that's a 14% increase in 6 trading days. What was the news?",0.864
3324,By 9:30 am it will be 510 ish,-0.113
3325,I'm buying tomorrow,0.2752
3326,I'm buying at some point.,0.319
3327,Happy for Netflix investors! Congratulations!,0.849
3328,Strong BUY NFLX! Apple will buy this company soon!,0.8065
3329,$DIS just blew past subscriber growth. $CURI is next!! $NFLX here we come!!,0.614
3330,This should be no where near $350.00. This should be already $400.00 and over the top. Why are we playing games here let’s get this back where it should be $500.00.,0.5168
3331,Netflix will be soaring high tomorrow after close!Imagine how many new subscribers they added just to watch “Bird Box”.,0.503
3332,"60 dollar stock at 350, long way down , short and chill",-0.1486
3333,Netflix fundamentals hitting on all cylinders:1. Cord cutting is accelerating.2. Competing streaming services losing billions.,-0.5201
3334,Breaking news Netflix signing Oprah for 8 part series on her weight management sagas $50 million an episode,0.0387
3335,Thumbs up if you held this over night,0.2298
3336,In only 10 shares at 332 lol don't have that kind of money,0.6377
3337,"Up 10% or down 20%, going to be a wild after hours when this reports today. I expect guidance to come in lighter than expected.",0.3252
3338,'Yo bro...cancelled my Netflix. They raised the price a dollar's. Cool msn...you showed them lol. Z,0.7261
3339,"I sold to early, but I was thinking that they missed earnings and was down by 10+ cents from last year... Oh well!",-0.1165
3340,buying on the opening bell.. thanks shorts for over playing this.. it gives us a good bargain.,0.856
3341,Good growth but on market down days buy it in low 500s. wait for it to get in.,0.0228
