,Recent headlines and conversations for BIIB,Polarity
1443,"With gains in CPU share continuing and Dr. Su's leadership excellence, 28.50 will hit within the next 48 hours. ~35 by 4Q still holds. $MU struggles to find relevance but finds scraps that the pros leave behind. $INTC steady.$SNAP should receive another positive earnings report later today under Evan's command. Elon has $TSLA steady under turbulent times. The explosions must cease.Only clown posse members left guessing on energy. No offense. $TVIX destroying portfolios. Same for $UGAZ and $GUSH. Toxic.$BIIB hasn't taken off as hoped but still happy with 234 position.Little d gets positioned in the basket for a nice bicycle ride and lunch at Jimmy Johns today!Ring a Ding Ding!!",0.9826
1444,"No wonder I'm confused. Which is it?Moving forward, Biogen said it expects FY2020 revenue of $13.8 billion to $14.2 billion, down from the prior guidance range of $14 billion to $14.3 billion. Wall Street expects FY2020 revenue of $13.92 billionorBiogen Inc. ( BIIB) updated financial-results guidance for the full year, widening its revenue estimate but forecasting a higher profit than in its previous outlook.The Cambridge, Mass.-based pharmaceutical company said it expects to record full-year revenue of between $13.8 billion and $14.2 billion. In prior guidance, Biogen had anticipated revenue of $14 billion to $14.3 billion.The company's profit forecast got an upward revision and it now expects earnings of between $32.00 and $34.00 a share, compared with previous guidance of $29.50 to $31.50. On an adjusted basis, Biogen expects a profit of $34.00 to $36.00, compared with an earlier forecast of $31.50 to $33.50Analysts had anticipated full-year revenue of $13.94 billion and an adjusted profit of $33.07, according to FactSet.",0.969
1445,"Hi Everyone, I am new in this forum and don’t know Biogen history pretty much. Can anyone tell me what caused the dramatic downfall of the BIIB stock price a year ago? Thanks a lot.",0.8201
1446,"This whole bio ride has been so hilarious... in March/April, the analysts were bashing every bio in sight and saying they were all #$%$ and the index fell from like 209 to 195. They kept bashing. Then the index broke support at 195 and went down to 189 for a day before bouncing back to 195... Ok, so now the index has run from 189 to 215 in short order. Keep in mind that it takes about $45M in total gains to go up 1 point, so we've gained about 1.1B in asset value. NOW the analysts are coming out of the wood work and upgrading all the bios left and right... Uh... you guys already missed the 26 point index run. I don't mind you guys helping push it higher, but just shows how useless analysts are.",0.912
1447,"My worst subject in HS was math. I admit to having problems figuring out the numbers. My BIIB stock seemed a bit weak lately so I did some research. About a month ago, the stock was close to $370 as compared to $287 today. Three digit numbers intimidate me so I took off my shoes and socks to improve my computational power. After much work, I figured out that I have lost a fair amount of money in BIIB. I feel so much better now.",0.8894
1448,"I told you this is rubbish. Just a manipulation of data. Now for the last two days, many Biogen employees can cash in.",-0.2593
1449,"Ever since that March 21st, 2015 spike up to 480 driven by Alzheimers ""cure"" hype, this stock is one to hold for short durations and only during a strong uptrend. The 5 year chart shows you pretty much everything you need to know. This thing sells off as though its a $10 billion market cap biotech with no product on market.",0.7719
1450,$300 stock!!!,0.3869
1451,There were a lot of shorts that got fried today. I'm taking profit but will be back long again very soon. This is a winner stock and damned good valuation as well!,0.9569
1452,bought today hope to sell tomorrow for profit,0.7513
1453,"who thinks new highs are coing today ,,, Monday?",0.1786
1454,looks like some chasing is happening at the 225 level area. Yeh everyone want the low ...,0.5402
1455,"I don’t troll people, and likewise I don’t appreciate being trolled. Yesterday I posted that I opened a new position of 4 shares, and @joe calls me a putz, and told me to cash in my food stamps (what is the point in voicing how poor you think I am when we’ve never met?). I also saw that you deleted your post (calling me a putz), and I appreciate your attempt to protect your image. Well Joe, if you thought my 4 shares yesterday were cheap of me, I am guessing that you took a more aggressive approach to your position in BIIB. I am curious, how many shares did you Puchasing yesterday? Since I am such a “Putz“ for having the foresight to see the obviously impending analyst downgrades, defeated investor sentiment, and institutional mass exodus, I felt prudent to open a small position, to later purchase a larger lot after the sell-off, averaging down. Just stick to giving your opinion, instead of lashing out like a tiny tiger-boy.So seriously, why do you lash out",0.9823
1456,who's pushing this down??? juno getting killed too. these shorts suck.,-0.8603
1457,"IF APPROVED, WE SHOULD SEE $700+. IF NOT IT WILL NOT MOVE BELOW CURRENT PRICE SINCE AWESOME EARNINGS..SO RISK LOOKS LOW TO ME.",0.8698
1458,So my question is what if Alzheimer doesn’t get approved,0.2946
1459,"A nice beat!July 22 (Reuters) - Biogen Inc ( BIIB) reported a 3.2% rise in second-quarter profit on Wednesday, getting a lift from demand for its top-selling multiple sclerosis drug Tecfidera.Net income attributable to the company rose to $1.54 billion, or $9.59 per share, in the three months ended June 30 from $1.49 billion, or $7.85 per share, a year earlier.Total revenue rose to $3.68 billion from $3.62 billion.",0.9215
1460,BIIB should invest in POT company.,0.1155
1461,"Guess it is not to be BIOTECH AND PHARMABiogen Stock Leaps as Signs Point to FDA Approval for Its Alzheimer’s DrugBy Bill AlpertNov. 4, 2020 1:35 pm ETOrder ReprintsPrint ArticleBiogen’s fortunes reversed on Wednesday. Ahead of a Friday meeting on the company’s request to market a treatment for Alzheimer’s disease, the U.S. Food and Drug Administration published reports that suggest it favors approval.The company’s stock (ticker: BIIB) was up 42% early Wednesday afternoon, to $353, on nine times its recent average daily volume. That nearly retraced the ground lost since initial excitement about the investigational drug aducanumab sent Biogen stock to $370 in 2018. Since then, the drug’s outlook plunged...",0.9768
1462,"With an FDA approval in their pocket, this stock should be soaring. I just can't figure this one out! Everything seems based on only approval of aducanumab!",0.9453
1463,Has the company ever issued any time line on the new application to the fda on aducanumab?,0.702
1464,Any thoughts on earnings and price action next week?,0.2868
1465,Be patient...wait on FDA,0.5227
1466,"Is Brian Skorney a ""GOOP"" subscriber....will his call be itself a deus ex Machina. We shall see....his words...his play...his call hangs on the tree of reality. What is his call now - like Steven Tusa (with GE) he may come out today and Monday just hammering this company with an onslaught of negatives driving to drive the stock down to attain his call...his own deus ex Machina....come on Bri Bri you were hired by Baird in 2013 to do your job lets see how good you are. I have no use for analysts but you deserve to have a chance to make it right. Boolean",0.8908
1467,I’d sell in a heartbeat!,0.1057
1468,Last ER Clancy sold a bunch of shares as he was exiting (4/25) stock sold off from its 291 high with vengeance. I am hopeful we won't have to worry about this scenario this time around Sure would like to see this north of $300 again. Long time since we've seen this.,0.977
1469,Stop the madness trading stocks by mass media. Look deeper than posts generated by short term traders and examine their agenda. We are all independent investors not lemmings. It’s no shortcut to productive assets.,-0.7342
1470,I Say TIMMMMMMMMMMYou Say _____________,0.0362
1471,Thinking of adding 1 share tomorrow ! Any in put?,0.4094
1472,one year target is $380 on yahoo....whats up !!!,0.4944
1473,Thank you for the second chance. Added 400 shares to my long position.,0.8741
1474,I wonder how that Biogen collaboration with Anavex is going? Anavex 2-73 is a very interesting molecule and can help with a number of neurodegenerative diseases. I wonder if BIIB acquires AVXL down the road?,0.7676
1475,what news? why the drop today?,-0.1303
1476,Biogen is just getting a question from panel members So far GREAT! The FDA is happy to approve adu!,0.954
1477,"With nearly 20 billion in the bank, and a 200 million share float 100 dollars of the share price is purely their cash stockpile. there is no way this is going down to $150 unless management sits on each other's thumbs",0.2376
1478,These so called experts are about as credible as election pollsters.,0.1101
1479,http://globenewswire.com/news-release/2018/07/25/1542017/0/en/Eisai-and-Biogen-Present-Detailed-Results-From-Phase-II-Clinical-Study-of-Elenbecestat-in-MCI-and-Mild-to-Moderate-Alzheimer-s-Disease-at-Alzheimer-s-Association-International-Conf.html,0.0
1480,Why in the hell is ABT down? I know people that are getting tested multiple times! Doesn't make sense!,-0.7885
1481,"Don't get me wrong. It is nice to see the company showing confidence in their stock with the news today. But it seems misplaced under the circumstances. They lost $20B in market because of one drug. They should try to shore up their pipeline and conserve cash for several acquisitions instead of recklessly spending it on buybacks. They already bought back billions in the $300s and that didn't work out too well. Having said all that, I still plan to buy this week after it settles down. Margin clerks will be active tomorrow morning as it is the 4th day after capitulation...",0.9547
1482,"Bought back at 290 after selling at 330. Great P/E, selling overdone",0.5871
1483,Watch others Monday who think this is the end and a negative decision and prematurely sell the stock. The FDA has the ultimate decision and this was just a committee meeting voting against 8 to 1. It may be months before the FDA itself actually decides. The politics of the decision will also come into play since this is the first medicine that might help a huge populace.,0.9384
1484,SRPT therapeutics reports after the bell!,-0.1678
1485,Must be a rumor for the drop.,0.0803
1486,BIIB is up 6.95% to 295.38,0.1818
