,Recent headlines and conversations for MMM,Polarity
1252,"Mike Roman is a really good liar. If he doesnt comply, they will lead away him and the board of directors away in cuffs!",0.1198
1253,3M is up 4.91% to 151.14,0.1818
1254,Brutal beat down.,-0.6435
1255,"I surely believe after all is settled, America will be much stronger and healthier. I can feel every day. Americans are amazing. They are truely inspirational. That's why I immigrated and became a citizen for this wonderful country. God Bless America. America will be stronger and stronger.",0.9797
1256,I urge everyone to sell their shares in 3M. In a time of need they have failed the USA.,0.1134
1257,"What 3M really needs to do to strengthen its technology leadership in the entire tech sector is to buy this fast-growing semi-conductor company that has products with high demand made by cutting-edge technologies and with its stock trading at dirt cheap level, making it a steal and great fit for 3M (and a great contribution to the U.S.). Even if 3M just got 25% ownership of the company, it already has the right to get a couple seats in the board and participate in daily operations to see these world leading technologies and top-notch manufacturing process in their own eyes and have a say in this company's major moves in the future. It would be similar to American companies' and institutions' ownership in ASML, one of the most important semiconductor company in the world.Rumor is that some big suitors are already getting their hands on this global high-tech gem. This small super tech may double in price in a swift (it already has since we started covering it one year ago), closing the opportunity of cheap buyout soon. Read our last analysis and you’ll see.https://seekingalpha.com/instablog/40777835-gathon-capital/5519600-big-investors-swarm-nvidia-ge-of-china-after-astonishing-profit-growth-in-q2-and-q3https://seekingalpha.com/instablog/40777835-gathon-capital/5495008-ge-qualcomm-ti-apple-should-acquire-ge-of-china-for-dirt-cheap-price-nowhttps://seekingalpha.com/instablog/40777835-gathon-capital/5490372-ge-of-china-enjoyed-strong-profit-and-growth-amid-corona-virus-outbreak",0.9917
1258,"Sorry to say but cutting 2000 jobs won’t help this company get thru it’s issues. By doing so, they lose the little experience and customer know how they had. This has been going on for a while now and it’s now showing the effect. Bad direction by its leaders and board. They need a clean start by bringing in fresh minds that can get this company moving again because I still feel there is brand value in MMM.",0.94
1259,MMM downgraded to MM,0.0867
1260,"Did you covid believers see what the Democrats put in the “covid relief bill”?They are giving federal government workers almost 4 months of paid vacation if they exhibit covid 19 symptoms or if they need to care for a family member or if they have a negative reaction to one of the many “covid vaccines”. Now you 3M workers can do one of three things: (1) ask Roman for the same benefits, (2) write your Congressperson and complain, or (3) do nothing. I’ll bet you all do the latter. That’s the way it is in liberal run states. The people are lazy, naive, and gullible when it comes to politics. You all expect someone else to do the leg work for you. That’s why you like immoral government hand outs.",0.8466
1261,CEO Mike Roman on CNBC right now.,0.6399
1262,It’s about time,0.0722
1263,Seriously. What is wrong with this #$%$ Everything else is up.,-0.4095
1264,"UNP looks cheap, not that u care",0.7024
1265,Back the truck up... https://finance.yahoo.com/news/3m-taps-regional-suppliers-meet-154843443.html,0.3919
1266,"It’s tanking. Have to get sales up. Is it their product mix, sales model or what?",-0.3432
1267,Stock is getting bashed after a good quarter. What gives?,0.5613
1268,"Wow, this has been a real dog lately. Why so weak ?",0.4594
1269,This is one broken company. GE in the making. BOD better wake up.,0.7686
1270,Any chance this stock comes down soon???,0.3653
1271,"**Devastating news for MMM from DONDALDSON !!Donaldson Company, Inc. (DCI) Add to watchlist 42.80-3.77 (-8.10%) Donaldson Company, Inc. manufactures and sells filtration systems and replacement parts worldwide. It operates through two segments, Engine Products and Industrial Products. The Engine Products segment offers air filtration systems; exhaust and emissions systems; liquid filtration systems, including hydraulics, fuel, and lube systems; and replacement filters. This segment sells its products to original equipment manufacturers (OEM) in the construction, mining, agriculture, aerospace, defense, and truck markets; and to independent distributors, OEM dealer networks, private label accounts, and large equipment fleets. The Industrial Products segment provides dust, fume, and mist collectors; compressed air purification systems; air filtration systems for gas turbines; polytetrafluoroethylene membrane-based products; and specialized air and gas filtration systems for applications, including computer hard disk drives and semi-conductor manufacturing. This segment sells its products to various industrial dealers, distributors, OEMs of gas-fired turbines, and OEMs and end-users requiring filtration solutions and replacement filters. Donaldson Company, Inc. was founded in 1915 and is based in Minneapolis, Minnesota.",0.9786
1272,pulled the trigger on 30 shares. would love to see this drop more and build a giant position,0.8281
1273,"Ok so I've had no time to do research in this.Two months ago I sold everything, shorted airlines, bought gold and bought clorox. Very happy with the results.My question is, why isnt 3M performing better?I believe in fundamentals. No revenue, I short (airlines). Fed prints money, I buy gold. I see increased revenue and profits, I buy their stock (clorox).What's the deal with this?",0.7695
1274,3M is at EXTREME oversold levels typical of companies that have WORSE fundamentals. I also own GE that is a LONG holding for the day that its restructuring kicks in and the stock drifts back up into the 20's. TUSA and other super bearish analysts have contributed mightily to the bearish sentiment as witnessed on Friday. I fully expect that the extreme oversold condition will be resolved and we will get a relief bounce that will be sharp on any positive news development. In the meantime I am adding minimal amounts to my portfolio each time we drop like Friday. As for the dividend......these analysts need to keep their mouth shut as I don't see any risk here for several quarters and the financial condition of the company needs to really deteriorate more before a dividend cut becomes more possible.,0.35
1275,MMM junk went up so much due to Mr. Buffet?,0.0257
1276,"I guess people don't understand how contracts or contract law work. Trump acting like 3M was able to void contracts, is just Trump inventing another crisis to try and make his stupid self look like a winner. If Trump would have used the DPA order earlier, it wouldn't have been an issue. Trump knew he was going to create a lag (didn't think about lives lost) so he could look tough. The man is a sham.",0.6278
1277,Traded Apple shares for a few 3M,0.4568
