,Recent headlines and conversations for MCD,Polarity
2621,It started with one McDonald's employee from Malaysia then he spread Covid 19 to other McDonald's employees in the dorm. Then they spread to customers in drive-thru (lobby has been closed). Then Singapore infection cased jump from under 50 daily to above 2000 daily. This was the big news in the week around 4/12. But in USA it was mentioned momentarily and moved on to other news. Nobody seems cared that restaurants can spread Covid 19 easily even they take precautions. The second wave that started at McDonald's hit Singapore hard will repeat itself in USA.https://www.channelnewsasia.com/news/singapore/coronavirus-covid-19-mcdonalds-employees-diagnosed-outlets-close-12635516,0.883
2622,"People might be underappreciating the effect of tax reductions on consumer spending. Besides the direct tax reduction that McDonald's will pay, there's the increased spending by its customers. That's a profit double-whammy.",0.421
2623,"some article referred to mcd as a value stocklook at the debt on the balance sheet, long term debtits growing like a California wildfireborrow money to give it away (dividend)",0.7873
2624,"I don't like that CNN and NPR keep saying that Blacks and LatinX are much more likely to have COVID-19. This is causing people to stay away from Black and LatinX business, because they are saying the risk of interacting with a Black person or a LatinX person puts one at much higher risk. They are basing this totally on surface skin color. It is racist and is hurting McDonalds and companies that have to employ a lot of minorities. Stop emphasizing skin color, that is racist and far too simplistic CNN and NPR. Treat people based on their actions. We are all one race. We are all red inside. Oppose discriminatory laws like reverse discrimiation (affirmative action) and anti-racism (which is reverse racism and still racist), oppose special treatment based on skin color. Laws giving racial preference usually backfire.",-0.9141
2625,They need to put up a Racist button you can pick for companies like McDonalds,0.2061
2626,Another day trading above $220.00,0.4682
2627,John get a life and get off this fake stock exchange website,0.0843
2628,Ge is fighting and that’s great to see. I have a small position and will watch them run into 2020 with momentum. Mcd is strong. The drive throughs are always packed and I’m lovin’ it.,0.8823
2629,I've got to get some of the spicy nuggets.. up nearly 60% in 5 months since last buy..not too shabby!,0.3495
2630,"This stock blows,",0.2115
2631,"I'm still seeing MCD drive-thru lines that wrap around the restaurants. I've gotta believe they're going to blow away their EPS estimate of .47 come July 28th, when they report their earnings.",0.5451
2632,Advanced modigliani technical analysis (never fails) shows the stock to reach 200 easily within 3 months,0.6291
2633,This thing is going to $240,0.048
2634,CONGRATS if you loaded JUNE CALLS much cheaper. KEEP YOUR DRY POWDER ready to accumulate cheaper on pullbacks.,0.928
2635,junk food stores will go to trash,-0.5626
2636,McDonald’s will reach 200 in a couple months; I perform advanced Modigliani technical analysis and that shows the data points very clearly,0.5764
2637,Why the stock is falling?,0.064
2638,The real shame is that this stock continues its upward trajectory when we all know it’s cancer in a bag. Welcome to the good old USA. Same reason markets haven’t ranked when they have every reason to. America’s #1 job: keep the sh t show rolling at all costs. I’d duck after this so called democracy stuff happens in November ,-0.1657
2639,"VETS will march on MCD-------not good--VETS - leg missing , foot missing , blind with service dog-------------------------cant win a war with America",-0.7513
2640,"Even revenue for the quarter totaled $6.05 billion, down from $6.27 billion last year, McDonald's managed to beat the earnings estimate by 8 cents. I hope there is no funny accounting here. But congratulations to longs. I thought this quarter MCD can no longer beat the earnings estimate after diminishing revenues quarter after quarter. But somehow CEO is able to pull this off.",0.9009
2641,Is over folks within 5 years mcdonalds is bankrupt thats right in 5 years their won't be any more mcdonalds wendys is taking over not that they serve breakfast sandwiches i tried wends breakfast and its better than mcdonalds by a large margin so get your egg mccfuffin while you can mcdonalds days are numbered.,0.6858
2642,"Lordy, >218, can it be a dream? Time for a McD's coffee, while I contemplate this reality....",0.4001
2643,"trade deal, no trade dealthe 100 dma is 184value maybe 188 based on the dividend, but the debt is stupidand the buybacks are manipulation and taking the debt to the moon",-0.7959
2644,"Had the new fresh beef quarter pounder. What a improvement! I don't care about their stupid stock, their Big Macs are awesome and so is the quarter pounder. I gave this chick a quarter pounder of my #$%$. She loved it. McDonald inspired me to put pickles and onions on my balls. She likes that #$%$ so good. I got my own special sauce baby!",0.9763
2645,This is a complete trash,-0.3267
2646,"To the moon. Be surprised we don’t see that 180 prediction by Thanksgiving. They are popping. Tenders are like AMD video cards, you can’t find them they selling out. Seschuan sauce craze coming back. 200 by EOY?",0.8574
2647,"what is up with McDonalds high level of debt, please someone explain. Thank you.",0.8058
2648,2pm dump coming..like clockwork,-0.4424
2649,McD is American! Americans want and need infrastructure bill passed...and when it does...oh! those hungry workers. Happy meals and Happy days ahead. McD is a bargain. Buy! Buy! Buy!,0.9597
2650,Still shows weakness at colsing that is giving signal that is more downside. When it goes up at closing that is sign to consider covering short position,-0.4937
2651,"$MCD under $209! Keep collecting, projected for $300+ next year.",0.1367
2652,McDonald's is King.,-0.0233
2653,"MCD's debts is larger than the Asset, The share holder value is negative, just be careful.",0.4718
2654,Mcdonalds is at the 200 day average. should bounce because technical traders get excited about it. buti think you can buy lower in future. not much growth for 26 multiple. competition is too fierce.,0.7419
2655,"a lot of stocks are Wall Street trading toysthey trade irregardless of value MCD worth $106 to $159, Seeking Alpha and my comparison to the 10 year yield at 3% (soon, and it will go higher)what about buying fast food going into a recessionwe are in a recession already, the data will show so later",0.5823
2656,"Will be red soon, upgrade means less down today",-0.348
2657,You would be an IDIOT to buy when this is $20+ ABOVE the 50 day average and the dollar at 52 week highs!! This WILL retrace back towrds the 50 day average....it ALWAYS DOES!! 50 day average at $169.....heck...SHORT until the low $180's is still a great trade!!!!!!!! I am SHORT 1000 shares with a stop at $190.,0.4174
2658,"Gorgeous Gals tend to eat a lot of McDonald's. The Prettier they are, the more McDonald's they eat. I think a woman who eats a lot of McDonald's is very s-xy.",0.8505
2659,"If the alleged sales miss is due to the hurricanes as they suggest, then it will be a short lived blip and the train will continue onward. Nice chance to buy. Plus should be announcing dividend increase soon.",0.6004
2660,Should I be worried by the drop?,-0.4683
2661,As an investor I'm disgusted by their Trump tweet. Way to alienate half the country.They need to find out who tweeted that out and fire them.,-0.6381
2662,CV plays for me is micyD's & Blue Apron APRN,0.6786
2663,What a #$%$ day today md #$%$,0.3733
2664,"Heres the thing, there isn't a Chic Filet off every highway exit in America, there is howevera McDonalds off every one.",-0.3487
2665,"No hurry to buy, will pull back at closingMuch cheaper soon",0.0164
2666,I'm Mclovin it,0.0086
2667,I see a head and shoulders pattern on the one year looking like this one breaks down to the 198 level,0.3953
2668,Dumps when SPX up and dumps even more when SPX down,-0.6524
2669,I'm buying at $175.00,0.267
2670,"There seems always stuff going on around the world.... the best way to invest in my opinion is to buy businesses that have been around for decades, and still irk out a sensible profit year in, year out. Look no further, MCD is it.",0.8389
2671,McDonalds to close 200 restaurants.,-0.0772
2672,"I worked at McD as a teen in early 1980s. A great 1st job experience and fond memories. Been a long term shareholder. It's a good time to add MCD shares here IMO and collect a sensible dividend. Over the long run McDonald's stock should go up. It's hard to compute what their real estate holding is worth nowadays. It's a quick sensible meal at a decent price. As a travel abroad often, I am seeing McDonalds everywhere - Sweeden, Denmark, Normay, UK, Hong Kong,...",0.9823
2673,Trying to buy a Signature Crafted sandwich in local McDonald's last night. They said they don't have it any more because VERY FEW PEOPLE ARE BUYING THEM. I cannot believe signature crafted sandwiches lost the novelty so soon. That is why McD launches the new Dollar Menu in 2018.,0.6517
2674,"McD CRASHES again! ""Paging Mr. Madoff, Mr. Bernie Madoff, you have serious competition.""",0.2032
2675,"McDonald's ignores vegetarians and vegans for decades even while Burger King has had a veggie burger for 18 years and now has an even better one, the Impossible Whopper. Finally, McDonald's makes a veggie burger. Because they care about their clientele? Nope. Market share. #$%$ McDonald's.",0.8
2676,People who’s still getting food from restaurants have no idea how serious the virus is. I haven’t bought any ready-to-eat foods from outside for a month and will keep doing so until there’s a treatment to the virus.,0.7557
