,Recent headlines and conversations for MA,Polarity
1660,MA is bouncing!!! Big comeback for MA!!!,-0.4163
1661,have you seen this technical analysis on ma stock http://prwire.press/2019/01/06/mastercard-ma-technical-analysis/,0.2267
1662,"Tomorrow I hope we go over $ 200 , this is not asking for much ...",0.4493
1663,Mastercard recently patented their own blockchainhttps://techcrunch.com/2017/11/14/mastercard-has-filed-a-patent-on-its-own-blockchain-based-money-transfer-solution/How do we think this will effect the future movement of the stock?,0.5313
1664,To see an awesome chart click on MA max...beautiful,0.6924
1665,Bernstein sets one-year price target on Mastercard - to $355.,0.265
1666,Most likely,-0.0448
1667,"I told you so. The big boys just laugh all the way to the bank. I already told you that MA is not Chinese internet stock, down 9 points in one day, that will happen when CEO of MA passes away, or gets legal problem.",0.4641
1668,This is bogus. Should be up $10.,0.2451
1669,Earnings pre market Friday????,0.4672
1670,Visa numbers bode well for MA. Should be a blowout number manana,0.1341
1671,Ridic overreaction whole market is gargage,-0.1718
1672,Sad it can't break thru when everything else is on fire.,-0.6297
1673,Love this stock in my portfolio...it has most of my confidence for a 20 year outlook ...never touching this one,0.8723
1674,"Are stocks going to get a Biden bounce tomorrow? If so, I suspect it will be short-lived. Go Trump 2020.",-0.3305
1675,@Mucho 5 years? How about 20 years?,0.143
1676,"MA will reach $ 205 in the next hour! BUY, Buy, BUY,BUY!!!",0.3889
1677,"l the ""do nothing democrats"" are going to kill the economy and wealth of this country. They need to go away, how is it possible they vote down this bill. They do not like and Worry about $500 billion in loans to companies and rather see money go to workers. NONSENSE and SHORT SIGHTED. If these business go down the unemployment concerns will last for years.They are a JOKE!",-0.9035
1678,The Master of all Cards and the 500 pound gorilla of Fintech. Stock Royalty.,0.706
1679,Mastercard + Square + Visa = $$$$$$$$$$$$$$$,-0.0235
1680,A BIG DAY FOR MA!!!,0.3071
1681,Feeling good about my add at 259 yesterday. Let's see if it holds.,0.699
1682,Downgrade today from Oppenheimer.,-0.0229
1683,cut my lose @10% and doesn't see any end of bear market in sight.,-0.7541
1684,I'll wait f or the dip before I buy.,0.4407
1685,"the dummies that are copy pasting their propaganda to protect your short positions are going to lose it all, we have months of healthy market trading left",-0.1241
1686,MA is still up maybe 10% for the year most of everything is in negative territory,-0.573
1687,MasterCard & Visa Will be big winners when Covid-19 is the past. No doubts. Buy now because people are scared about the future. It’s pretty cheap. You can buy Heineken with 54 multiple or Ma with 54. MA is better but we will drink. Thank you all and have a nice day,0.8943
1688,short sellers at work on this one,-0.2939
1689,"Regarding Kroger vs. Visa, I thought V and MA charged the same amount for transaction fees. I guess this is not the case (anyone know?) Also, do V and MA negotiate transaction fees depending on size of vendor, e.g. Amazon might have negotiated a great deal with V and MA relative to Mom and Pop (smaller vendors). Anyone know? thanks",0.9366
1690,Added more shares at close ,0.2244
1691,"Just hold and wait it out.... the economy is booming and people overreact. It goes against everything that the best investors instruct intelligent investors to do. You only lose money when you sell... what goes up, must come down, but enough momentum by a strong market will keep pushing it up and up",0.8957
1692,"The chart looks like it's set up for an upswing. Hope you bought the dip, I think we're about to head higher. GLTA!",0.923
1693,Breaking: MasterCard price target raised to $395 from $360 at Susquehanna MasterCard price target raised to $395 from $360 at SusquehannaRead more at:https://thefly.com/n.php?id=3158296,-0.1435
1694,Strap yourself in and see you at $500 by June!,0.2694
1695,"from the bbc...Bank notes 'may spread virus'British and US currencyPA MediaCopyright: PA MediaThe World Health Organization has warned that banknotes may be spreading coronavirus.A spokesman has advised consumers to use contactless payments to minimise any risks.“We know that money changes hands frequently and can pick up all sorts of bacteria and viruses,” a WHO spokesman said.“We would advise people to wash their hands after handling banknotes, and avoid touching their face.”Last month banks in China and Korea began disinfecting and isolating used banknotes as part of efforts to stem the spread of the deadly virus.However, a Bank of England spokesman told the Telegraph it had no plans to follow suit, adding ""the risk posed by handling a polymer note is no greater than touching any other common surface, such as handrails, doorknobs or credit cards”.It is not known how long the virus can survive outside the body, but experts believe the odds of contracting the virus via inanimate objects are low.Article share toolsShareView more share optionsShare this postCopy this linkhttps://www.bbc.com/news/live/world-51734185?ns_mchannel=social&ns_source=twitter&ns_campaign=bbc_live&ns_linkname=5e5f865f4958db067adf0b21%26Bank%20notes%20%27may%20spread%20virus%27%262020-03-04T10%3A46%3A28.551Z&ns_fee=0&pinned_post_locator=urn:asset:ff1d6cd1-f7a2-4e5a-879a-bf554759f5b1&pinned_post_asset_id=5e5f865f4958db067adf0b21&pinned_post_type=shareRead more about these links.",0.9368
1696,199...three trading days ago at 214 and change....buy buy buy.,0.3543
1697,unreal. my timing is just unbelievable. lose lose lose.,-0.6955
1698,Huge spike up on 6/3/2019. Looks very bullish.,0.6514
1699,"I am long Mastercard and VISA, but what we are seeing here is disconnected from reality. It is simply FOMO, nothing more. I am not buying it for now.",0.7185
1700,Which is a better bet MA or V ? can hold for 8 10 years ?,0.3259
1701,Mastercard is a monster company. Stand behind while it continually beats expectations.,0.5277
1702,Down again.,-0.213
1703,"Long MA, V. Anyone know why MA up 1.85% today, V only up 0.32%? Plz share if you know of specific news item affecting one and not the other, or have theory or opinion. Thanks.",0.9107
1704,Today’s Barron’s has a lead story on MVP. MasterCard Visa and PayPal. The last 3 years the total return of MasterCard is 168% and Visa is 114%. PayPal is 189%. If you own Visa you need to switch to MA ASAP. You cannot afford to lose out on 54% returns every three years. IMHO,0.4191
1705,MA is reporting earnings before the market opens tomorrow. I expect phenomenal sales and earnings results. This is the last opportunity to acquire shares below $ 181. I expect that MA will reach $ 184 before 10:30 AM tomorrow.,0.6089
1706,Did you all note that it's down (thank you FB) on almost no volume but with any volume MA is up. If earnings are good in the am then this after market garbage will be erased quickly as long as FB doesn't create a fire sale market wide. Thoughts?,0.7766
1707,"Going to keep dipping.. Only Tuesday, Wait, and just nibble..... GLT",0.4293
1708,"Earning report is due on the 27th, any predictions?",0.2224
1709,MA is down 4.99% to $187.63,-0.4608
1710,On fire again. Vamos!,-0.3538
1711,Mastercard is down 5.29% to 300.33,-0.2462
1712,MA reached an all time high at 292.40,0.0757
1713,All in at $225,-0.0671
1714,V ricks in the AH with awesome earnings beat!!!,0.8686
1715,Lots of the 1.3 trillion will flow through MA and V through the remaining holiday period and deep into the first Qtr!,0.3408
1716,"This was a set up, as some big manipulators had bought PUT options, and they could have lose all if it goes up. By putting the price going down, they made money, and then it will go up/down....no problem to those suckers.",-0.4238
1717,No stock split,0.0326
1718,Now it’s going down a bit more than it should be,-0.087
1719,PYPL is flying,0.0
1720,"The idiot below, screaming at us, with a deranged mind (no doubt a liberal, leftist) is evidence enough for theWazoo Finance fascists to eliminate all conversations. A sad day for America.",-0.9081
1721,MA reached an all time high at 306.57,0.0757
1722,"Massive story developing on hedge fund being investigated for fraud, insider trading and more – good story here: https://stockmanipulators.com/moez-kassam-and-anson-funds-a-tale-of-corruption-greed-and-failure/",-0.0005
1723,if the stock goes up tomorrow .... sell.... buy back late Friday or monday.... look at the history of the last 2 yrs. on this announcement day.,0.3741
1724,How high it can go today? Any prediction,0.3411
1725,MasterCard is the poor mans Visa,-0.4732
1726,"V starts to pull away from MA, let's see how MA will close the gap by the close today.",-0.506
