,Recent headlines and conversations for CSCO,Polarity
1746,Some windows and doors broken at the Capitol = National emergency!Thousands of businesses damaged or destroyed = Progress!,-0.6934
1747,remember for 8 years the fed had to bail out joe and the illegal half a home boi they are failures that live off our tax dollars nothing more,-0.3113
1748,China Boasts It Is Getting Rich Selling Syringes to America,0.6707
1749,"When is yahoo gonna clean house here with all these political nuts now that the election is over, or are they just going to sit back and let it go on. One guy lost and one guy won. Get over it. This is a stock message board.",0.8432
1750,mares7 minutes agoThe Great Bush Recession - was ENDED by ObamaThanks for trying!the fed saved obama thanks for lying,0.3902
1751,When is Jo Bye-Hen going to implement his green plan....I can't wait....my 0il_stocks are going gang busters...Yes...keep up the good work...shut down more Pipe_lines so I can make more $$$,0.6794
1752,Ralph? That is what the rookies all did outside the bar on New Years Eve!!!,0.7075
1753,West Virginia doing best job on vaccine rollout 98% white Just saying Maga,0.9377
1754,"True, Congress just raised the minimum wage 14 years ago.",0.3824
1755,Shucks it is fun watching you fellas pretend.Making up stuff and such.Really seems like a good time!,0.898
1756,Two flushes today. Both served the same purpose.,0.1418
1757,Prez Bye_hen to allow 25 thouzand asylum see-hers into the US...and you SnowRooms were hoping for that $15 pr hr job.... The big-box stores want good workers....not lazy SnowRooms...hows the free college program coming along?,0.8797
1758,"People who are Democrats today have been denied the truth by the Main Street News Media and by Big Tech such as Google, Facebook, Twitter and Yahoo all of whom have censored free speech over the Internet. Real communications have been shut down by these entities and have caused irreparable damage to the American People and to their Government.",-0.2689
1759,"Two types of shoppers. Investors and the rich use a tiny fraction of their income to buy staples, where welfare trolls use the vast majority of their hand out for the same basics. So while I won't like $8 gas, it really won't affect me at all. You on the other hand will see your welfare buying power cut in half. So that $1.9 trillion give away fest and $1400 will destroy you in the end, it only makes me richer.Enjoy chewing on that, son.",0.9341
1760,The Demtards have killed the American dream.,-0.5525
1761,Mares hab so manee dbl chins it needs a bookmark to find it mouth.,-0.0416
1762,"Dems will never go for this. They want their PORK for poorly run Demtird cities.GOP Rep Amends Dems' COVID Bill, Redirects Pork Spending to Americans in the Form of $10K Checks",-0.1092
1763,Close your wallets that is all,-0.0918
1764,"Ha ha, Bernie Sanders controls the Senate Budget Committee. He says he’ll use Reconciliation again. Try to stop him",0.4476
1765,C'mon CSCO close above 45 and stay there for at least a few days ...,0.598
1766,"Joe said he had a solution for the pandemic, yet he lets Innocent Americans die from Covid every day.",0.7024
1767,"$CSCO $WIMI $NFLX The current market value, I think, is undervalued",0.3193
1768,Seems forward estimates are going to have to be raised. Buy.,0.1656
1769,They have the taxes.,0.041
1770,get back to business forget politics and move on,-0.0174
1771,Wow! AOC has now raised over $4 Million for Texas Aid.,0.5967
1772,Stan24 seconds agoRon is right. Breaking store windows downtown and Desecrating the Nation’s Capitol are not equalAsk the business owners how they feel ??,-0.3592
1773,All these studies to fix income inequality. Has anyone suggested to the lazy trash maybe get a job ???All replies welcome,0.175
1774,"Cuomos, 10s of thousands died under your watch!",-0.5413
1775,So it was no on the 2000 promise lol and now it’s a no on the 1400I hope you guys can return those gold teeth and spinning rims?Snicker,0.6644
1776,He is doing great! IMO of course,0.7905
1777,Keep your pictures of your johns to yourself Willum.,0.14
1778,We’ve seen Joe in action for a few weeks now. What does the Public think of Joe so far?,0.8444
1779,Worshipping the Golden Rump at CPACMagaLol,0.6032
1780,every little uptick in the nasdaq is being sold REAL traders have no confidence in joey b,0.0878
1781,More than 1 Million Texans still lack clean Drinking Water.,0.2112
1782,Is Hunter attending the inaug?where is he?,0.1956
1783,ANTIFA BLM creating havoc. Not the peaceful protesters.,-0.0702
1784,One of your friends on the ward Ron?,0.5571
1785,"America watched in horror as DemocRATS burned buildings and cars, killed people and Pets, looted stores, beat people, screamed obscenities at citizens and Police. That’s right, you can’t hide it and America will never forget the violent Left!",-0.9542
1786,Super Bowl champs Tampa Brady Bucs made Americans proud!,0.8734
1787,how was the weather in Cancun,0.063
1788,Should have sold the other day.,0.2696
1789,I was neber prdjudice till I mets Marez!!! HUH UH!!!,-0.6977
1790,Sides that what be yo job Mares. Eat and provide work for the nursing staff? HAWG!!!,0.3964
1791,"Very True, Covid Relief will pay for itself.",0.598
1792,We'll gladly pay you never for a hamburger todaywimpy joe,0.7384
1793,joey.... wont be posting once fbi finally tracts him down for his Jan 6 sedition and treason....enjoy joey... where you are going you may have to humm some one to get a brief chat on a cell phone,0.1412
1794,"You shouldn’t own the stock, sounds like you don’t know technology or the strategic acquisitions they have made year over year.",0.7633
1795,OT: You are aware that the guy who lost doubled the UE rate yes?,0.4377
1796,"Robert45 seconds agoLife jess keeps on gettin harduh and harduhYes but it’s not their fault, those mean statues kept them from taking advantage of the free education my tax dollars provide Snicker",0.7912
1797,looks like we're back to playing the delete post game im ready lets play maga,0.8501
1798,America cheers for Trumps acquittal.,0.2626
1799,Up at the moment 2.5%+. Is the dormant volcano starting to shake?,-0.0082
1800,"Keep some cash on the sidelines, Byedung will crash the economy for FOR SURE!",0.2357
1801,Looks like Mars will be BK soon. lolz.,0.533
1802,Why would Bidick do away with lower prices for insulin and epi pens for low income households? Seems kinda odd,-0.6027
1803,"JB in December: ""My son, my family will not be involved in any business, any enterprise, that is in conflict with or appears to be in conflict, with the appropriate distance from, the presidency and government."" Uh-huh. Right.- Thy Willby Dunn",0.0939
1804,"Ah, if only giving people money would make them forget just how mortal they are...",0.616
1805,I guess Demtards don't really care about ending racism. They just want to use racism as a political tool.,-0.8777
1806,When Kamala legalizes drugs How will the get oh trash make a living?? Maybe Dey’s can get those good Walmart stocking jobs Roflmao,0.8608
1807,"Mares is very ""Regular"" always takes a dump like clockwork about 700AM. Problem is Mares doesn't wake up till 800 AM.",-0.5916
1808,Joe’s going Cut Taxes for working familiesAn expanded earned income tax credit.An expanded child tax credit.A bigger credit for those paying for child care.,0.7713
1809,"Vice President Kamala Harris has had yet another call with a foreign leader Tuesday, without her boss. Where's the boss? Who's the boss? - Thy Willby Dunn",0.6993
1810,I got Mine!,0.2672
1811,"DOW CHART SURE LOOKS LIKE it will DROP to the 200d///how far lower///will see///when its time the big boys will take most of your profits away an you will be left holding more credit card debt,,,pay your frikin DEBT",0.8432
1812,Jail would be too good for NATZI PELOSI ....,0.513
1813,Joe said you can't go into a 7/11 without an Indian accent.,0.6234
1814,"Q.What is the difference between a hurricane, a tornado and a Trump supporters divorce?A. No matter what, someone is going to lose a trailer!",-0.106
1815,"Demtards are failures, a laughing stock The only reason we let them stay is to stock Grocery store shelves Even Joe admitted that Maga",0.8554
1816,"Why you so terrified, William?",-0.5146
1817,PO Mares jess cant get no respeck!!! HUH UH!!!,-0.8471
1818,"Byedung has lifted the travel ban from terrorist nations. Don't worry, Eel Anne Oh Marr said some people will just do some things.",-0.6988
1819,this is the 2nd time the fed had to bail out joe and the half home boi thanks jerome maga,0.7865
1820,Notice nobody here defends Joey Plugs. That speaks volumes.,-0.2479
1821,"Joe is the laughing stock in politics, sources say.",0.8261
1822,Jeff Bezos knows Byedung will destroy the economy. That's why he's quitting Amazon while he's ahead.,-0.7268
1823,"If anyone should pay Reparations, it’s the former confederate states. Why should Vermont pay for Alabama’s sins?",-0.6418
1824,"“I am extremely disappointed in the Administration’s decision to cease progress on Arizona’s Resolution Copper project, which is set to grow jobs and is estimated to create a direct and indirect economic impact of more than $1 billion to Arizona’s economy every year,” Ducey said in a Monday statement. Don’t Libtirds realize that without copper there is no electric cars, windmills, or anything as far as that goes. Libtirds are the Enemy of the People and they Eat their young!",-0.214
1825,At least we don't have to worry about Dr. Seuss.,0.6213
1826,"Demtards love democracy, that's why they are changing election rules to ensure their party stays in power forever.",0.9248
