,Recent headlines and conversations for GS,Polarity
1939,"InterestingYankel, a Hasid who as a matter of course wears a black suit and coat, as well as the long, curled side-locks, called peyot, dangling below his dark yarmulke, says he was walking down Main Street a few months ago when a car pulled up next to him. “Jew!” the driver screamed.“I told him, ‘You must be a genius! How did you know I’m a Jew?’” Yankel told Newsweek.“I’m glad they used that name,” Yankel says as he and his wife of 42 years relax on the expansive porch of their Bloomingburg home, which is not in Chestnut Ridge. “It’s a lot kinder than I’ve heard before.”For the backers of Chestnut Ridge, stories like Yankel’s demonstrate that opposition to the project is rooted in anti-Semitism. On September 8, 2014 the project’s developers and several Hasidic residents of Bloomingburg filed a $25 million civil rights lawsuit against the village and the town of Mamakating, alleging that nobody in Bloomingburg had a problem with Chestnut Ridge until false rumors circulated in the summer of 2012 that the development is exclusively for Hasidim. (An ad for Chestnut Ridge which ran October 7 in the Times Herald-Record newspaper, which covers the Hudson Valley including Bloomingburg, does boast that neighborhood amenities include “houses of prayer and institutions, including a synagogue, post-marriage learning center and spas”—alongside a house-shaped graphic with the words “equal housing opportunity.”)SIGN UP FOR OUR NEWSLETTERSIGN UPUpdate your preferences »Residents have honked and hurled coffee cups at Hasidim, the lawsuit charges. A building inspector order",0.9697
1940,Will: the pope & Vatican must confess to their Holocaust collaboration...It’s the decent thing to do after such a giant indecency.Open up those ww2 files let the chips fall where they may.Ironic bc after yrs of professing innocence of stealing Holocaust victims assets the Swiss bankers get caught trying to destroy the evidence of assets and must come clean.One Indecency followed by yet another.They learned nothing....Pauline ️,-0.7993
1941,"White House officials, including Kudlow, have been accused of trying to minimize the danger of coronavirus to stabilize the markets and the economy.",-0.6989
1942,Hey new CEO. Isn't it time to say you misspoke and that Goldman will be instituting a $ 10 Billion stock buyback immediately?,0.7101
1943,"I still believe in ""Alternative Investment's"" like Silver/Art/Collectables/Etc., why depend only on World Market's that are controlled by the wealthy and Trade Bot's ?????Also just in case you didn't get a chance to read this before or, you just don't understand the Wealthy/Political Group's staying Power and Knowledge to get thing's changed for their benefit's !!!!! Here it is again !!!!! Wealthy/Powerful Families Children meet each other when they start going to school at Private/Military/Etc. school's, then for the Children who don't meet at school, you then have ""KEY Families At School's"" who introduce each other. Now tell me this doesn't happen and hasn't been happening for ""GENERATION'S"", think about it because many have seen or lived it somewhere in our lives. This happens around the world despite coming from different countries with different Government's, this is how the wealthy/powerful keep their status that nobody seems to understand just how it get's done and connected. What we need is ""Investigative Reporter's To Dig Into This ISSUE"", connect the dot's for the world to see. Think about it because, you all know it's true. God Bless The USA.",0.9863
1944,"The economy is pumped up on steroids. The next crash will be worse than the last., unless they raise interest rates.",-0.3863
1945,GS-PK reached an all time low at 22.63,-0.1847
1946,"Cash hoarders, Don’t sell $BA, but take a look at $GS. Has a good dividend.",0.6647
1947,"“The spaces that have been created to supposedly do this are not working,” said Shapiro. “People I know who are deeply connected to the Jewish community and have progressive values and people who aren’t necessarily strongly connected to the religion but feel outraged that things are happening in their name … needed a space to speak out.”Though united by a common feeling of resentment and anger towards the war in Gaza and the occupation of Palestine, the group is diverse in how they practice Judaism, and come from various backgrounds and perspectives.“We want this to be inclusive of people who are feeling similar things to us,” explained Shapiro. “A lot of the organizations that already exist have really hard lines on where they stand. We haven’t taken a hard line.”Instead of taking a rigid political position, #IfNotNow has taken a much more human outlook than most groups. They call on the leaders of major Jewish institutions to stop supporting the ongoing military onslaught that is taking Palestinian and Israeli lives. They make this in their open letter which was recited in their action on Monday. The letter speaks of their grief for the amount of loss that has happened to Palestinians, and the needless loss of Israelis that have been fighting in Gaza. They recognize the immense inequality Palestinians face. They say that they are, “Outraged that so many speak of Palestinians as if their lives were worth less than our own, outraged at the justifications offered for the killing of so many.” They “reject the view that ‘we have no choice,’ that this violence is necessary and inevitable.”#IfNotNow members are standing up as Jews to oppose the war and occupation, and to mourn the immense loss, as Shapiro said, “in a Jewish way that seems important at a time like this.” They are part of a movement of trailblazers who are not only recognizing the humanity surrounding the conflict, but also rejecting the narrative being repeated by many, and advocating that occupation and the dehumanization of Palestinians must end in order for there to be peace, freedom, and dignity for all who reside in Israel and Palestine.",-0.9784
1948,‘God help us all! The end is near!’ Mike Huckabee reacts to the closing of Waffle House locations around the country,0.3816
1949,"Donnie trying so hard to change subject...Today he says China deal could come ""soon""...After blasting them in his UN addressBUT THEN...That was before Impeachment EnquiryXi knows WHO is TOTALLY in-charge...Under the circumstances...Will Donnie SELL US OUT...After ALL HIS BRAVE WORDSYou betcha",0.7733
1950,Chief Rebbe states we place ourselves in circumstances not find ourselves in circumstances,-0.3121
1951,"Trump Praises the Stock Market at 24,000 That He Said Was a Bubble at 18,000",0.563
1952,TWO RATE HIKES are COMING SOON!INFLATION is RISING EXPONENTIALLY!$JPM $GS $TSLA,0.8275
1953,crown does not believe.... Wall Street trading is dominated by ZeebergsIts all A-SMore anti-A-S denials by crown'The world according to crown',-0.0354
1954,Cohen took big money from Att and Novaris for Trump Now I submit what country Paid Cohen for special treatment???,0.8725
1955,Bullish Indicators ahead. https://cweb.com/2018/02/19/goldman-sachs-and-its-potential-for-the-year-2018-cweb-com/,0.0316
1956,"Breaking: Just when you think you've just about heard almost everything you possibly could about sll the Irregularities in the 2020 Election, a brand new one has just surfaced. The DOJ has been given hard evidence and is investigating a Pakistani Company linked to the Pakistani Military which has requested and been given access to the information on Nevada's Official Government Voter Information Data Base. You may ask what possible reason could this Pakistani Company have had to request this type of information? Good question!!!!! That's why the DOJ has just now opened an official investigation, including who and why Nevada authorized the granting of this request. The momentum and weight of the evidence of 2020 Election Irregularities is definitely shifting the Pendulum towards President Trumps Favor. There now seem to be more than enough Illegal Out-of-State Voters, Dead Voters, Late Processed Ballots, Signature Unverified (and Unverifyable) Ballots, Other Illegal Voting Status Ballots, etc., even WITHOUT the Computer Forensic Analysis on the 22 Dominion Machines which are now in custody and are more than halfway through being analyzed [reportedly by Military and Commercial computer experts] to result in FLIPPING the Entire 2020 Election To President Trumps Favor, possibly without the necessity of even just a modest SCOTUS Case...",0.5776
1957,"Copper price seems to be steadily strengthening; possible leading indicator of potentially improving World Economy, major industry shift to EV's and/or near term amelioration of U.S. China Trade relations...",0.8326
1958,"I've not seen Pals launching rockets and missiles across the Gaza Border into Israel with slingshots, but it might make an interesting DARPA Project...",0.6688
1959,Just shorted 500 shares of GS at $223.50... what a beautiful deal !!,0.839
1960,will they get retailers to comeback again and dump on them bubble stocks agai. sure looks like it,0.3826
1961,$NIO made sell order at $100 GTC,0.5913
1962,"US BEWAREIsrael: Netanyahu questioned over corruption chargesPosted By: IANS Published: Tuesday, January 3, 2017, 10:20 [IST] Subscribe to Oneindia NewsJerusalem, Jan 3: Israeli police have interrogated Prime Minister Benjamin Netanyahu over corruption allegations, a statement said. Attorney General Avichai Mendelblit had earlier ordered probe over two separate corruption charges against Netanyahu.",-0.7725
1963,CRAMER ROFL BUY AMZN ON ANY DIP. DOWN 100 POINTS FROM THE MORNING HIGH.,0.9314
1964,Donnie could have been in Michigan today...Cheering and taking credit for...THE FIRST SHIPMENTS OF VACCINEBut then...He is a 'Lost Soul'...Still chasing ghosts...OF AN ELECTION LOSTPoor DonnieMay he find solace with 'his SS'As adolf did his last few days,-0.2273
1965,"TRUMP WAS READY TO SELL HIS SOUL AND AMERICAN SOULS TO GET ELECTED AGAIN, ONLY CARE ABOUT HIMSELF",0.7868
1966,Anti-Semitism fake news??????????????,-0.6199
1967,Billy Preston - My Sweet Lord (Live),0.2707
1968,"Beijing is playing Trump “like a fiddle,” an ex-ambassador to China says",0.4252
1969,"The federal lawsuit claimed the RNC and the state GOP had off-duty police stand at polling places in urban areas wearing armbands that read “National Ballot Security Task Force,” with guns visible on some.",0.05
1970,"AAPL cap is 1.5T Goldman 69.345B ... over the years, who would stay in GS?",-0.5523
1971,The end game for China in the Trade War is Europe---the building of trade alliances in that region that will last decades while the U.S. dithers w/tariffs on a worldwide basis.,0.0494
