,Recent headlines and conversations for BA,Polarity
1824,"(Bloomberg) --Flydubai plans to start flying its Boeing Co. 737 Max jets from April 8, marking another step toward the aircraft’s global return to service.The Dubai-based carrier has “met and exceeded the stringent requirements” set by regulators in the U.S., Europe and the United Arab Emirates, the company said in a statement Sunday. “Passengers will be notified in advance of travel if their itinerary now includes a flight that is scheduled to be operated by a MAX.”Flydubai idled 14 Boeing Max jets in March 2019, when the model was grounded worldwide in the wake of a second deadly crash in five months. The low-cost carrier has ordered 251 Max jets as it pursues an aggressive regional expansion. Those planes are meant to feed into longer-distance flights by its partner Emirates, which is also government-owned.",0.9336
1825,"Cramer was right, buy before it hit 220?????????",0.4005
1826,BOEING best buy on Wall st today.,0.7993
1827,"Hey, did you know that Tilak, John, Richard, OM, optima, Kevin, a, ., Greg, DCF4s, Joe SC. corned.beed.dude, keep emotions out, Chester, Darrell, are all one guy. One guy logs in and out of 26 accounts. Yes, 1 guy. Iam is the ringleader.",0.9072
1828,john/coco are preying the stock goes down.,-0.0714
1829,Take a good look at the next American state of Luna. Colonized by the great BA LMT SPACEX and America,0.7816
1830,"Breaking:""Boeing's infamous 737 Max plane has a new electrical issue affecting 106 planesBen Gilbert,Natasha DaileyBusiness InsiderThu., April 22, 2021, 11:14 a.m.""",0.0144
1831,"Jefferies analyst nothing burger has turned into a choking burger now-""Boeing stock plagued by latest electrical issues whose scope remain unknown""",0.0436
1832,Southwest Order is First....but it will be huge,0.5551
1833,"273 was price manipulation 228 , tis is one plane crash from 150...!!",-0.4791
1834,$AAPL $BA $WIMI There is no limit to the rise. So you can play to your heart's content,0.072
1835,$400 by Labor Day?,-0.197
1836,"looking at ""boeing machinists strike of 2008"" on wiki and found the end results was :""the strike cost the union members an average of $7,000 in base pay and cost the company $100 million per day in revenue and penalties with a postponement of the delivery of aircraft.""ba management better stop laying off folks and better listen to somebody before they run this company further into the ground.",0.8253
1837,https://www.bnnbloomberg.ca/boeing-poised-to-deliver-787-jets-after-five-month-drought-1.1582312,0.0
1838,"In other news, Nugent is sick.",-0.3294
1839,"WH and FAA must be giving a beating to Boeing on the electrical issue, grounding hundreds of Max 737 and creating a mistrust among consumers!",0.2165
1840,Don; like Maynurd ferguson on LSD memeorila daytry thishttps://www.youtube.com/watch?v=mWJtS43toD0,0.4055
1841,"BRING LITTLE JIN $500, come come come.",-0.1179
1842,"'Overall boom of people booking': New Englanders plan trips, calling it 'revenge travel'https://www.providencejournal.com/story/news/2021/04/29/travel-restrictions-ease-experts-predict-more-revenge-travel-vaxications-covid/7382547002/",0.0869
1843,"Can you guarantee any other stock to double within 12-24 months? No, I didn't think so.",0.6007
1844,Stone age GOP thinking: https://god.dailydot.com/alabama-fails-in-attempt-to-overturn-school-yoga-ban-because-of-fear-of-hinduism/,-0.4386
1845,ill take some more discount shares ...Thank You,0.1862
1846,It went up nicely I see. I thought it was going down today. Isn't this what Iam and his 25 fake accounts said?,-0.0648
1847,I love it when Coco gets panicked!,0.3963
1848,"Those who decide to demonstrate their contempt for the health and safety of others by refusing to wear masks or otherwise disrupt the activities of flight crews on commercial planes now face hefty fines of up to $35,000, and possibly imprisonment. In April, the Transportation Security Administration (TSA) reiterated its policy requiring that air travel passengers wear masks during flights and at airports, and extended the requirement through mid-September",-0.884
1849,I smell 220 by EOD,-0.2786
1850,"I bought an option (call). paid 1,100$ and it will expire by June 18th. Waiting for Boeing to fly again...",0.262
1851,"Wait for institutional selling; they must have high levels of contacts in FAA and Boeing, and perhaps waiting to learn the scale and prospects of re-grounding of whole fleet of Max 737!",0.664
1852,Breaking “ Cramer’s charitable fund trimmed position in Boeing and other stocks in anticipation of a market pull back “,0.6102
1853,Get out now-Dow is expected to shed 1000 points; the critical area is 33600!,-0.3474
1854,Jest pick up some more BA ! Don’t mind the dips at all! Long and strong Good luck to all,0.9424
1855,A will be over $300 within 4 weeks. Better days ahead. Wall St is off today. Keep smiling.,0.7543
1856,I can't believe it. BA above 250!? Could I have been wrong?,-0.3675
1857,Thinking there are better places to put my money than BA.,0.6149
1858,"@serkan, No, electrical issues are Nothing Burger and quick fix as per Jin & associates and Jefferies analyst!Jefferies actually raised the price target to $300 after electrical issues were discovered!",0.177
1859,"Airplane maker Boeing is back in buy range above a 244.18 buy point in a cup base, according to IBD MarketSmith chart analysis. The 5% buy range goes up to 256.39.",0.8855
1860,"Added shares $233. First buy since $147. Probably end up regretting that buy decision, just as I regret not selling the original 1k at 260+. I am a very confused investor these days, lots of greed mistakes.",-0.4771
1861,"Reuters - pathetic. The headline is airbus is up 25% on deliveries, nothing about Boeing outperforming that number in Q1. Reuters only runs hit peices on Boeing. Journalism 2021",0.0584
1862,I heard about BA the other day on (http://Multistockalerts.com). It’s looking like an interesting play.,0.8274
1863,"Breaking “ Boeing to Sell 5 Additional Dreamliners to LufthansaEric Volkman, The Motley FoolTue, May 4, 2021, 9:20 AM·2 min read”",0.4635
1864,A still the whipping boy for the Dow I see. Buy dips and hold for $400.,0.4429
1865,Sorry not yet: https://www.cnbc.com/2021/05/13/cdc-still-requires-masks-for-air-train-and-bus-travel-despite-new-guidance.html,-0.0466
1866,"Seriously, Dow up 300 points! Holy Cow, what's gonna happen when Dow gives up some gain!!!!",0.5217
1867,GOING GREEN in 2 hours.,0.1869
1868,"American Airlines Completes Deal For 18 737 MAX Aircraft From Dubai • by Linnea AhlgrenMarch 23, 2021 13Aerospace corporation and aircraft lessor Dubai Aerospace Enterprise (DAE) announced today that it had substantially completed a sale-and-leaseback deal for 18 new Boeing 737 MAX aircraft for American Airlines. The company, owned by Emirates’ CEO, says the transaction reflects its belief in the product strength of the MAX 8 aircraft.￼",0.8966
1869,"So far the price has blown through all the calculated resistance points for the day. If it can hold up here in the mid-230s, the next resistances aren't until the low 240s. If it can at some point bust through around 245 to 247, it will probably then rise rapidly until the mid to upper 250s. Again, not a get-rich-quick scheme, but it's just kinda fun to watch.",0.8196
1870,Tomorrow will be another GREN DAY!,0.2721
1871,It's already dropping. Another red day in the making. Woner if Jinny/Jeanne/Claude will tell us 450 by the end of the month,-0.3141
1872,Report: Amazon Air now controls one-third of all converted Boeing 737 cargo jets,0.205
1873,LOL! Jin is enjoying life after market closed and RED reading ended!,0.6577
1874,Boeing will begin to rise again as soon as today. It was great to buy the dip.,0.7639
1875,"He also said Boeing had fired hundreds of engineers, cut corners on quality, and used profits to buy back stock options for executives.The company has already made top-level changes to its board since a second crash shook the company. Seven directors have already left or are due to step down next week. Board members Larry Kellner and Edmund Giambastiani will be in the crosshairs next week, however, as families and shareholders call for change.",0.2722
1876,Down $9.00 from HoD. Ouch,-0.7193
1877,There are a dozen reasons why stocks fluctuate. BA gained 150 points in 10 months. The graph is trending in a northeast trajectory and longs are all about trend lines. Only shorts get excited over a down day with less than 1%. Shorts are happy with crumbs.,0.8849
1878,It seems we are closing the gap to $300,-0.2458
1879,BA misses earnings..... Again.,-0.1971
1880,"was up a couple grand then ended with a couple hundred lol. gotta lock in those profits ppl, you never know.",0.8793
1881,where is this price going my god I'm down a ton ???,0.3582
1882,"UrMoney - I just read some of your posts, you are a good poster. Curious what's your current assessment of BA as a stock investment and what is your 12-month price target? Thanks",0.9348
1883,253 crash to 235 in 17 trading hours just over 2 days! thats a crash and it not over yet....LOL!,-0.6235
