,Recent headlines and conversations for COST,Polarity
3497,"Traders have only 2 1/2 trading days to get the dividend. Tomorrow the market is open, Thursday closed for the holiday, Friday 1/2 day of trading and Monday the 30 which is the last day.",0.4661
3498,Finally Costco is getting the attention it deserves. The first time it touched 300 was around end of August.,-0.0794
3499,Such an easy buy...it will be green today. Bravo for a company that spends money worrying about their employees. They beat and now their ecommerce platform is more popular. Win- Win!,0.941
3500,You cant keep a good company down.,-0.5529
3501,SHORT U WONT SEE 305,-0.5174
3502,It looks like bouncing on the bottom.,0.1895
3503,glad i bought at 370!,0.505
3504,I wish Cramer would shut up already about Costco!! At least there was an upgrade.,0.7042
3505,Special divided coming soon .,0.4428
3506,"I for one don't see the connection in terms of Whole Foods and Costco. I have shopped in Whole Foods and its expensive. Is Amazon going to change that? Plus I buy all my paper products, eyeglasses, and other non Food stuff that I wouldn't think Whole Foods would even have..I for one think this is a total overreaction and a good opportunity to pick up some Costco to either add to ones position or start one. IMHO",0.9605
3507,"I think after AMZN , COST is a brand and experience company.",-0.078
3508,It is a solid earning -https://www.nasdaq.com/article/costco-wholesale-corporation-q1-profit-climbs-20181213-01019,0.1518
3509,"Held up nicely, just wait until Monday when store numbers are being discussed",0.6581
3510,"Costco Wholesale Q3 EPS $2.05 Beats $1.82 Estimate, Sales $34.74B Beat $34.67B Estimate, Total Comparable Sales Up 5.5% $COSTShould be going up!!",0.8545
3511,why would you sell now? tax reform passed senate and earnings is in couple of weeks.,0.0249
3512,A $20 per share hit today?? What was that all about?,0.5747
3513,"With earnings around the corner, and the BOD paying out over $4billion for this special dividend, should we not be expecting them to beat expectations?",0.8705
3514,"Riyadh (AFP) - A Saudi financial newspaper Sunday retracted an article it published the previous day saying that Riyadh planned to sell a 49 percent stake in state-owned oil giant Saudi Aramco within a decade.""Al-Eqtisadiah apologises for the information published on Aramco,"" said the paper, which like most media in Saudi Arabia is close to the authorities.Saturday's edition quoted an unnamed senior official as saying that the kingdom would sell nearly half of its sole oil producer within 10 years.""The shares for sale and the timeframe are different to those mentioned in the article,"" the paper said on Sunday.The kingdom is looking to diversify its oil-dependent economy and has already announced cutbacks after its 2015 deficit snowballed to $97 billion (93 billion euros).The IPO for state-owned Aramco could take place in 2018 and an initial sale of a five percent share is expected to form the basis for the fund holding around $2 trillion in assets.The firm will next year begin publishing quarterly results in a bid to attract potential investors, Aramco chief Amin Nasser has said.",0.946
3515,"walmart, target, better investment",0.7211
3516,Ligma here. Thinking about initiating a small long position here at these what appear to be bargain prices. Any thots from this board? Patrick seems to think this is going to $310 but I’d rather see him get some ace in Pitt. Conflicted here.Thanks In advance-LigmaAce,0.3395
3517,better cover shorties......................303.00 soon,0.3913
3518,Just add to the DIPS....if any .,0.3211
3519,geezus might sell,0.1228
3520,This stock was the best performing stock to the worst performing stock in my portfolio.,0.5809
3521,COST should be hitting all time highs like AMZN,0.2508
3522,Costco should partnered with Shopify and Shopify should introduce cloud services .,0.2672
3523,stock market just falling apart today again,-0.0181
3524,time to buy another 500 shares,0.4569
3525,"Trump is a crrok , carefull what you read as there seems to be no truth.",0.0953
3526,What are the numbers?.....,0.0181
3527,"the facemask required policy in stores is hurting costco. been watching social media on the subject for a while now. since they started the policy, more and more people have been canceling their memberships everyday. people refusing to shop there until they end the mask policy. if folks are posting on social media about it, you know there are many more doing the same that aren't posting. its gotta effect the bottom line eventually. not sure what to think of it, but i don't think its good business.",-0.484
3528,typical Friday sell off,0.1933
3529,I'm not going back to Costco until they get rid of that ridiculous mask rule.,-0.0082
3530,thank you for the special dividend !!!,0.7835
3531,October sales after the bell. Get ready for a new high!,0.5863
3532,"Inflation just around the corner, and that will be great for Costco",0.4823
3533,Shortie got killed listening to Cramer....LOL,-0.1218
3534,time to buy. Costco keeps climbing. I got in at 168 and it had its ups and down but...,0.3731
3535,"Ok, me know now. Si. we get specel devendin next week! Me Uncle Tito call me, he work Costco main office. During lunch break, he overheard CEO people whispering info. on divedend. Make him rich, no more clean bathrooms for dudes missing toilet.",0.8454
3536,"wow, why the big drop the last 2 weeks??",0.5228
3537,Recession is the word on Wall St. The orange traitor is doomed,-0.6482
3538,HEY GALIANO...GREAT CEO MOVE INCREASING THE WAGES TO 16...THAT EXTRA BUCK MADE THE DIFFERENCE IN MISSED EARNINGS. BRILLIANT MOVE.,0.7943
3539,Hey Tom-nice jump today-just curious-are you taking the bump or hanging for the long run?,0.728
3540,Strong Buy https://cweb.com/competition-is-heating-up-between-costco-walmart-and-target-cweb-com/,0.5887
3541,Is costco stock spliting soon?,0.191
3542,down she goes,-0.0166
3543,https://finance.yahoo.com/news/charlie-munger-buys-more-costco-155946219.html,0.0
3544,buy Bxrx,0.1332
3545,Only reason its up is because people think the Fed is going to cut rates more. Not trading on fundamentals because it would be $200 max if it was.,-0.0463
3546,"WOW!! I'm slack jawed, congrats to longs!!",0.8774
3547,Seems er numbers have leaked already?,0.159
3548,All in,-0.0603
3549,"COST ""upgraded"" buy here.......................jmho",-0.0587
3550,let's get that $20 spike,0.1167
3551,target is 230.00+++ boys...........................,-0.0748
3552,This stock does best when no one is talking about it.,0.7905
3553,Costco is up now due to people try to stock many stuffs due to coronavirus and they will turn after this mess. This year people will spend less money after because layoffs are happening now across the country. The site filing for unemployment benefits crashed yesterday,0.2432
3554,"COST will start to move up again after next week all the fear from Jay Powell subsides. COST beats WMT everyday. Look at TGT, the earnings is still lower than COST.",-0.6876
3555,is this really going to break through 300?,-0.2468
3556,Buyer of the dips...........................................COST almost always rebounds !,-0.2491
3557,BIG beat coming.,0.4949
3558,does anyone know the reddit revolutions phone number?,0.1326
3559,Buffett is still piled on,0.393
3560,A blog post on Option Trading mentioning DIS MU and the reasons behind a new long (call) position in Costco: https://seekingalpha.comhttps://seekingalpha.com/instablog/15663412-joe_retail/5218203-option-trading-great-way-avoid-marrying-stock/instablog/15663412-joe_retail/5218203-option-trading-great-way-avoid-marrying-stock,0.6888
3561,Crazy trading the last few minutes. Quadruple BS.,0.1762
3562,"Shrinking margins. The big problem. After the numbers are inspected, that's what the consensus will be and the line at the exit doors will be crowded let alone what Amazon will do to them imo https://finance.yahoo.com/news/costcos-quarterly-comp-sales-miss-202431174.htmlShrinking margins cloud Costco's profit beat, shares fall",-0.2942
3563,380 then 400.....,-0.0345
3564,"The bull market giveth, the bear market taketh away",-0.3835
3565,"Holding up well here, look for buy opportunities.",0.7983
3566,"There’s no news on Costco, so that isn’t depressing the stock today, especially when the broad market is up. It must be some selling by some institutional shareholder(s), possibly even cashing in in large gains from strong performance over the past couple of years. In the absence of news, this is likely a temporary dip that will correct in a short while, assuming the overall markets aren’t changing a lot.",0.3897
3567,"costco can have great numbers, just like last qtr wall st expect so much more pandemic or not..this stock is just about where it was last qtr its had nice gains, but also gives back those gains",0.931
