,Recent headlines and conversations for COST,Polarity
2825,"COST is overbought and will experience a short-term dip. Hop over to NLST for the weekend. It's about to pop, BIGLY.",0.199
2826,"earlier today in pre market, this was over $6..now look at it",0.056
2827,"If Costco decides to issue a special dividend, it would probably come around Christmas time by providing unexpected money to boost holiday spending, or perhaps in Jan. of 2020, so people can plan and delay the need to pay tax on it until Apr. 2021.",0.7498
2828,"I am glad Costco is doing as well to pay their big dogs with the amounts of shares, they earned it, as I'm reaping the profits too.",0.8723
2829,"So rumor saids, they may pay special dividend in 2019??.Go longs",0.7133
2830,"All this Shorts are in trouble, crying..Current Short Volume ------------------- 4,330,000 sharesPrevious Short Volume ------------------ 3,630,000 sharesChange Vs. Previous Month: ----------- +19.28%Dollar Volume Sold Short --------------- $1.43 billionShort Interest Ratio / Days to Cover - 1.8",-0.7816
2831,"Wholesale delivery, huh? Good move, Costco. Great quarter. Nit's are worried about margins, huh? And competition with Amazon? Oldest trick in the book... don't be fooled. September numbers were off the charts! Nit's should probably worry about Amazon's margins, considering they've never really turned a profit for shareholders. Plenty of growth yet to be had here.",0.965
2832,Another down day for the markets.,-0.1545
2833,"Amazon is only good for buying worthless riffraff like USB cables and Cellphone Cases and textbooks that you don't need to see in person before buying. I hate the packaging. Amazon is a huge garbage generator. Costco is lot greener. They even cutup old boxes so people can carry stuff in it. Love Costco. Going there tomorrow early morning before parking lot gets full. Next to Disneyland, Costco my magic kingdom..",0.9491
2834,Buy on dips if you're not a day-trader.,0.2239
2835,"News Fed pausing out next week, look for big bounce.",0.1344
2836,"Weak hands selling and who would be doing the buying, the same who highlight material weakness in what?",-0.1902
2837,Keep buying more. Loyalty will always prevail in the end. All I know is whenever I'm at Costco the mass crowds say it all !,0.6384
2838,"Walmart rises, Costco soars",0.2727
2839,"I don't understand the fuss about Costco employees getting a better pay/salary. Costco employees normally buys their own company's stocks via their 401k plan selections so with their higher salary means they will also participate in purchasing their company stocks. Maybe not much to create a huge dent but surely Costco is not going to bankrupt. The end of last year they gave a generous $10 dividend/share. The employees' wage increase should not scare the weak hands to start doing selling-off chaos supporting the short-sellers. Selling your long position shares only means you're taking the realized loss, it is a done deal, damage done. But if we all hold your shares, then it's only a temporary unrealized loss, be patient. Do not sell when the price is too low. Costco stores are always busy, it means their business is doing good. Even during the pandemic lock-down, they are doing just fine. For a long term, this is a solid company to keep in our portfolio. Big institutions also hold COST shares.",0.979
2840,https://investor.costco.com/news-releases/news-release-details/costco-wholesale-corporation-reports-march-sales-results-17WTG.,0.0
2841,probably gunna have a bunch of red days now..just like before when we hit the $365 range,0.2369
2842,"Undervalued, have you seen the growth?",0.4392
2843,Look for the RED light sale !!!!!!!!!!!!!!!!!!!!!!!!!as great entry point.,0.6774
2844,Warren Buffet is buying COSTCO...,0.4683
2845,"I bought COST today. Whole Foods and COST are completely different companies with very different strategies. If AMZN wanted to become a COST it would have to totally redo and reface the entire brand and stores.... No one is leaving COST to shop at Whole Foods and the earnings today show that only more people are shopping at COST.... long story short, COST isn't going anywhere and they have a niche that maybe only Walmart competes with, buy when others are fearful.",0.6259
2846,"Berkshire just sold their entire stake of Costco. A whopping 4.3 million shares. Even after this was announced, the price hung relatively tough. Looks like tomorrow the price will spike to $390 & then just may really soar.",0.8721
2847,"Wall Street analysts questioning Costco for their $2 per hour premium to Costco workers while posting 11% ish sales gains is ALL you need to know about Wall Street and how the US economy works for owners rather than workers. Eff that analyst, I'll shop Costco more BECAUSE they take care of their employees.",0.8404
2848,Just little patience.,0.2334
2849,I guess since they increased their dividend they may not have a special dividend this year.,0.8146
2850,it reached Maximum of 350$ no further increase in the price. selling and taking profits,0.5908
2851,"$$$$ is coming back to this stock. Do not sell, hang in there. You will be rewarded! Up 3-4% today !!",0.8683
2852,Nervous,-0.2732
2853,"Time to buy COST, Oct 04 again. I am quite sure that COST number will beat the estimate, becuase of the Aug sales is so great.",0.7914
2854,I was just informed that Costco is closed today? I am BEYOND livid! I gave a lot of guests visiting for thanksgiving and I desperately need more wine. What kind is company closes ALL DAY on what would be a huge money maker? I guess I’ll take my money and business SOMEWHERE ELSE!,0.7734
2855,They report every month basically so not a surprise,0.524
2856,"Wells Fargo downgraded this stock and said it was overpriced. Do you believe them? Heck NO! They lied to their customers, so why would you believe anything they say? Buy COST and hold it. You'll be glad you did.",0.5689
2857,Great opportunity to add here,0.8214
2858,"Costco Wholesale (COST) will report June same-store sales on Wednesday, although Gordon Haskett calls the stock a Buy today.Analyst Chuck Grom reiterated a Buy rating and $350 price target on Costco stock Monday, while also increasing his estimates for last month: He now expects the company will report core comparable sales up 7%, a 50-basis- point increase from his previous model.",0.9244
2859,sold at +$1.09 up because that's the best its gunna get.. this is headed down,0.598
2860,"So with the Debacle that is the new Credit card ""City"" bank switch over as a Costco member for over 20 years the next quarter numbers will be lower . Costco will loose the charge back and possible customers that are being POd by the treatment of Shity Bank.If you are having the same issues as having direct payments refused by Shity Bank CALL Costco do it a lot and loud .",0.1055
2861,keep your shares,0.3944
2862,Costco is one of the few that are surviving this corona virus outbreak,0.773
2863,Went to Costco in Boston Hts Ohio on Saturday and it was a madhouse. I've never seen so many people there.,0.164
2864,COST is hugely undervalued:Target $450!,-0.2594
2865,Long costco!,0.4986
2866,"no Amazon, cost still too high, Amazon earnings growth too strong and make huge money, so Amazon sure be attack cost, cost profit margin too low ,so I think cost can't afford it, so buy cost is very risk.",0.8787
2867,slowly becoming my worst stock,-0.6377
2868,earnings estimate anyone?,0.1781
2869,Anyone else notice that their 2020 revenue is higher than Costco’s market cap?,-0.2847
2870,"Costco beat expectations on revenues. They missed expectations on earnings due to unusual increased pandemic costs, but still had better earnings than the year prior. This is a positive earnings report!",0.9398
2871,The 7 Best Consumer Discretionary Stocks To Buy  For details https://youtu.be/0KMtEGgad14,0.5133
2872,Costco will smash this earnings report and definitely next earnings. look at the volume in Costco stores now everyone is scared of this corona virus,0.6414
2873,"Here it is. COST. LONG. Slow, steady and stable .Own some.",0.809
2874,"I for one don't see the connection in terms of Whole Foods and Costco. I have shopped in Whole Foods and its expensive. Is Amazon going to change that? Plus I buy all my paper products, eyeglasses, and other non Food stuff that I wouldn't think Whole Foods would even have..I for one think this is a total overreaction and a good opportunity to pick up some Costco to either add to ones position or start one. IMHO",0.9605
2875,Nice move in earnings!,0.5517
2876,"299.00-301.00BUY , BUY BUY",0.2595
2877,SPLIT already,0.3902
2878,Shop-rite much better store & u don't have to buy 2 dozen of one item.costblo is not worth the price.,0.6897
2879,"Costco will have blowout earnings and future guidance will be higher cause everyone is cleaning out the stores to prepare for virus, even my costco barely has anythin",0.7801
