,Recent headlines and conversations for CSCO,Polarity
1892,wowza.. kev really has the delete button going..... amazing... take a break bruh,-0.2406
1893,Irony why does Nancy insist he was impeached but yet democrat experts and advisers say he wasn’t really impeached ????Someone got some splaining to do ???,0.6097
1894,you guys here to talk politics or about CSCO,0.2371
1895,"Goldman called it on this one steady march to $60, snooze fest",0.6287
1896,Clearly the billion dollars Trump owes the Russians is blackmailing our policy. No wonder we never saw the tax returns. Sad how the mouth breathers have become useful idiots undermining our country.,-0.4755
1897,"Good point, williamI can attract females. You? not a chance",0.7773
1898,Obama's goal was for America to become a second-rate country.Democrats blindly followed him.,-0.0435
1899,"New York City Ends Qualified Immunity For Police Officers, Becoming 1st In Nation To Do So""What cop is going to risk it?New York City is finished. The streets are deserted and dangerous. It’s sinking under the weight of the democrat party of hate.""meanwhilethe get o trash play 'the lottery' with the police",-0.1465
1900,"Air traffic controllers in Canada are sending hundreds of pizzas to their US counterparts who are working through the Trump federal government shutdown. Hey free pizza from Canada, this Trump shutdown is going great.",0.7955
1901,He is flopping,0.1213
1902,"'Cheese dust' on ballot reported. “It looks like a Cheeto finger,” a Zona audit volunteer exclaimedone said. “Like someone’s touched it with cheese dust!” That had to be suspicious, their teammate agreed.",0.368
1903,Why were all the featured speakers in CPAC form Ivy league schools? Princeton Harvard Yale?,-0.1311
1904,LOL!MAGA SOCIALIST NATION3 minutes ago$CSCO conversationmakes no profit LOLwent from $22 to $45 in 3 weeksLOL,0.2633
1905,"Lots of liberal perverts on here, based upon the ""reactions"" they post.",-0.5926
1906,how are fossils fuels rising so fast with all the EV demand ????,0.469
1907,"JUST IN: State Dept. FOIA Doc Release Shows Links Between Oval Office, Giuliani, and Pompeo on UkraineLol - you Fox Viewers think its over? lolol",0.6844
1908,told you joe would crash tech never doubt my word i am the chosen one maga,0.4258
1909,Not sure if they bought or sold them though,0.4663
1910,I love how the Dow keeps going up,0.7069
1911,Why is Joe allowing millions of Covid infected illegals to enter the US?,0.1282
1912,The real ratings on Joe went negative earlier this week.,0.0445
1913,$5600 for a family of four with an AGI of $110k or less. This will be very stimulative.,0.075
1914,when does the Trump family start their court ordered classes on how to run a charity w/o breaking the law?,0.7102
1915,"LONDON — Facing the prospect of a humiliating defeat, Prime Minister Theresa May said on Monday that she would seek to postpone a parliamentary vote on her proposal for Britain’s departure from the European Union, throwing the process into disarray and highlighting her tenuous hold on power. Remember how the magats loved Brexit?",0.6046
1916,Trump was still president for over 2 months after the elections. So he takes credit for the SP500 growth. thanks.,0.7863
1917,Joe's tax hikes won't matter when we are all broke with no taxable income.,-0.696
1918,"Watching the ""Mumbler in Chief"".....So sad, he can barely read.",-0.3247
1919,"In inclusivity push, Unilever to exclude word ‘normal’ from beauty products",0.5533
1920,Poor value investors,-0.1779
1921,"One of the main problems that CSCO will deal with is the whole chip shortage... I have NOK & CSCO, but sold ERIC just for that reason. Both CSCO and NOK have other types of revenue , like software to bring in cash still.",0.7123
1922,"despite fridays dead joe bounce, big cap tech stocks are down 20-30% trading should be left to professionals and not get oh trash with robin hood accounts giving deys opinion",-0.1852
1923,Muted the EXONERATED ID. Just way too much anger and negativity for me. Happy Thanksgiving for Yahoo mute,0.8869
1924,Sell in May is the wisdom of the Day.,0.5771
1925,Futures love Trumps speech If only we could get him to do a speech daily,0.615
1926,Why does he look down at his notes to call the next reporter?,-0.0833
1927,This is probably the least followed stock out therenot one new poster this morning,0.631
1928,Millions of illegals crossing the border They heard Joe was handing out 1400 checks to everyone but the honest working man,0.8189
1929,Another all time high,0.2859
1930,"Me, Myself and IronyMe, Myself and Irony10 seconds agoHe golfed all day today. He’s golfing all day tomorrowYes that’s his way of laughing at you Democrat mouth breathers We’re all laughing Snicker",0.8349
1931,Where's that dyp chyt Mario? Hahahaha,0.3064
1932,Those who don’t need the 1400 will save it Those who do need the 1400 will blow it on drugs and casinos Which is the exact reason they need the 1400The money will stimulate nothing,0.7643
1933,"so there's going to be component shortages through 2021? shesh, why is the nasdaq and the market not off more. this is a serious problem",-0.4447
1934,"Ron is right. Walmart, Cabelas, Hobby Lobby, Bass Pro, and Chick Fil-a will be packed next week",0.1888
1935,The Guardian? LOL!,0.5809
1936,Look at top reactionsmars claims joe is winningLOL,0.5117
1937,Wreekie is not happy with his financial adviser,0.629
1938,The Dow is only 30 stocks and they stacked it with winners. Not really a good co.parison but thanks for trying. Cheers.,0.9144
1939,CA is having a National BBQ!!!,0.4152
1940,10 yr yield rising. People dumping treasuries. Nobody wants Joe's funny money.,0.7664
1941,When the goin' gets toughdems try to make it TOUGHER,0.2618
1942,Nice selfie Nr.,0.4215
1943,1400.00 going out next week the home bois bees happy,0.7679
1944,"In America, corporations can market their products as they pleaseIt doesnt matter to them what mouth breathers think.How about that NASDAQ????",0.3081
1945,"Amazing. All the male ""asylum seekers"" claim to be 17...no matter how thick their beards are and how deep their voices are.- Thy Willby Dunn",0.4003
1946,"Reality check.Both $CSCO and $NTAP are blatantly lying about macro economics for their poor show. Fact of the matter is that their legacy business model prospects are shrinking and these companies didn't innovate fast enough to get on to new revenue streams or adapt their business models in time. They emotionally got attached to their existing products and the old guard didn't give the younger talent a chance to innovate.Management shakeup is what is needed. These companies should respect the marketcaps they have and buyout promising companies to spur their topline revenue growth. Otherwise, these companies will go into oblivion in next 10 years.Enterprises are innovating, but these companies are not.",0.5059
1947,"In case you missed itKO says to be less whitesodo a carjacking, home invasion, or armed robbery asap",0.1758
1948,Sooner rather than later Americans will see the mistake they made in electing this President. Democrats are for Democrats and no one else.,-0.1719
1949,I wanna see Trey Gowdy put Schiff for brains on the stand!,0.2148
1950,What happened to Guilfolye? Accident? Fire?,-0.712
1951,"'Liberal financial channels are spreading fear throughout the markets. 'We call it 'reality.""",-0.4108
1952,I just have to say it.lol!Thanks.,0.2063
1953,nasdaq futures already starting to fizzle joe is a complete failure loved by failures that blame statues,-0.0779
1954,I muted Cy months agoIs this his new ID ?,0.8255
1955,Why do people think this is a financial board? It is clearly a political board.,0.6189
1956,It's EASY to spend moneyeven the get o trash can do thatbutwhat kind of budget is that?,0.4377
1957,cisco balance sheet tailwind webex this will be 60$$$ soon,-0.2869
1958,"2000 per day coming through border, not counting the unseen oneswhat a MESS as most are not checked for diseases",-0.2528
1959,"Dem_0_crats' $15 minimum wage hike cannot be included in $1.9T relief billfederal minimum wage hike to $15 per hour does not fit the criteria to be included in the Democrats’ $1.9 trillion COVID-19 relief package.The measure does not fall in line with the requirements to be passed via the fast-track budget reconciliation process, a source familiar with the ruling said.--------------------------------------With all the low-end / high-end cheap labor coming in from other countries…why waste good money….Like I always say….if you were worth $15 per hr. you would be making it already….No $i5 min_wge, no free col_age, no tuition forgiveness....you SnowRooms are 0 for 3.....but you'll vote for the Dems next time also...you NEVER LEARN...",0.9556
1960,You LEGAL Francisco? Jess wondering...,0.368
1961,"Trump tells Nancy to pound sand: No Vote, No Inquiry, no Documents. Dares her to hold vote, as required by law.She thinks she's above the law?!LOL!",-0.5367
1962,Quarter Revenue will be stuck at 10-12 B for another 5 years.,-0.2502
1963,He has that I have no clue blank stare just like the gif we post here It’s hilarious,0.578
1964,Unindicted co-conspirators should not get a scotus pick.true - We agree: Trump isnt an Unindicted co-conspirator.So we do have THAT.Poor mares -,0.5266
1965,"Obozo rally draws only 750 people. Libferal media calls it a a ""crowd""... LOLOLZZZ",0.2344
1966,"Demtards love democracy, that's why they are changing election rules to ensure their party stays in power forever.",0.9248
1967,FAANG trying to rally we need more real traders to step in and shake out the robin hood mouth breathers,-0.2736
1968,ummm corn is traded in NYC sam doesn't know this. LOLthe entire corn industry is directed in NYC,-0.239
1969,"LOL From 4 days ago!LOL!Freddy4 days ago$CSCO conversationWould you look at it GO!3 days ago -TRUMP UNIVERSITY CHANCELLOR14,465 reactions2 days ago, morning14,551 reactions2 days ago Noon14,610 reactionsYesterday14,738 reactionsNow",0.5055
1970,Look out Willum be put de FBI on yas!!! UH HUH!!!,-0.622
1971,"Wreekie Bobbie2 minutes agolatest florida poll has biden up by 5, lest we forget there is NO path to a Trump electoral win without FLwreekie still believes polls lol thats so cute maga",0.9256
1972,"NEW YORK, NY—Yet another victim has come forward to accuse Governor Cuomo of inappropriately killing her grandma, sources confirmed Wednesday, with this latest allegation bringing the total number of accusers to 10,000. The woman made her allegations public today, saying Cuomo made inappropriate advances consisting of stuffing COVID-19-positive patients into the nursing home where her grandma lived, causing the woman to have unwanted contact with COVID-19 without her consent.",-0.512
